tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValueFiltered,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE
193577,195067,195068,29639,-51939,81578,0,81570.57,81575.7,0,195068,195541,195541,71428,-1502,72930,72922.71,72915.32,3209.502,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
195631,197121,197122,29626,-51939,81565,0,81569.43,81573.7,0,197122,197595,197595,71426,-1502,72928,72925.71,72918.21,3209.52,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
197686,199176,199176,29620,-51939,81559,0,81567.0,81572.02,0,199176,199650,199650,71429,-1502,72931,72924.14,72921.15,3209.547,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
199740,201032,201033,29646,-51939,81585,0,81569.29,81570.05,0,201033,201517,201517,71414,-1502,72916,72922.71,72922.32,3209.531,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
201608,202901,202902,29647,-51939,81586,0,81566.14,81569.76,0,202902,203385,203385,71429,-1502,72931,72923.43,72922.47,3209.527,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
203476,204769,204769,29642,-51939,81581,0,81571.71,81568.34,0,204769,205252,205252,71412,-1502,72914,72923.57,72922.84,3209.506,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
205344,206637,206637,29639,-51939,81578,0,81576.0,81569.66,0,206637,207120,207121,71433,-1502,72935,72926.43,72923.13,3209.539,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
207211,208700,208701,29642,-51939,81581,0,81576.43,81572.15,0,208701,209174,209174,71424,-1502,72926,72925.86,72924.42,3209.618,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
209265,210755,210755,29644,-51939,81583,0,81579.0,81573.83,0,210755,211228,211228,71410,-1502,72912,72923.57,72924.98,3209.664,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
211319,212612,212612,29644,-51939,81583,0,81582.43,81575.85,0,212612,213096,213096,71431,-1502,72933,72923.86,72924.43,3209.695,3209.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
213187,214480,214480,29642,-51939,81581,0,81581.86,81578.43,0,214480,214963,214964,71405,-1502,72907,72922.57,72924.21,3209.744,3210.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
215056,216349,216349,29648,-51939,81587,0,81582.0,81579.77,0,216349,216831,216831,71431,-1502,72933,72922.86,72923.57,3209.758,3210.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
216921,218410,218411,29655,-51939,81594,0,81583.86,81580.65,0,218411,218885,218885,71420,-1502,72922,72924.0,72923.29,3209.771,3210.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
218978,220270,220271,29629,-51939,81568,0,81582.43,81581.91,0,220271,220753,220753,71436,-1502,72938,72924.43,72923.57,3209.803,3210.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
220843,222136,222136,29617,-51939,81556,0,81578.86,81582.11,0,222136,222620,222621,71401,-1502,72903,72921.14,72923.91,3209.814,3210.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0,0,0,True
