tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
530347,530647,530647,-213331.3,-215906,2574.75,2574.75,2574.75,530647,530947,530947,74559.0,92318,-17759.0,-17759.0,-17759.0,530947,531247,531247,50865.0,53348,-2483.0,-2483.0,-2483.0,0,0,456.335,456.0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,True,True,False
531363,531663,531663,-213331.3,-215906,2574.75,2574.75,2574.75,531663,531963,531963,74545.5,92318,-17772.5,-17762.38,-17759.0,531963,532263,532263,50907.25,53348,-2440.75,-2472.438,-2483.0,0,0,456.335,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
532380,532680,532680,-213338.5,-215906,2567.5,2572.938,2574.75,532680,532980,532980,74576.5,92318,-17741.5,-17758.0,-17759.84,532980,533280,533280,50887.25,53348,-2460.75,-2466.875,-2480.375,0,0,456.2993,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
533401,533701,533701,-213290.3,-215906,2615.75,2583.188,2574.3,533701,534001,534001,74540.0,92318,-17778.0,-17762.75,-17759.38,534001,534301,534301,50884.5,53348,-2463.5,-2462.0,-2477.02,0,0,456.214,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
534418,534718,534718,-213319.5,-215906,2586.5,2586.125,2576.509,534718,535018,535018,74535.5,92318,-17782.5,-17768.63,-17760.22,535018,535318,535319,50876.0,53348,-2472.0,-2459.25,-2473.287,0,0,456.2003,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
535437,535737,535737,-213319.5,-215906,2586.5,2589.063,2578.898,535737,536037,536037,74535.5,92318,-17782.5,-17771.13,-17762.31,536037,536337,536337,50859.25,53348,-2488.75,-2471.25,-2469.799,0,0,456.2201,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
536455,536755,536755,-213315.5,-215906,2590.5,2594.813,2581.425,536755,537055,537055,74563.25,92318,-17754.75,-17774.44,-17764.5,537055,537355,537355,50898.0,53348,-2450.0,-2468.563,-2470.159,0,0,456.3217,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
537473,537773,537773,-213322.3,-215906,2583.75,2586.813,2584.752,537773,538073,538073,74551.0,92318,-17767.0,-17771.69,-17766.97,538073,538373,538373,50890.25,53348,-2457.75,-2467.125,-2469.762,0,0,456.4297,456.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
538496,538796,538796,-213335.8,-215906,2570.25,2582.75,2585.264,538796,539096,539096,74556.5,92318,-17761.5,-17766.44,-17768.14,539096,539396,539396,50901.0,53348,-2447.0,-2460.875,-2469.107,0,0,456.4503,456.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
539514,539814,539814,-213320.8,-215906,2585.25,2582.438,2584.639,539814,540114,540114,74553.75,92318,-17764.25,-17761.88,-17767.72,540114,540414,540414,50906.0,53348,-2442.0,-2449.188,-2467.061,0,0,456.3884,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
540532,540832,540832,-213383.8,-215906,2522.25,2565.375,2584.092,540832,541132,541132,74556.75,92318,-17761.25,-17763.5,-17766.27,541132,541432,541432,50844.75,53348,-2503.25,-2462.5,-2462.619,0,0,456.2596,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
541550,541850,541850,-213392.0,-215906,2514.0,2547.938,2579.441,541850,542150,542150,74560.5,92318,-17757.5,-17761.13,-17765.58,542150,542450,542450,50843.75,53348,-2504.25,-2474.125,-2462.59,0,0,456.1522,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
542568,542868,542868,-213362.0,-215906,2544.0,2541.375,2571.612,542868,543168,543168,74553.5,92318,-17764.5,-17761.88,-17764.47,543168,543468,543468,50867.25,53348,-2480.75,-2482.563,-2465.457,0,0,456.0308,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
543586,543886,543886,-213341.5,-215906,2564.5,2536.188,2564.097,543886,544186,544186,74554.75,92318,-17763.25,-17761.63,-17763.83,544186,544486,544486,50905.0,53348,-2443.0,-2482.813,-2469.708,0,0,455.9527,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
544604,544904,544904,-213376.5,-215906,2529.5,2538.0,2557.161,544904,545204,545204,74566.75,92318,-17751.25,-17759.13,-17763.28,545204,545504,545504,50819.75,53348,-2528.25,-2489.063,-2472.965,0,0,455.8681,456.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
