tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
125945,126515,126515,114860,-47635,42,162495,0,162506.0,162505.1,3869.168,0,3869,126515,126999,126999,151243,-3518,154761,154768.7,154766.5,3684.917,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
127064,127596,127596,114881,-47635,42,162516,0,162506.1,162505.4,3869.177,0,3869,127596,128118,128118,151280,-3518,154798,154774.1,154767.4,3684.938,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
128183,128677,128677,114869,-47635,42,162504,0,162508.1,162505.7,3869.183,0,3869,128677,129143,129144,151254,-3518,154772,154773.3,154770.0,3685.0,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
129209,129757,129758,114846,-47635,42,162481,0,162507.3,162506.7,3869.206,0,3869,129758,130262,130262,151247,-3518,154765,154774.7,154771.3,3685.031,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
130328,130838,130838,114887,-47635,42,162522,0,162507.0,162506.9,3869.212,0,3869,130838,131381,131381,151255,-3518,154773,154773.0,154772.6,3685.063,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
131446,132017,132017,114874,-47635,42,162509,0,162505.0,162506.9,3869.213,0,3869,132017,132500,132500,151264,-3518,154782,154774.1,154772.8,3685.066,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
132615,133196,133196,114878,-47635,42,162513,0,162505.7,162506.2,3869.195,0,3869,133196,133712,133712,151246,-3518,154764,154773.6,154773.3,3685.079,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
133827,134375,134375,114867,-47635,42,162502,0,162506.7,162506.0,3869.19,0,3869,134375,134924,134924,151251,-3518,154769,154774.7,154773.4,3685.082,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
134989,135553,135554,114895,-47635,42,162530,0,162508.7,162506.3,3869.197,0,3869,135554,136043,136043,151237,-3518,154755,154768.6,154773.9,3685.093,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
136107,136634,136634,114882,-47635,42,162517,0,162510.6,162507.2,3869.22,0,3869,136634,137161,137161,151245,-3518,154763,154767.3,154771.8,3685.043,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
137227,137813,137813,114878,-47635,42,162513,0,162515.1,162508.5,3869.251,0,3869,137813,138280,138280,151271,-3518,154789,154770.7,154770.0,3685.001,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
138345,138894,138894,114877,-47635,42,162512,0,162513.7,162511.1,3869.313,0,3869,138894,139399,139399,151256,-3518,154774,154770.9,154770.3,3685.007,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
139464,139974,139975,114870,-47635,42,162505,0,162513.1,162512.1,3869.337,0,3869,139975,140518,140518,151241,-3518,154759,154767.6,154770.5,3685.013,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
140585,141153,141154,114897,-47635,42,162532,0,162515.9,162512.5,3869.346,0,3869,141154,141637,141637,151254,-3518,154772,154768.7,154769.4,3684.985,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
141702,142234,142234,114872,-47635,42,162507,0,162516.6,162513.8,3869.377,0,3869,142234,142755,142756,151230,-3518,154748,154765.7,154769.1,3684.979,3685,0,0,0,0,0,0,0,0,0,False,0,0,0
