tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
464874,465174,465174,-210321.0,-215906,5585.0,5585.0,5585.0,465174,465474,465474,80717.25,92318,-11600.75,-11600.75,-11600.75,465474,465774,465774,47110.25,53348,-6237.75,-6237.75,-6237.75,0,0,468.47,468.5,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,True,True,False
465891,466191,466191,-210315.0,-215906,5591.0,5591.0,5591.0,466191,466491,466491,80724.5,92318,-11593.5,-11593.5,-11593.5,466491,466791,466791,47098.0,53348,-6250.0,-6240.813,-6237.75,0,0,468.445,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
466907,467207,467207,-210324.3,-215906,5581.75,5588.688,5591.0,467207,467507,467507,80737.25,92318,-11580.75,-11590.31,-11593.5,467507,467807,467807,47098.25,53348,-6249.75,-6243.813,-6238.511,0,0,468.4602,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
467926,468226,468226,-210293.0,-215906,5613.0,5594.188,5590.425,468226,468526,468526,80716.75,92318,-11601.25,-11592.25,-11592.71,468526,468826,468826,47100.25,53348,-6247.75,-6246.313,-6239.829,0,0,468.4592,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
468945,469245,469245,-210288.3,-215906,5617.75,5600.875,5591.36,469245,469545,469545,80747.5,92318,-11570.5,-11586.5,-11592.59,469545,469845,469845,47083.25,53348,-6264.75,-6253.063,-6241.44,0,0,468.5079,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
469963,470263,470263,-210313.8,-215906,5592.25,5601.188,5593.725,470263,470563,470563,80719.5,92318,-11598.5,-11587.75,-11591.08,470563,470863,470863,47091.25,53348,-6256.75,-6254.75,-6244.329,0,0,468.5826,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
470983,471283,471283,-210271.8,-215906,5634.25,5614.313,5595.58,471283,471583,471583,80721.5,92318,-11596.5,-11591.69,-11590.25,471583,471883,471883,47108.0,53348,-6240.0,-6252.313,-6246.918,0,0,468.655,468.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
472001,472301,472301,-210235.8,-215906,5670.25,5628.625,5600.235,472301,472601,472601,80726.25,92318,-11591.75,-11589.31,-11590.61,472601,472901,472901,47123.75,53348,-6224.25,-6246.438,-6248.259,0,0,468.7821,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
473019,473319,473319,-210239.0,-215906,5667.0,5640.938,5607.291,473319,473619,473619,80727.5,92318,-11590.5,-11594.31,-11590.29,473619,473919,473919,47117.5,53348,-6230.5,-6237.875,-6247.807,0,0,468.9077,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
474037,474337,474337,-210253.0,-215906,5653.0,5656.125,5615.653,474337,474637,474637,80690.5,92318,-11627.5,-11601.56,-11591.29,474637,474937,474937,47147.25,53348,-6200.75,-6223.875,-6245.338,0,0,469.0456,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
475055,475355,475355,-210248.8,-215906,5657.25,5661.875,5625.711,475355,475655,475655,80739.5,92318,-11578.5,-11597.06,-11593.84,475655,475955,475955,47133.25,53348,-6214.75,-6217.563,-6240.004,0,0,469.1911,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
476075,476375,476375,-210257.0,-215906,5649.0,5656.563,5634.699,476375,476675,476675,80709.5,92318,-11608.5,-11601.25,-11594.64,476675,477091,477091,47602.5,53348,-5745.5,-6097.875,-6234.427,0,0,469.2754,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
477209,477509,477509,-210233.8,-215906,5672.25,5657.875,5640.132,477509,477809,477809,81097.0,92318,-11221.0,-11508.88,-11596.29,477809,478109,478109,47282.75,53348,-6065.25,-6056.563,-6200.491,0,0,468.7382,469.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
478227,478527,478527,-210283.3,-215906,5622.75,5650.313,5644.542,478527,478827,478827,81022.75,92318,-11295.25,-11425.81,-11574.56,478827,479127,479177,47215.75,53348,-6132.25,-6039.438,-6164.722,0,0,467.6765,467.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
479300,479600,479600,-210341.0,-215906,5565.0,5627.25,5645.976,479600,479900,479900,80992.75,92318,-11325.25,-11362.5,-11537.59,479900,480200,480200,47210.5,53348,-6137.5,-6020.125,-6133.586,0,0,466.3431,466.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
