tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
145510,146088,146089,49335,-47832,42,97167,0,97159.29,97158.0,2313.286,0,2313,146089,146564,146564,105895,-3664,109559,109562.4,109563.0,2608.643,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
146629,147169,147169,49313,-47832,42,97145,0,97157.43,97158.5,2313.298,0,2313,147169,147683,147683,105882,-3664,109546,109560.0,109562.8,2608.637,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
147799,148348,148349,49282,-47832,42,97114,0,97151.14,97158.08,2313.288,0,2313,148349,148895,148895,105886,-3664,109550,109558.1,109561.7,2608.612,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
148961,149527,149528,49335,-47832,42,97167,0,97152.43,97155.36,2313.223,0,2313,149528,150014,150014,105872,-3664,109536,109554.3,109560.3,2608.579,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
150079,150608,150609,49324,-47832,42,97156,0,97152.14,97154.21,2313.196,0,2313,150609,151133,151133,105881,-3664,109545,109551.7,109557.9,2608.522,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
151198,151787,151788,49318,-47832,42,97150,0,97151.0,97153.4,2313.176,0,2313,151788,152345,152345,105848,-3664,109512,109544.4,109555.5,2608.464,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
152410,152966,152967,49339,-47832,42,97171,0,97152.86,97152.46,2313.154,0,2313,152967,153464,153464,105862,-3664,109526,109539.1,109551.2,2608.361,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
153530,154047,154048,49329,-47832,42,97161,0,97152.0,97152.62,2313.157,0,2313,154048,154583,154583,105892,-3664,109556,109538.7,109546.5,2608.249,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
154647,155226,155227,49328,-47832,42,97160,0,97154.14,97152.38,2313.152,0,2313,155227,155701,155701,105893,-3664,109557,109540.3,109543.4,2608.177,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
155767,156307,156307,49320,-47832,42,97152,0,97159.57,97153.06,2313.168,0,2313,156307,156820,156820,105896,-3664,109560,109541.7,109542.2,2608.148,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
156885,157388,157389,49331,-47832,42,97163,0,97159.0,97155.61,2313.229,0,2313,157389,157939,157939,105907,-3664,109571,109546.7,109542.0,2608.143,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
158004,158567,158567,49336,-47832,42,97168,0,97160.71,97156.94,2313.26,0,2313,158567,159058,159058,105881,-3664,109545,109546.7,109543.8,2608.187,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
159123,159648,159648,49325,-47832,42,97157,0,97161.71,97158.41,2313.296,0,2313,159648,160177,160177,105899,-3664,109563,109554.0,109545.0,2608.213,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
160241,160827,160827,49349,-47832,42,97181,0,97163.14,97159.7,2313.326,0,2313,160827,161296,161296,105901,-3664,109565,109559.6,109548.5,2608.298,2608.0,0,0,0,0,0,0,0,0,0,False,0,0,0
161361,161908,161908,49340,-47832,42,97172,0,97164.71,97161.05,2313.358,0,2313,161908,162415,162415,105892,-3664,109556,109559.6,109552.8,2608.401,2608.5,0,0,0,0,0,0,0,0,0,False,0,0,0
