tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
68608,69191,69192,33074,-52682,42,85756,0,85756.0,85756.0,2041.81,0,2042.0,69192,69660,69661,50537,-8147,58684,58684.0,58684.0,1397.238,1397,0.953369,0.574951,-0.072998,-50.32061,-1.625954,1.435115,-58.70385,97.23556,20.48294,True,0,0,0
69730,70276,70277,33062,-52682,42,85744,0,85754.29,85756.0,2041.81,0,2042.0,70277,70782,70783,50531,-8147,58678,58683.14,58684.0,1397.238,1397,0.953857,0.589111,-0.070313,-50.9084,-1.450382,2.045802,-58.11855,96.80603,20.38882,False,0,0,0
70853,71361,71362,33063,-52682,42,85745,0,85752.71,85755.33,2041.794,0,2042.0,71362,71904,71905,50547,-8147,58694,58684.57,58683.66,1397.23,1397,0.9375,0.576172,-0.072998,-50.35878,-1.480916,1.679389,-58.22181,97.22039,20.57706,False,0,0,0
71975,72545,72546,33073,-52682,42,85755,0,85752.57,85754.3,2041.769,0,2042.0,72546,73026,73027,50540,-8147,58687,58685.0,58684.02,1397.239,1397,0.938477,0.574463,-0.077393,-50.22901,-0.870229,1.59542,-58.2982,97.67255,20.43588,False,0,0,0
73097,73630,73631,33078,-52682,42,85760,0,85753.14,85753.63,2041.753,0,2042.0,73631,74149,74149,50535,-8147,58682,58684.71,58684.4,1397.248,1397,0.96167,0.578369,-0.070313,-50.72519,-1.641221,1.862595,-58.7903,96.93123,20.48294,False,0,0,0
74219,74715,74716,33077,-52682,42,85759,0,85753.57,85753.44,2041.749,0,2042.0,74716,75271,75271,50528,-8147,58675,58683.43,58684.53,1397.251,1397,0.960693,0.581787,-0.071289,-50.68702,-2.832061,1.534351,-58.61165,96.98566,20.48294,False,0,0,0
75342,75899,75900,33061,-52682,42,85743,0,85751.71,85753.49,2041.75,0,2042.0,75900,76393,76393,50516,-8147,58663,58680.43,58684.1,1397.24,1397,0.949707,0.583008,-0.070313,-50.38931,-2.145038,1.603053,-58.27011,96.87661,20.48294,False,0,0,0
76463,76985,76986,33062,-52682,42,85744,0,85750.0,85752.8,2041.733,0,2042.0,76986,77515,77515,50529,-8147,58676,58679.29,58682.66,1397.206,1397,0.937012,0.576904,-0.069824,-50.78626,-1.961832,1.839695,-58.19357,96.90086,20.48294,False,0,0,0
77585,78169,78170,33066,-52682,42,85748,0,85750.57,85751.7,2041.707,0,2042.0,78170,78730,78731,50512,-8147,58659,58676.57,58681.34,1397.175,1397,0.953857,0.584229,-0.070313,-50.8397,-2.473282,1.763359,-58.32901,96.86237,20.53,False,0,0,0
78802,79353,79354,33046,-52682,42,85728,0,85748.14,85751.26,2041.697,0,2041.5,79354,79852,79853,50546,-8147,58693,58676.43,58679.47,1397.13,1397,0.935547,0.576904,-0.063232,-50.67939,-1.725191,1.755725,-58.18679,96.25479,20.48294,False,0,0,0
79923,80439,80440,33067,-52682,42,85749,0,85747.29,85750.04,2041.668,0,2041.5,80440,80975,80975,50516,-8147,58663,58673.0,58678.28,1397.102,1397,0.953613,0.58374,-0.080811,-50.99237,-2.709924,1.778626,-58.28492,97.88146,20.48294,False,0,0,0
81046,81623,81624,33043,-52682,42,85725,0,85742.29,85748.96,2041.642,0,2041.5,81624,82097,82097,50529,-8147,58676,58672.14,58676.21,1397.053,1397,0.939453,0.560547,-0.068604,-50.73283,-1.572519,1.664122,-58.98871,96.97732,20.57706,False,0,0,0
82168,82709,82709,33053,-52682,42,85735,0,85738.86,85746.35,2041.58,0,2041.5,82709,83219,83219,50525,-8147,58672,58671.71,58674.62,1397.015,1397,0.945557,0.577881,-0.069092,-50.99237,-2.083969,1.870229,-58.38729,96.81773,20.53,False,0,0,0
83290,83794,83795,33057,-52682,42,85739,0,85738.29,85743.41,2041.51,0,2041.5,83795,84341,84341,50526,-8147,58673,58673.14,58673.48,1396.988,1397,0.941162,0.57251,-0.060791,-50.45038,-0.633588,2.396947,-58.54488,96.06093,20.57706,False,0,0,0
84412,84978,84979,33045,-52682,42,85727,0,85735.86,85741.41,2041.462,0,2041.5,84979,85463,85464,50527,-8147,58674,58672.86,58673.35,1396.984,1397,0.950928,0.575439,-0.06665,-50.90076,-2.122137,1.977099,-58.65091,96.60663,20.48294,False,0,0,0
