tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
1503974,1504493,1504494,17970,-52876,42,70846,0,70846.0,70846.0,1686.81,0,1687.0,1504494,1505026,1505027,40315,-8568,48883,48883.0,48883.0,1163.881,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,True,0,0,0
1505097,1505677,1505678,18625,-52876,42,71501,0,71501.0,71501.0,1702.405,0,1702.5,1505678,1506148,1506149,40311,-8568,48879,48882.43,48883.0,1163.881,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1506219,1506763,1506763,18624,-52876,42,71500,0,71500.86,71501.0,1702.405,0,1702.5,1506763,1507270,1507271,40311,-8568,48879,48881.86,48882.78,1163.876,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1507392,1507947,1507947,18620,-52876,42,71496,0,71500.14,71500.95,1702.403,0,1702.5,1507947,1508486,1508486,40319,-8568,48887,48882.43,48882.42,1163.867,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1508557,1509131,1509131,18625,-52876,42,71501,0,71500.14,71500.63,1702.396,0,1702.0,1509131,1509608,1509608,40314,-8568,48882,48882.29,48882.42,1163.867,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1509679,1510216,1510216,18605,-52876,42,71481,0,71497.29,71500.44,1702.391,0,1702.0,1510216,1510730,1510730,40307,-8568,48875,48881.14,48882.37,1163.866,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1510801,1511301,1511302,18626,-52876,42,71502,0,71497.43,71499.2,1702.362,0,1702.0,1511302,1511852,1511852,40331,-8568,48899,48883.43,48881.89,1163.854,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1511923,1512486,1512486,18649,-52876,42,71525,0,71500.86,71498.51,1702.345,0,1702.0,1512486,1512974,1512974,40311,-8568,48879,48882.86,48882.49,1163.869,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1513045,1513571,1513571,18628,-52876,42,71504,0,71501.29,71499.43,1702.367,0,1702.0,1513571,1514096,1514096,40320,-8568,48888,48884.14,48882.64,1163.872,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1514167,1514755,1514756,18630,-52876,42,71506,0,71502.14,71500.16,1702.385,0,1702.0,1514756,1515311,1515311,40335,-8568,48903,48887.57,48883.23,1163.886,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1515383,1515939,1515939,18638,-52876,42,71514,0,71504.71,71500.93,1702.403,0,1702.5,1515939,1516433,1516433,40321,-8568,48889,48887.86,48884.93,1163.927,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1516504,1517024,1517025,18616,-52876,42,71492,0,71503.43,71502.41,1702.438,0,1702.5,1517025,1517555,1517555,40294,-8568,48862,48885.0,48886.07,1163.954,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1517626,1518208,1518209,18616,-52876,42,71492,0,71505.0,71502.8,1702.448,0,1702.5,1518209,1518677,1518677,40338,-8568,48906,48889.43,48885.65,1163.944,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1518748,1519294,1519294,18639,-52876,42,71515,0,71506.86,71503.66,1702.468,0,1702.5,1519294,1519799,1519799,40333,-8568,48901,48889.71,48887.13,1163.979,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
1519871,1520379,1520380,18632,-52876,42,71508,0,71504.43,71504.91,1702.498,0,1702.5,1520380,1520921,1520921,40310,-8568,48878,48889.57,48888.14,1164.003,1164,0.949219,0.58374,-0.069824,-50.94656,-2.328244,2.122137,-58.22774,96.82082,21.04765,False,0,0,0
