tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValueFiltered,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE
104254,104827,104828,-17201,-138884,121683,0,121681.4,121687.6,0,104828,105373,105373,18033,-96286,114319,114337.1,114338.4,4907.352,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
105469,106011,106011,-17183,-138884,121701,0,121686.4,121685.2,0,106011,106495,106495,18052,-96286,114338,114338.9,114337.9,4907.292,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
106591,107095,107096,-17185,-138884,121699,0,121687.3,121685.7,0,107096,107616,107617,18072,-96286,114358,114338.0,114338.3,4907.309,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
107713,108279,108279,-17208,-138884,121676,0,121687.3,121686.3,0,108279,108832,108832,18069,-96286,114355,114337.9,114338.2,4907.321,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
108929,109462,109463,-17204,-138884,121680,0,121687.3,121686.7,0,109463,109953,109953,18045,-96286,114331,114337.7,114338.0,4907.326,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
110049,110547,110548,-17213,-138884,121671,0,121684.6,121686.9,0,110548,111075,111075,18059,-96286,114345,114339.7,114337.9,4907.328,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
111171,111731,111731,-17207,-138884,121677,0,121683.9,121686.0,0,111731,112290,112290,18039,-96286,114325,114338.7,114338.6,4907.324,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
112385,112914,112914,-17193,-138884,121691,0,121685.0,121685.2,0,112914,113412,113412,18057,-96286,114343,114342.1,114338.7,4907.307,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
113507,114097,114098,-17213,-138884,121671,0,121680.7,121685.1,0,114098,114627,114627,18053,-96286,114339,114342.3,114340.0,4907.334,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
114723,115281,115281,-17218,-138884,121666,0,121676.0,121683.4,0,115281,115842,115842,18038,-96286,114324,114337.4,114340.9,4907.317,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
115937,116464,116464,-17200,-138884,121684,0,121677.1,121680.5,0,116464,116964,116964,18047,-96286,114333,114334.3,114339.5,4907.228,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
117059,117647,117648,-17220,-138884,121664,0,121674.9,121679.2,0,117648,118179,118179,18030,-96286,114316,114332.1,114337.5,4907.158,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
118274,118831,118831,-17225,-138884,121659,0,121673.1,121677.5,0,118831,119300,119301,18060,-96286,114346,114332.3,114335.4,4907.08,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
119398,119916,119916,-17194,-138884,121690,0,121675.0,121675.8,0,119916,120422,120422,18055,-96286,114341,114334.6,114334.2,4907.018,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
120522,121099,121099,-17204,-138884,121680,0,121673.4,121675.5,0,121099,121637,121637,18062,-96286,114348,114335.3,114334.3,4907.015,4907,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True
