tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
6685,6685,6763,87494,87462,32,32,-1.873271,6685,6685,6764,196630,196602,28,28,-7.564141,6685,6733,6764,37998,37800,198,198,7.342959,6733,6763,6764,68795,68311,484,484,17.89282,0,5.400327,5.5,False,0,0,0,0,0,0,True,True,False
8661,8661,8737,87480,87462,18,18,10.50709,8661,8661,8737,196567,196602,-35,-35,-33.14387,8661,8674,8737,37941,37800,141,141,51.83589,8674,8737,8737,68688,68311,377,377,95.68008,0,4.278952,0.0,False,0,0,0,0,0,0,True,True,False
10120,10120,10217,87591,87375,216,216,0.0,10120,10205,10217,196584,196538,46,46,0.0,10205,10205,10217,37905,37909,-4,-4,0.0,10205,10217,10217,68464,68604,-140,-140,0.0,0,2.419506,0.0,False,0,0,0,0,0,0,True,True,False
10535,10535,10615,87332,87375,-43,-43,21.30915,10535,10535,10615,196565,196538,27,27,8.329608,10535,10615,10615,37883,37909,-26,-26,-0.808237,10615,10615,10615,68230,68604,-374,-374,-27.94362,0,-0.045268,0.0,False,0,0,0,0,0,0,True,True,False
10738,10739,10809,87558,87375,183,183,16.87586,10739,10739,10809,196612,196538,74,74,9.616693,10739,10792,10809,37874,37909,-35,-35,-2.544887,10792,10809,10809,68473,68604,-131,-131,-51.79978,0,2.294159,0.0,False,0,0,0,0,0,0,True,True,False
10930,10930,11006,87486,87375,111,111,28.32799,10930,10930,11006,196608,196538,70,70,14.0551,10930,10968,11006,37852,37909,-57,-57,-4.782252,10968,11006,11006,68500,68604,-104,-104,-57.25962,0,1.974787,0.0,False,0,0,0,0,0,0,True,True,False
11127,11127,11204,87487,87375,112,112,34.02717,11127,11127,11204,196560,196538,22,22,17.91179,11127,11145,11204,37869,37909,-40,-40,-8.381998,11145,11204,11204,68515,68604,-89,-89,-60.48177,0,1.912477,0.0,False,0,0,0,0,0,0,True,True,False
12907,12907,12980,87420,87375,45,45,49.92095,12907,12907,12980,196565,196538,27,27,6.69842,12907,12909,12980,37920,37909,11,11,-10.42298,12909,12980,12980,68315,68604,-289,-289,-127.6542,0,0.927467,0.0,False,0,0,0,0,0,0,True,True,False
13495,13495,13572,87310,87375,-65,-65,54.52008,13495,13495,13572,196501,196538,-37,-37,9.737003,13495,13527,13572,37980,37909,71,71,-3.319351,13527,13572,13572,68409,68604,-195,-195,-152.751,0,0.865734,0.0,False,0,0,0,0,0,0,True,True,False
13692,13692,13769,87647,87375,272,272,46.2807,13692,13692,13769,196569,196538,31,31,6.515084,13692,13703,13769,37962,37909,53,53,1.804018,13703,13769,13769,68355,68604,-249,-249,-155.6635,0,2.35765,0.0,False,0,0,0,0,0,0,True,True,False
15675,15675,15742,87575,87375,200,200,200.0,15675,15675,15742,196515,196538,-23,-23,-23.0,15675,15733,15742,37872,37909,-37,-37,-37.0,15733,15742,15742,68654,68604,50,50,50.0,0,2.7767,0.0,True,3,0,0,0,0,0,True,True,False
15863,15863,15940,87670,87375,295,295,295.0,15863,15863,15940,196489,196538,-49,-49,-49.0,15863,15909,15940,37912,37909,3,3,3.0,15909,15940,15940,68461,68604,-143,-143,-143.0,0,2.36494,0.0,True,0,0,0,0,0,0,True,True,False
16851,16852,16926,578939,87375,491564,491564,491564.0,16852,16852,16926,212561,196538,16023,16023,16023.0,16852,16880,16926,24123,37909,-13786,-13786,-13786.0,16880,16926,16926,87962,68604,19358,19358,19358.0,0,2323.131,2323.0,True,1,0,0,0,0,0,True,True,False
17051,17051,17124,581542,87375,494167,494167,494167.0,17051,17051,17124,213238,196538,16700,16700,16700.0,17051,17056,17124,24277,37909,-13632,-13632,-13632.0,17056,17124,17124,88189,68604,19585,19585,19585.0,0,2339.759,2340.0,True,1,0,0,0,0,0,True,True,False
17245,17245,17321,581551,87375,494176,494176,494176.0,17245,17246,17321,213582,196538,17044,17044,17044.0,17246,17321,17321,24366,37909,-13543,-13543,-13543.0,17321,17321,17321,88176,68604,19572,19572,19572.0,0,2341.714,2342.0,True,1,0,0,0,0,0,True,True,False
