tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
71985,71985,72060,86719,86780,-61,-61,-151.8269,71985,71985,72060,196963,198874,-1911,-1911,-1843.464,71985,72037,72060,38120,37415,705,705,561.5379,72037,72060,72060,172604,68882,103722,103722,103762.3,0,485.9621,486.0,False,3,0,0,0,0,0,True,True,False
75142,75142,75216,86627,86780,-153,-153,-83.34029,75142,75142,75216,196763,198874,-2111,-2111,-1965.122,75142,75213,75216,38271,37415,856,856,688.2322,75213,75216,75216,172534,68882,103652,103652,103630.5,0,485.0185,485.0,False,3,0,0,0,0,0,True,True,False
75338,75338,75413,86817,86780,37,37,-88.14244,75338,75338,75413,196826,198874,-2048,-2048,-1975.179,75338,75390,75413,38274,37415,859,859,699.7977,75390,75413,75413,172875,68882,103993,103993,103632.0,0,487.7867,488.0,False,3,0,0,0,0,0,True,True,False
76718,76718,76802,87898,86780,1118,1118,1118.0,76718,76718,76802,197201,198874,-1673,-1673,-1673.0,76718,76801,76802,38240,37415,825,825,825.0,76801,76802,76802,68120,68882,-762,-762,-762.0,0,-0.335638,0.0,True,0,0,0,0,0,0,True,True,False
79283,79283,79360,87749,86780,969,969,926.8899,79283,79283,79360,197254,198874,-1620,-1620,-1722.515,79283,79360,79360,38140,37415,725,725,759.3246,79360,79360,79360,68104,68882,-778,-778,-800.4188,0,-1.313979,0.0,False,0,0,0,0,0,0,True,True,False
83821,83821,83895,118707,86780,31927,31927,32006.53,83821,83821,83895,220981,198874,22107,22107,22074.69,83821,83860,83895,65116,37415,27701,27701,27924.61,83860,83895,83895,87699,68882,18817,18817,18653.66,0,465.2369,465.0,False,3,0,0,0,0,0,True,True,False
84020,84020,84093,118750,86780,31970,31970,32001.04,84020,84021,84093,220958,198874,22084,22084,22076.92,84021,84036,84093,65200,37415,27785,27785,27909.2,84036,84093,84093,87783,68882,18901,18901,18664.92,0,466.1179,466.0,False,3,0,0,0,0,0,True,True,False
84215,84215,84301,118888,86780,32108,32108,31998.9,84215,84215,84301,221022,198874,22148,22148,22077.41,84215,84301,84301,65212,37415,27797,27797,27900.63,84301,84301,84301,87836,68882,18954,18954,18681.2,0,467.3382,467.0,False,3,0,0,0,0,0,True,True,False
84424,84424,84487,118783,86780,32003,32003,32006.42,84424,84424,84487,221018,198874,22144,22144,22082.27,84424,84477,84487,65093,37415,27678,27678,27893.49,84477,84487,84487,87701,68882,18819,18819,18700.0,0,465.6495,465.5,False,3,0,0,0,0,0,True,True,False
84610,84610,84684,118717,86780,31937,31937,32006.19,84610,84610,84684,221016,198874,22142,22142,22086.53,84610,84654,84684,65204,37415,27789,27789,27878.63,84654,84684,84684,87640,68882,18758,18758,18708.21,0,465.5752,465.5,False,3,0,0,0,0,0,True,True,False
84807,84807,84882,118745,86780,31965,31965,32001.42,84807,84807,84882,221043,198874,22169,22169,22090.35,84807,84830,84882,65219,37415,27804,27804,27872.46,84830,84882,84882,87580,68882,18698,18698,18711.64,0,465.6112,465.5,False,3,0,0,0,0,0,True,True,False
85004,85005,85079,118751,86780,31971,31971,31998.9,85005,85005,85079,221086,198874,22212,22212,22095.77,85005,85007,85079,65184,37415,27769,27769,27867.74,85007,85079,85079,87740,68882,18858,18858,18710.7,0,466.4242,466.5,False,3,0,0,0,0,0,True,True,False
85203,85203,85276,118812,86780,32032,32032,31996.98,85203,85203,85276,221083,198874,22209,22209,22103.78,85203,85271,85276,65176,37415,27761,27761,27860.93,85271,85276,85276,87624,68882,18742,18742,18720.85,0,466.1012,466.0,False,3,0,0,0,0,0,True,True,False
85398,85399,85473,118598,86780,31818,31818,31999.39,85399,85399,85473,221066,198874,22192,22192,22111.04,85399,85448,85473,65187,37415,27772,27772,27854.04,85448,85473,85473,87648,68882,18766,18766,18722.31,0,465.2217,465.0,False,3,0,0,0,0,0,True,True,False
85598,85598,85671,118761,86780,31981,31981,31986.89,85598,85598,85671,221038,198874,22164,22164,22116.62,85598,85624,85671,65138,37415,27723,27723,27848.38,85624,85671,85671,87908,68882,19026,19026,18725.32,0,466.8292,467.0,False,3,0,0,0,0,0,True,True,False
