tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
80802,80802,80872,235332,87375,147957,147957,147888.3,80802,80802,80872,318731,196538,122193,122193,122043.7,80802,80849,80872,192344,37909,154435,154435,154463.4,80849,80872,80872,178489,68604,109885,109885,109476.2,0,2467.917,2468.0,False,3,0,0,0,0,0,True,True,False
80995,80995,81070,235199,87375,147824,147824,147893.0,80995,80996,81070,318726,196538,122188,122188,122054.0,80996,81026,81070,192321,37909,154412,154412,154461.4,81026,81070,81070,178355,68604,109751,109751,109504.4,0,2466.553,2466.5,False,3,0,0,0,0,0,True,True,False
81195,81195,81267,235180,87375,147805,147805,147888.2,81195,81195,81267,318779,196538,122241,122241,122063.3,81195,81202,81267,192305,37909,154396,154396,154458.0,81202,81267,81267,178372,68604,109768,109768,109521.4,0,2466.712,2467.0,False,3,0,0,0,0,0,True,True,False
81390,81390,81467,235194,87375,147819,147819,147882.5,81390,81391,81467,318724,196538,122186,122186,122075.5,81391,81467,81467,192249,37909,154340,154340,154453.8,81467,81467,81467,178239,68604,109635,109635,109538.4,0,2465.635,2465.5,False,3,0,0,0,0,0,True,True,False
81591,81591,81662,235098,87375,147723,147723,147878.1,81591,81591,81662,318807,196538,122269,122269,122083.1,81591,81643,81662,192303,37909,154394,154394,154445.9,81643,81662,81662,178166,68604,109562,109562,109545.0,0,2465.486,2465.5,False,3,0,0,0,0,0,True,True,False
81789,81789,81859,235042,87375,147667,147667,147867.4,81789,81789,81859,318753,196538,122215,122215,122095.9,81789,81820,81859,192350,37909,154441,154441,154442.3,81820,81859,81859,178255,68604,109651,109651,109546.2,0,2465.629,2465.5,False,3,0,0,0,0,0,True,True,False
81983,81984,82057,235168,87375,147793,147793,147853.6,81984,81984,82057,318793,196538,122255,122255,122104.1,81984,81996,82057,192328,37909,154419,154419,154442.2,81996,82057,82057,178282,68604,109678,109678,109553.4,0,2466.404,2466.5,False,3,0,0,0,0,0,True,True,False
82180,82180,82261,235207,87375,147832,147832,147849.4,82180,82181,82261,318823,196538,122285,122285,122114.5,82181,82261,82261,192160,37909,154251,154251,154440.6,82261,82261,82261,178377,68604,109773,109773,109562.0,0,2466.376,2466.0,False,3,0,0,0,0,0,True,True,False
82386,82386,82452,235030,87375,147655,147655,147848.2,82386,82386,82452,318770,196538,122232,122232,122126.3,82386,82438,82452,192110,37909,154201,154201,154427.5,82438,82452,82452,178402,68604,109798,109798,109576.5,0,2465.22,2465.0,False,3,0,0,0,0,0,True,True,False
82575,82576,82649,235165,87375,147790,147790,147834.9,82576,82576,82649,318766,196538,122228,122228,122133.6,82576,82614,82649,192153,37909,154244,154244,154411.9,82614,82649,82649,178516,68604,109912,109912,109591.8,0,2466.552,2466.5,False,3,0,0,0,0,0,True,True,False
82776,82776,82847,235083,87375,147708,147708,147831.8,82776,82776,82847,318768,196538,122230,122230,122140.1,82776,82791,82847,192213,37909,154304,154304,154400.3,82791,82847,82847,178318,68604,109714,109714,109613.9,0,2465.537,2465.5,False,3,0,0,0,0,0,True,True,False
82970,82970,83055,234898,87375,147523,147523,147823.3,82970,82971,83055,318830,196538,122292,122292,122146.3,82971,83055,83055,192351,37909,154442,154442,154393.7,83055,83055,83055,178053,68604,109449,109449,109620.8,0,2464.378,2464.0,False,3,0,0,0,0,0,True,True,False
83179,83179,83241,235198,87375,147823,147823,147802.6,83179,83180,83241,318772,196538,122234,122234,122156.3,83180,83232,83241,192303,37909,154394,154394,154397.0,83232,83241,83241,178415,68604,109811,109811,109608.9,0,2466.955,2467.0,False,3,0,0,0,0,0,True,True,False
83369,83369,83439,235210,87375,147835,147835,147804.0,83369,83369,83439,318846,196538,122308,122308,122161.7,83369,83408,83439,192287,37909,154378,154378,154396.8,83408,83439,83439,178440,68604,109836,109836,109622.9,0,2467.388,2467.0,False,3,0,0,0,0,0,True,True,False
83563,83563,83636,235205,87375,147830,147830,147806.1,83563,83563,83636,318876,196538,122338,122338,122171.8,83563,83585,83636,192289,37909,154380,154380,154395.5,83585,83636,83636,178515,68604,109911,109911,109637.6,0,2467.865,2468.0,False,3,0,0,0,0,0,True,True,False
