tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
52962,52962,53037,85452,87375,-1923,-1923,-1923.0,52962,52962,53037,196131,196538,-407,-407,-407.0,52962,52967,53037,37677,37909,-232,-232,-232.0,52967,53037,53037,70916,68604,2312,2312,2312.0,0,1.204416,0.0,True,0,0,0,0,0,0,True,True,False
53157,53157,53234,85461,87375,-1914,-1914,-1914.0,53157,53157,53234,196142,196538,-396,-396,-396.0,53157,53231,53234,38072,37909,163,163,163.0,53231,53234,53234,71379,68604,2775,2775,2775.0,0,5.334848,5.0,True,0,0,0,0,0,0,True,True,False
53354,53355,53432,84164,87375,-3211,-3211,-3211.0,53355,53355,53432,195947,196538,-591,-591,-591.0,53355,53408,53432,49466,37909,11557,11557,11557.0,53408,53432,53432,281480,68604,212876,212876,212876.0,0,1043.957,1044.0,True,1,0,0,0,0,0,True,True,False
53555,53555,53629,60945,87375,-26430,-26430,-26430.0,53555,53555,53629,190400,196538,-6138,-6138,-6138.0,53555,53584,53629,42045,37909,4136,4136,4136.0,53584,53629,53629,612256,68604,543652,543652,543652.0,0,2440.633,2440.5,True,1,0,0,0,0,0,True,True,False
58297,58297,58365,111286,87375,23911,23911,23911.0,58297,58297,58365,205228,196538,8690,8690,8690.0,58297,58349,58365,41401,37909,3492,3492,3492.0,58349,58365,58365,602874,68604,534270,534270,534270.0,0,2688.04,2688.0,True,3,0,0,0,0,0,True,True,False
58486,58486,58562,87611,87375,236,236,236.0,58486,58487,58562,190513,196538,-6025,-6025,-6025.0,58487,58526,58562,41265,37909,3356,3356,3356.0,58526,58562,58562,602107,68604,533503,533503,533503.0,0,2510.105,2510.0,True,3,0,0,0,0,0,True,True,False
58880,58880,58967,88016,87375,641,641,641.0,58880,58881,58967,190529,196538,-6009,-6009,-6009.0,58881,58967,58967,41276,37909,3367,3367,3367.0,58967,58967,58967,602900,68604,534296,534296,534296.0,0,2515.804,2516.0,True,3,0,0,0,0,0,True,True,False
65795,65795,65868,87983,87375,608,608,580.243,65795,65796,65868,190265,196538,-6273,-6273,-6133.081,65796,65849,65868,41310,37909,3401,3401,3447.422,65849,65868,65868,602217,68604,533613,533613,533636.9,0,2511.394,2511.0,False,3,0,0,0,0,0,True,True,False
65992,65992,66065,87948,87375,573,573,582.1564,65992,65992,66065,190292,196538,-6246,-6246,-6142.726,65992,66026,66065,41430,37909,3521,3521,3444.222,66026,66065,66065,602264,68604,533660,533660,533635.2,0,2512.143,2512.0,False,3,0,0,0,0,0,True,True,False
66189,66189,66263,87927,87375,552,552,581.5252,66189,66189,66263,190281,196538,-6257,-6257,-6149.845,66189,66202,66263,41349,37909,3440,3440,3449.515,66202,66263,66263,602163,68604,533559,533559,533636.9,0,2511.142,2511.0,False,3,0,0,0,0,0,True,True,False
66386,66386,66467,88024,87375,649,649,579.4898,66386,66386,66467,190298,196538,-6240,-6240,-6157.232,66386,66467,66467,41382,37909,3473,3473,3448.859,66467,66467,66467,602274,68604,533670,533670,533631.5,0,2512.336,2512.0,False,3,0,0,0,0,0,True,True,False
66591,66591,66657,88161,87375,786,786,584.2816,66591,66591,66657,190330,196538,-6208,-6208,-6162.938,66591,66643,66657,41389,37909,3480,3480,3450.523,66643,66657,66657,602478,68604,533874,533874,533634.1,0,2514.096,2514.0,False,3,0,0,0,0,0,True,True,False
66780,66780,66855,88085,87375,710,710,598.1875,66780,66781,66855,190312,196538,-6226,-6226,-6166.044,66781,66820,66855,41404,37909,3495,3495,3452.555,66820,66855,66855,602372,68604,533768,533768,533650.6,0,2513.241,2513.0,False,3,0,0,0,0,0,True,True,False
66978,66978,67052,88066,87375,691,691,605.8955,66978,66978,67052,190356,196538,-6182,-6182,-6170.177,66978,66996,67052,41418,37909,3509,3509,3455.481,66996,67052,67052,602346,68604,533742,533742,533658.7,0,2513.297,2513.0,False,3,0,0,0,0,0,True,True,False
67176,67176,67261,88036,87375,661,661,611.7624,67176,67176,67261,190293,196538,-6245,-6245,-6170.992,67176,67261,67261,41370,37909,3461,3461,3459.17,67261,67261,67261,602163,68604,533559,533559,533664.4,0,2511.787,2512.0,False,3,0,0,0,0,0,True,True,False
