tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
24361,24361,24420,569672,71061,498611,498611,498617.3,24361,24361,24420,227175,212689,14486,14486,14512.57,24361,24413,24420,13907,26766,-12859,-12859,-12809.56,24413,24420,24420,102371,84044,18327,18327,18383.52,0,2347.506,2347.5,False,3,0,0,0,0,0,True,True,False
24543,24544,24617,569650,71061,498589,498589,498616.9,24544,24544,24617,227230,212689,14541,14541,14510.74,24544,24589,24617,13967,26766,-12799,-12799,-12812.97,24589,24617,24617,102358,84044,18314,18314,18379.62,0,2347.876,2348.0,False,3,0,0,0,0,0,True,True,False
26521,26521,26594,572593,71061,501532,501532,501532.0,26521,26521,26594,226761,212689,14072,14072,14072.0,26521,26531,26594,13890,26766,-12876,-12876,-12876.0,26531,26594,26594,101490,84044,17446,17446,17446.0,0,2354.595,2354.5,True,3,0,0,0,0,0,True,True,False
26717,26717,26796,566069,71061,495008,495008,495008.0,26717,26717,26796,227643,212689,14954,14954,14954.0,26717,26796,26796,21109,26766,-5657,-5657,-5657.0,26796,26796,26796,90012,84044,5968,5968,5968.0,0,2308.799,2309.0,True,3,0,0,0,0,0,True,True,False
26917,26918,26989,148404,71061,77343,77343,77343.0,26918,26918,26989,212162,212689,-527,-527,-527.0,26918,26972,26989,26779,26766,13,13,13.0,26972,26989,26989,84353,84044,309,309,309.0,0,350.6506,350.5,True,3,0,0,0,0,0,True,True,False
30471,30471,30547,84820,71061,13759,13759,13759.0,30471,30472,30547,721299,212689,508610,508610,508610.0,30472,30502,30547,55923,26766,29157,29157,29157.0,30502,30547,30547,73625,84044,-10419,-10419,-10419.0,0,2455.804,2456.0,True,1,0,0,0,0,0,True,True,False
30670,30670,30744,82566,71061,11505,11505,11505.0,30670,30671,30744,726136,212689,513447,513447,513447.0,30671,30679,30744,56317,26766,29551,29551,29551.0,30679,30744,30744,72996,84044,-11048,-11048,-11048.0,0,2466.408,2466.5,True,1,0,0,0,0,0,True,True,False
30866,30866,30944,85307,71061,14246,14246,14246.0,30866,30867,30944,716568,212689,503879,503879,503879.0,30867,30944,30944,65225,26766,38459,38459,38459.0,30944,30944,30944,73462,84044,-10582,-10582,-10582.0,0,2479.467,2479.5,True,1,0,0,0,0,0,True,True,False
31066,31067,31140,79449,71061,8388,8388,8388.0,31067,31067,31140,430022,212689,217333,217333,217333.0,31067,31120,31140,73980,26766,47214,47214,47214.0,31120,31140,31140,79480,84044,-4564,-4564,-4564.0,0,1224.429,1224.5,True,1,0,0,0,0,0,True,True,False
31264,31264,31337,78103,71061,7042,7042,7042.0,31264,31264,31337,312264,212689,99575,99575,99575.0,31264,31297,31337,73482,26766,46716,46716,46716.0,31297,31337,31337,79855,84044,-4189,-4189,-4189.0,0,684.3294,684.0,True,1,0,0,0,0,0,True,True,False
32654,32654,32721,73555,71061,2494,2494,2494.0,32655,32655,32721,356987,212689,144298,144298,144298.0,32655,32709,32721,85925,26766,59159,59159,59159.0,32709,32721,32721,77602,84044,-6442,-6442,-6442.0,0,914.1387,914.0,True,2,0,0,0,0,0,True,True,False
32845,32845,32918,70557,71061,-504,-504,-504.0,32845,32845,32918,235059,212689,22370,22370,22370.0,32845,32885,32918,92413,26766,65647,65647,65647.0,32885,32918,32918,78553,84044,-5491,-5491,-5491.0,0,383.1923,383.0,True,2,0,0,0,0,0,True,True,False
33039,33040,33116,69800,71061,-1261,-1261,-1261.0,33040,33040,33116,240821,212689,28132,28132,28132.0,33040,33062,33116,99396,26766,72630,72630,72630.0,33062,33116,33116,78843,84044,-5201,-5201,-5201.0,0,440.0193,440.0,True,2,0,0,0,0,0,True,True,False
33239,33239,33327,67431,71061,-3630,-3630,-3630.0,33239,33239,33327,272342,212689,59653,59653,59653.0,33239,33327,33327,131222,26766,104456,104456,104456.0,33327,33327,33327,75700,84044,-8344,-8344,-8344.0,0,706.6531,706.5,True,2,0,0,0,0,0,True,True,False
33515,33515,33610,89791,71061,18730,18730,18730.0,33515,33515,33610,554107,212689,341418,341418,341418.0,33515,33591,33610,121275,26766,94509,94509,94509.0,33591,33610,33610,73067,84044,-10977,-10977,-10977.0,0,2025.01,2025.0,True,2,0,0,0,0,0,True,True,False
