tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
205235,205535,206435,208400.8,97584,110816.8,110816.8,110816.8,205535,205835,206435,350645.0,207550,143095.0,143095.0,143095.0,205835,206135,206435,147965.5,18982,128983.5,128983.5,128983.5,206135,206435,206435,220846.0,65753,155093.0,155093.0,155093.0,0,2488.683,2488.5,True,3,0,0,0,0,0,True,True,False
206566,206866,207766,208423.5,97584,110839.5,110822.4,110816.8,206866,207166,207766,350390.3,207550,142840.3,143031.3,143095.0,207166,207466,207766,148290.3,18982,129308.3,129064.7,128983.5,207466,207766,207766,220850.8,65753,155097.8,155094.2,155093.0,0,2489.179,2489.0,False,3,0,0,0,0,0,True,True,False
207894,208194,209094,208424.0,97584,110840.0,110828.3,110818.2,208194,208494,209094,349925.3,207550,142375.3,142851.4,143079.2,208494,208794,209094,148651.8,18982,129669.8,129236.3,129003.7,208794,209094,209094,220789.3,65753,155036.3,155080.0,155093.3,0,2488.481,2488.5,False,3,0,0,0,0,0,True,True,False
209223,209523,210423,208521.5,97584,110937.5,110858.4,110820.7,209523,209823,210423,349835.8,207550,142285.8,142649.1,143022.6,209823,210123,210423,148786.8,18982,129804.8,129441.6,129061.5,210123,210423,210423,220716.5,65753,154963.5,155047.6,155090.0,0,2488.806,2489.0,False,3,0,0,0,0,0,True,True,False
210551,210851,211751,208516.5,97584,110932.5,110887.4,110830.1,210851,211151,211751,349817.0,207550,142267.0,142442.1,142929.7,211151,211451,211751,148674.0,18982,129692.0,129618.7,129155.9,211451,211751,211751,220528.5,65753,154775.5,154968.3,155079.5,0,2487.282,2487.0,False,3,0,0,0,0,0,True,True,False
211879,212179,213079,208623.3,97584,111039.3,110937.3,110844.3,212179,212479,213079,349686.0,207550,142136.0,142266.0,142808.5,212479,212779,213079,148693.0,18982,129711.0,129719.4,129270.9,212779,213079,213079,220567.0,65753,154814.0,154897.3,155051.8,0,2487.442,2487.5,False,3,0,0,0,0,0,True,True,False
213206,213506,214406,208487.5,97584,110903.5,110953.2,110867.4,213506,213806,214406,349691.5,207550,142141.5,142207.6,142673.7,213806,214106,214406,148876.0,18982,129894.0,129775.4,129382.4,214106,214406,214406,220509.5,65753,154756.5,154827.4,155013.4,0,2487.441,2487.5,False,3,0,0,0,0,0,True,True,False
214535,214835,215735,208737.5,97584,111153.5,111007.2,110888.7,214835,215135,215735,349634.0,207550,142084.0,142157.1,142557.9,215135,215435,215735,148817.5,18982,129835.5,129783.1,129480.1,215435,215735,215735,220485.8,65753,154732.8,154769.7,154967.2,0,2487.924,2488.0,False,3,0,0,0,0,0,True,True,False
215862,216162,217062,208567.5,97584,110983.5,111019.9,110918.2,216162,216462,217062,349538.3,207550,141988.3,142087.4,142458.3,216462,216762,217062,148840.5,18982,129858.5,129824.8,129555.4,216762,217062,217062,220663.8,65753,154910.8,154803.5,154918.1,0,2487.67,2487.5,False,3,0,0,0,0,0,True,True,False
217190,217490,218390,208955.8,97584,111371.8,111103.1,110943.5,217490,217790,218390,349686.8,207550,142136.8,142087.6,142366.1,217790,218090,218390,148834.3,18982,129852.3,129860.1,129622.3,218090,218390,218390,220604.3,65753,154851.3,154812.8,154889.6,0,2489.788,2490.0,False,3,0,0,0,0,0,True,True,False
218518,218818,219718,208843.8,97584,111259.8,111192.1,110983.1,218818,219118,219718,349603.0,207550,142053.0,142065.5,142296.9,219118,219418,219718,148805.5,18982,129823.5,129842.4,129681.4,219418,219718,219718,220396.3,65753,154643.3,154784.5,154870.5,0,2487.785,2488.0,False,3,0,0,0,0,0,True,True,False
219846,220146,221046,208724.0,97584,111140.0,111188.8,111035.1,220146,220446,221046,349621.5,207550,142071.5,142062.4,142239.4,220446,220746,221046,148863.0,18982,129881.0,129853.8,129721.4,220746,221046,221046,220607.0,65753,154854.0,154814.8,154849.2,0,2488.592,2488.5,False,3,0,0,0,0,0,True,True,False
221176,221476,222376,208880.5,97584,111296.5,111267.0,111073.3,221476,221776,222376,349621.0,207550,142071.0,142083.1,142195.4,221776,222076,222376,148936.8,18982,129954.8,129877.9,129754.3,222076,222376,222376,220463.0,65753,154710.0,154764.6,154840.6,0,2488.964,2489.0,False,3,0,0,0,0,0,True,True,False
222503,222803,223703,208816.8,97584,111232.8,111232.3,111121.4,222803,223103,223703,349633.3,207550,142083.3,142069.7,142167.5,223103,223403,223703,148901.5,18982,129919.5,129894.7,129785.0,223403,223703,223703,220414.8,65753,154661.8,154717.3,154821.7,0,2488.338,2488.0,False,3,0,0,0,0,0,True,True,False
223833,224133,225033,208797.5,97584,111213.5,111220.7,111149.0,224133,224433,225033,349614.5,207550,142064.5,142072.6,142143.2,224433,224733,225033,148885.5,18982,129903.5,129914.7,129812.3,224733,225033,225033,220484.0,65753,154731.0,154739.2,154795.8,0,2488.418,2488.5,False,3,0,0,0,0,0,True,True,False
