tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
9100,9100,9179,70253,70290,-37,-37,-3.033238,9100,9101,9179,215116,215161,-45,-45,-3.446861,9101,9140,9179,21371,21326,45,45,2.274928,9140,9179,9179,87661,87635,26,26,-0.206812,0,1.877356,0.0,False,0,0,0,0,0,0,True,True,False
9496,9496,9582,70305,70290,15,15,-4.728538,9496,9496,9582,215175,215161,14,14,-10.28831,9496,9581,9582,21415,21326,89,89,6.514898,9581,9581,9582,87657,87635,22,22,1.627401,0,2.567326,0.0,False,0,0,0,0,0,0,True,True,False
10881,10881,10958,70680,70290,390,390,82.52785,10881,10881,10958,214786,215161,-375,-375,-86.73456,10881,10905,10958,21724,21326,398,398,97.55641,10905,10958,10958,87184,87635,-451,-451,-112.9136,0,1.717596,0.0,False,0,0,0,0,0,0,True,True,False
11474,11474,11551,70684,70290,394,394,135.3963,11474,11474,11551,214699,215161,-462,-462,-151.7947,11474,11523,11551,21782,21326,456,456,161.9749,11523,11551,11551,87217,87635,-418,-418,-170.9454,0,1.769603,0.0,False,0,0,0,0,0,0,True,True,False
11672,11672,11748,70651,70290,361,361,153.2237,11672,11672,11748,214759,215161,-402,-402,-173.1794,11672,11699,11748,21681,21326,355,355,182.2442,11699,11748,11748,87331,87635,-304,-304,-187.9766,0,1.956347,0.0,False,0,0,0,0,0,0,True,True,False
12067,12067,12143,70275,70290,-15,-15,-15.0,12067,12067,12143,215265,215161,104,104,104.0,12067,12141,12143,21207,21326,-119,-119,-119.0,12141,12143,12143,87859,87635,224,224,224.0,0,2.81673,0.0,True,0,0,0,0,0,0,True,True,False
12263,12263,12341,70086,70290,-204,-204,-204.0,12263,12263,12341,215378,215161,217,217,217.0,12263,12317,12341,21168,21326,-158,-158,-158.0,12317,12341,12341,87752,87635,117,117,117.0,0,1.786103,0.0,True,0,0,0,0,0,0,True,True,False
12460,12460,12539,70051,70290,-239,-239,-239.0,12460,12460,12539,215367,215161,206,206,206.0,12460,12494,12539,21145,21326,-181,-181,-181.0,12494,12539,12539,87784,87635,149,149,149.0,0,1.621178,0.0,True,0,0,0,0,0,0,True,True,False
14041,14041,14120,125635,70290,55345,55345,55345.0,14041,14041,14120,215765,215161,604,604,604.0,14041,14082,14120,17841,21326,-3485,-3485,-3485.0,14082,14120,14120,130094,87635,42459,42459,42459.0,0,438.9099,439.0,True,1,0,0,0,0,0,True,True,False
14239,14239,14317,273872,70290,203582,203582,203582.0,14239,14239,14317,222212,215161,7051,7051,7051.0,14239,14259,14317,16437,21326,-4889,-4889,-4889.0,14259,14317,14317,176023,87635,88388,88388,88388.0,0,1348.412,1348.5,True,1,0,0,0,0,0,True,True,False
17404,17404,17480,1064198,70290,993908,993908,993908.0,17404,17404,17480,217761,215161,2600,2600,2600.0,17404,17436,17480,3903,21326,-17423,-17423,-17423.0,17436,17480,17480,108938,87635,21303,21303,21303.0,0,4525.116,4525.0,True,1,0,0,0,0,0,True,True,False
17603,17603,17677,1062536,70290,992246,992246,992246.0,17603,17603,17677,217687,215161,2526,2526,2526.0,17603,17613,17677,3906,21326,-17420,-17420,-17420.0,17613,17677,17677,109692,87635,22057,22057,22057.0,0,4520.842,4521.0,True,1,0,0,0,0,0,True,True,False
19975,19975,20049,1063739,70290,993449,993449,993449.0,19975,19975,20049,217965,215161,2804,2804,2804.0,19975,19995,20049,3977,21326,-17349,-17349,-17349.0,19995,20049,20049,108314,87635,20679,20679,20679.0,0,4521.366,4521.0,True,3,0,0,0,0,0,True,True,False
20962,20962,21037,1063920,70290,993630,993630,993477.6,20962,20963,21037,217934,215161,2773,2773,2854.333,20963,20966,21037,3992,21326,-17334,-17334,-17369.13,20966,21037,21037,108201,87635,20566,20566,20624.78,0,4521.581,4521.5,False,3,0,0,0,0,0,True,True,False
21160,21160,21235,1063879,70290,993589,993589,993488.1,21160,21161,21235,218001,215161,2840,2840,2848.727,21161,21231,21235,3954,21326,-17372,-17372,-17366.7,21231,21235,21235,108183,87635,20548,20548,20620.73,0,4521.436,4521.5,False,3,0,0,0,0,0,True,True,False
