tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
49211,49511,50411,99897.0,97781,2116.0,2116.0,2116.0,49511,49811,50411,311009.8,207431,103578.8,103578.8,103578.8,49811,50111,50411,20691.25,19086,1605.25,1605.25,1605.25,50111,50411,50411,63766.0,65838,-2072.0,-2072.0,-2072.0,0,478.4482,478.5,True,3,0,0,0,0,0,True,True,False
50534,50834,51734,99977.25,97781,2196.25,2196.25,2196.25,50834,51134,51734,310911.5,207431,103480.5,103480.5,103480.5,51134,51434,51734,20686.0,19086,1600.0,1600.0,1600.0,51434,51734,51734,63492.0,65838,-2346.0,-2346.0,-2346.0,0,477.0477,477.0,True,3,0,0,0,0,0,True,True,False
51858,52158,53058,99759.25,97781,1978.25,2141.75,2196.25,52158,52458,53058,310897.3,207431,103466.3,103476.9,103480.5,52458,52758,53058,20794.5,19086,1708.5,1627.125,1600.0,52758,53058,53058,63255.75,65838,-2582.25,-2405.063,-2346.0,0,475.3916,475.0,False,3,0,0,0,0,0,True,True,False
53185,53485,54385,99938.75,97781,2157.75,2132.125,2182.706,53485,53785,54385,310923.3,207431,103492.3,103479.9,103479.6,53785,54085,54385,21076.5,19086,1990.5,1724.75,1606.741,54085,54385,54385,63346.25,65838,-2491.75,-2441.5,-2360.678,0,478.0717,478.0,False,3,0,0,0,0,0,True,True,False
54511,54811,55711,99978.75,97781,2197.75,2132.5,2170.135,54811,55111,55711,310806.5,207431,103375.5,103453.6,103479.7,55111,55411,55711,21004.25,19086,1918.25,1804.313,1636.069,55411,55711,55711,63406.75,65838,-2431.25,-2462.813,-2380.764,0,477.6702,477.5,False,3,0,0,0,0,0,True,True,False
55838,56138,57038,100069.8,97781,2288.75,2155.625,2160.782,56138,56438,57038,310855.8,207431,103424.8,103439.7,103473.2,56438,56738,57038,20978.5,19086,1892.5,1877.438,1677.881,56738,57038,57038,63250.75,65838,-2587.25,-2523.125,-2401.155,0,477.4473,477.5,False,3,0,0,0,0,0,True,True,False
57165,57465,58365,100246.0,97781,2465.0,2277.313,2159.5,57465,57765,58365,310776.0,207431,103345.0,103409.4,103464.9,57765,58065,58365,21149.0,19086,2063.0,1966.063,1727.476,58065,58365,58365,63129.25,65838,-2708.75,-2554.75,-2431.468,0,478.1093,478.0,False,3,0,0,0,0,0,True,True,False
58491,58791,59691,100169.0,97781,2388.0,2334.875,2188.78,58791,59091,59691,310590.0,207431,103159.0,103326.1,103451.1,59091,59391,59691,21240.0,19086,2154.0,2006.938,1786.77,59391,59691,59691,63137.5,65838,-2700.5,-2606.938,-2462.106,0,477.3848,477.0,False,3,0,0,0,0,0,True,True,False
59817,60117,61017,100298.5,97781,2517.5,2414.813,2225.088,60117,60417,61017,310620.0,207431,103189.0,103279.4,103420.0,60417,60717,61017,21164.0,19086,2078.0,2046.875,1841.487,60717,61017,61017,63069.0,65838,-2769.0,-2691.375,-2498.1,0,477.4259,477.5,False,3,0,0,0,0,0,True,True,False
61143,61443,62343,100319.3,97781,2538.25,2477.188,2272.239,61443,61743,62343,310612.3,207431,103181.3,103218.6,103385.1,61743,62043,62343,21170.25,19086,2084.25,2094.813,1892.53,62043,62343,62343,63091.75,65838,-2746.25,-2731.125,-2546.133,0,477.6214,477.5,False,3,0,0,0,0,0,True,True,False
62469,62769,63669,100141.5,97781,2360.5,2451.063,2323.173,62769,63069,63669,310622.3,207431,103191.3,103180.1,103343.7,63069,63369,63669,21122.5,19086,2036.5,2088.188,1942.802,63369,63669,63669,62928.5,65838,-2909.5,-2781.313,-2592.108,0,475.8684,476.0,False,3,0,0,0,0,0,True,True,False
63795,64095,64995,99945.75,97781,2164.75,2395.25,2354.957,64095,64395,64995,310561.3,207431,103130.3,103172.9,103303.0,64395,64695,64995,21100.0,19086,2014.0,2053.188,1978.934,64695,64995,64995,63269.25,65838,-2568.75,-2748.375,-2639.129,0,476.2103,476.0,False,3,0,0,0,0,0,True,True,False
65120,65420,66320,100235.3,97781,2454.25,2379.438,2364.97,65420,65720,66320,310643.0,207431,103212.0,103178.7,103270.7,65720,66020,66320,21123.5,19086,2037.5,2043.063,1997.387,66020,66320,66320,63137.5,65838,-2700.5,-2731.25,-2666.28,0,477.3775,477.0,False,3,0,0,0,0,0,True,True,False
66446,66746,67646,100175.3,97781,2394.25,2343.438,2368.566,66746,67046,67646,310528.8,207431,103097.8,103157.8,103247.8,67046,67346,67646,21081.0,19086,1995.0,2020.75,2008.739,67346,67646,67646,63103.75,65838,-2734.25,-2728.25,-2682.426,0,476.2299,476.0,False,3,0,0,0,0,0,True,True,False
67771,68071,68971,100113.8,97781,2332.75,2336.5,2362.321,68071,68371,68971,310607.5,207431,103176.5,103154.1,103225.5,68371,68671,68971,21136.75,19086,2050.75,2024.313,2011.724,68671,68971,68971,63222.5,65838,-2615.5,-2654.75,-2693.814,0,477.131,477.0,False,3,0,0,0,0,0,True,True,False
