tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
54363,54363,54436,76212,70290,5922,5922,5970.441,54363,54363,54436,250364,215161,35203,35203,35049.81,54363,54414,54436,1040411,21326,1019085,1019085,1019208.0,54414,54436,54436,83118,87635,-4517,-4517,-4510.007,0,4950.335,4950.0,False,3,0,0,0,0,0,True,True,False
54559,54559,54634,76290,70290,6000,6000,5967.102,54560,54560,54634,250294,215161,35133,35133,35060.37,54560,54591,54634,1040407,21326,1019081,1019081,1019199.0,54591,54634,54634,83093,87635,-4542,-4542,-4510.489,0,4950.233,4950.0,False,3,0,0,0,0,0,True,True,False
54757,54757,54831,76244,70290,5954,5954,5969.369,54757,54757,54831,250318,215161,35157,35157,35065.38,54757,54767,54831,1040047,21326,1018721,1018721,1019191.0,54767,54831,54831,83534,87635,-4101,-4101,-4512.662,0,4950.526,4950.5,False,3,0,0,0,0,0,True,True,False
56534,56534,56621,72139,70290,1849,1849,1849.0,56534,56534,56621,216098,215161,937,937,937.0,56534,56620,56621,19915,21326,-1411,-1411,-1411.0,56620,56621,56621,85770,87635,-1865,-1865,-1865.0,0,-0.910852,0.0,True,0,0,0,0,0,0,True,True,False
56741,56741,56807,72136,70290,1846,1846,1846.0,56741,56741,56807,216051,215161,890,890,890.0,56741,56797,56807,19977,21326,-1349,-1349,-1349.0,56797,56807,56807,85715,87635,-1920,-1920,-1920.0,0,-1.105957,0.0,True,0,0,0,0,0,0,True,True,False
56928,56928,57005,72142,70290,1852,1852,1852.0,56928,56928,57005,216063,215161,902,902,902.0,56928,56973,57005,19905,21326,-1421,-1421,-1421.0,56973,57005,57005,85671,87635,-1964,-1964,-1964.0,0,-1.570162,0.0,True,0,0,0,0,0,0,True,True,False
57323,57323,57400,72144,70290,1854,1854,1854.0,57323,57323,57400,216006,215161,845,845,845.0,57323,57327,57400,19957,21326,-1369,-1369,-1369.0,57327,57400,57400,85679,87635,-1956,-1956,-1956.0,0,-1.537482,0.0,True,0,0,0,0,0,0,True,True,False
57522,57522,57598,72167,70290,1877,1877,1854.0,57522,57522,57598,216004,215161,843,843,845.0,57522,57591,57598,20004,21326,-1322,-1322,-1369.0,57591,57598,57598,85655,87635,-1980,-1980,-1956.0,0,-1.335267,0.0,False,0,0,0,0,0,0,True,True,False
58116,58116,58191,88360,70290,18070,18070,18070.0,58116,58116,58191,207806,215161,-7355,-7355,-7355.0,58116,58121,58191,33755,21326,12429,12429,12429.0,58121,58190,58191,534428,87635,446793,446793,446793.0,0,2217.924,2218.0,True,1,0,0,0,0,0,True,True,False
58312,58312,58388,107289,70290,36999,36999,36999.0,58312,58312,58388,200122,215161,-15039,-15039,-15039.0,58312,58386,58388,43941,21326,22615,22615,22615.0,58386,58388,58388,852778,87635,765143,765143,765143.0,0,3819.418,3819.5,True,1,0,0,0,0,0,True,True,False
58512,58512,58585,121804,70290,51514,51514,51514.0,58512,58512,58585,200718,215161,-14443,-14443,-14443.0,58512,58562,58585,43859,21326,22533,22533,22533.0,58562,58585,58585,990467,87635,902832,902832,902832.0,0,4537.373,4537.0,True,1,0,0,0,0,0,True,True,False
58709,58709,58783,139990,70290,69700,69700,69700.0,58709,58709,58783,201746,215161,-13415,-13415,-13415.0,58709,58739,58783,32376,21326,11050,11050,11050.0,58739,58783,58783,1052456,87635,964821,964821,964821.0,0,4862.983,4863.0,True,1,0,0,0,0,0,True,True,False
61870,61870,61945,133336,70290,63046,63046,63046.0,61870,61871,61945,200628,215161,-14533,-14533,-14533.0,61871,61916,61945,27859,21326,6533,6533,6533.0,61916,61945,61945,1062562,87635,974927,974927,974927.0,0,4854.349,4854.0,True,3,0,0,0,0,0,True,True,False
63055,63056,63130,133357,70290,63067,63067,63059.3,63056,63056,63130,200661,215161,-14500,-14500,-14530.58,63056,63063,63130,27689,21326,6363,6363,6507.685,63063,63130,63130,1062641,87635,975006,975006,974937.9,0,4854.168,4854.0,False,3,0,0,0,0,0,True,True,False
63254,63254,63328,133397,70290,63107,63107,63059.83,63254,63254,63328,200675,215161,-14486,-14486,-14528.47,63254,63328,63328,27728,21326,6402,6402,6497.71,63328,63328,63328,1062653,87635,975018,975018,974942.6,0,4854.652,4854.5,False,3,0,0,0,0,0,True,True,False
