tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
18430,18430,18505,581438,87375,494063,494063,494063.0,18430,18431,18505,213912,196538,17374,17374,17374.0,18431,18468,18505,24388,37909,-13521,-13521,-13521.0,18468,18505,18505,87901,68604,19297,19297,19297.0,0,2341.503,2341.5,True,3,0,0,0,0,0,True,True,False
18825,18825,18909,581434,87375,494059,494059,494059.0,18825,18825,18909,213865,196538,17327,17327,17327.0,18825,18909,18909,24445,37909,-13464,-13464,-13464.0,18909,18909,18909,88056,68604,19452,19452,19452.0,0,2342.271,2342.0,True,3,0,0,0,0,0,True,True,False
19032,19032,19097,581402,87375,494027,494027,494027.0,19032,19032,19097,213885,196538,17347,17347,17347.0,19032,19085,19097,24431,37909,-13478,-13478,-13478.0,19085,19097,19097,88181,68604,19577,19577,19577.0,0,2342.742,2343.0,True,3,0,0,0,0,0,True,True,False
19615,19616,19703,581701,87375,494326,494326,494042.3,19616,19616,19703,213890,196538,17352,17352,17344.97,19616,19703,19703,24372,37909,-13537,-13537,-13478.2,19703,19703,19703,88229,68604,19625,19625,19579.32,0,2344.066,2344.0,False,3,0,0,0,0,0,True,True,False
25339,25339,25412,581704,87375,494329,494329,494205.9,25339,25339,25412,213969,196538,17431,17431,17373.96,25339,25350,25412,24379,37909,-13530,-13530,-13514.61,25350,25412,25412,88179,68604,19575,19575,19471.5,0,2344.234,2344.0,False,3,0,0,0,0,0,True,True,False
29284,29284,29358,103600,87375,16225,16225,16225.0,29284,29284,29358,716091,196538,519553,519553,519553.0,29284,29320,29358,56549,37909,18640,18640,18640.0,29320,29358,29358,58268,68604,-10336,-10336,-10336.0,0,2467.549,2467.5,True,1,0,0,0,0,0,True,True,False
29480,29480,29556,103776,87375,16401,16401,16401.0,29480,29480,29556,715924,196538,519386,519386,519386.0,29480,29497,29556,56244,37909,18335,18335,18335.0,29497,29556,29556,58135,68604,-10469,-10469,-10469.0,0,2465.529,2465.5,True,1,0,0,0,0,0,True,True,False
29678,29679,29762,104000,87375,16625,16625,16625.0,29679,29679,29762,716044,196538,519506,519506,519506.0,29679,29761,29762,57436,37909,19527,19527,19527.0,29761,29762,29762,58274,68604,-10330,-10330,-10330.0,0,2473.336,2473.0,True,1,0,0,0,0,0,True,True,False
30074,30074,30148,103814,87375,16439,16439,16439.0,30074,30074,30148,716084,196538,519546,519546,519546.0,30074,30114,30148,57354,37909,19445,19445,19445.0,30114,30148,30148,58307,68604,-10297,-10297,-10297.0,0,2472.448,2472.5,True,3,0,0,0,0,0,True,True,False
30680,30680,30740,103719,87375,16344,16344,16344.0,30680,30680,30740,715907,196538,519369,519369,519369.0,30680,30732,30740,56468,37909,18559,18559,18559.0,30732,30740,30740,58328,68604,-10276,-10276,-10276.0,0,2467.157,2467.0,True,3,0,0,0,0,0,True,True,False
33429,33429,33504,103809,87375,16434,16434,16313.25,33429,33430,33504,716023,196538,519485,519485,519584.8,33430,33467,33504,56688,37909,18779,18779,18922.44,33467,33504,33504,58128,68604,-10476,-10476,-10355.41,0,2468.177,2468.0,False,3,0,0,0,0,0,True,True,False
33826,33826,33908,103802,87375,16427,16427,16313.26,33826,33826,33908,716073,196538,519535,519535,519575.0,33826,33908,33908,56582,37909,18673,18673,18904.38,33908,33908,33908,58436,68604,-10168,-10168,-10357.26,0,2469.329,2469.0,False,3,0,0,0,0,0,True,True,False
34812,34812,34885,103622,87375,16247,16247,16313.49,34812,34812,34885,715985,196538,519447,519447,519559.5,34812,34879,34885,56663,37909,18754,18754,18846.11,34879,34885,34885,58423,68604,-10181,-10181,-10332.66,0,2468.435,2468.5,False,3,0,0,0,0,0,True,True,False
35010,35010,35082,103728,87375,16353,16353,16308.91,35010,35010,35082,716002,196538,519464,519464,519551.7,35010,35055,35082,56710,37909,18801,18801,18839.76,35055,35082,35082,58443,68604,-10161,-10161,-10322.2,0,2469.307,2469.0,False,3,0,0,0,0,0,True,True,False
35796,35797,35871,103707,87375,16332,16332,16330.54,35797,35797,35871,716034,196538,519496,519496,519535.6,35797,35849,35871,56726,37909,18817,18817,18838.02,35849,35871,35871,58311,68604,-10293,-10293,-10279.14,0,2468.808,2469.0,False,3,0,0,0,0,0,True,True,False
