tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
38619,38620,38695,105803,86058,19745,19745,19872.0,38620,38620,38695,1178631,194417,984214,984214,984245.0,38620,38625,38695,102679,38602,64077,64077,64093.0,38625,38695,38695,59441,70428,-10987,-10987,-10869.0,0,4798.598,4798.5,False,3,0,0,0,0,0,True,True,False
38818,38818,38893,106061,86058,20003,20003,19863.24,38818,38818,38893,1178624,194417,984207,984207,984242.8,38818,38890,38893,102723,38602,64121,64121,64091.89,38890,38893,38893,59584,70428,-10844,-10844,-10877.13,0,4800.614,4800.5,False,3,0,0,0,0,0,True,True,False
39019,39019,39090,106143,86058,20085,20085,19872.88,39019,39019,39090,1178588,194417,984171,984171,984240.3,39019,39066,39090,102673,38602,64071,64071,64093.9,39066,39090,39090,59673,70428,-10755,-10755,-10874.85,0,4801.007,4801.0,False,3,0,0,0,0,0,True,True,False
39214,39214,39288,106520,86058,20462,20462,20462.0,39214,39214,39288,1179712,194417,985295,985295,985295.0,39214,39242,39288,100891,38602,62289,62289,62289.0,39242,39288,39288,59840,70428,-10588,-10588,-10588.0,0,4800.227,4800.0,True,3,0,0,0,0,0,True,True,False
39412,39412,39485,108471,86058,22413,22413,22413.0,39412,39412,39485,1180456,194417,986039,986039,986039.0,39412,39419,39485,89624,38602,51022,51022,51022.0,39419,39485,39485,59143,70428,-11285,-11285,-11285.0,0,4756.239,4756.0,True,3,0,0,0,0,0,True,True,False
45932,45932,46006,72918,86058,-13140,-13140,-13139.0,45932,45932,46006,240955,194417,46538,46538,46588.0,45932,45949,46006,1052596,38602,1013994,1013994,1013954.0,45949,46006,46006,86424,70428,15996,15996,16315.0,0,4988.464,4988.5,False,3,0,0,0,0,0,True,True,False
46340,46340,46401,72828,86058,-13230,-13230,-13143.82,46340,46340,46401,240967,194417,46550,46550,46578.65,46340,46390,46401,1052653,38602,1014051,1014051,1013953.0,46390,46401,46401,86637,70428,16209,16209,16284.39,0,4989.385,4989.0,False,3,0,0,0,0,0,True,True,False
46524,46525,46599,72862,86058,-13196,-13196,-13149.76,46525,46525,46599,240831,194417,46414,46414,46576.68,46525,46567,46599,1052519,38602,1013917,1013917,1013960.0,46567,46598,46599,86841,70428,16413,16413,16279.19,0,4989.257,4989.0,False,3,0,0,0,0,0,True,True,False
47315,47315,47389,72910,86058,-13148,-13148,-13164.75,47315,47316,47389,240849,194417,46432,46432,46552.71,47316,47361,47389,1052608,38602,1014006,1014006,1013954.0,47361,47389,47389,86393,70428,15965,15965,16287.11,0,4987.858,4988.0,False,3,0,0,0,0,0,True,True,False
47512,47513,47586,72884,86058,-13174,-13174,-13163.59,47513,47513,47586,240933,194417,46516,46516,46544.39,47513,47538,47586,1052620,38602,1014018,1014018,1013958.0,47538,47586,47586,86529,70428,16101,16101,16264.9,0,4988.819,4989.0,False,3,0,0,0,0,0,True,True,False
47710,47710,47784,73008,86058,-13050,-13050,-13164.31,47710,47710,47784,240932,194417,46515,46515,46542.43,47710,47714,47784,1052564,38602,1013962,1013962,1013962.0,47714,47784,47784,86493,70428,16065,16065,16253.6,0,4988.942,4989.0,False,3,0,0,0,0,0,True,True,False
47909,47909,47982,72830,86058,-13228,-13228,-13156.43,47909,47909,47982,241006,194417,46589,46589,46540.54,47909,47979,47982,1052469,38602,1013867,1013867,1013962.0,47979,47982,47982,86265,70428,15837,15837,16240.6,0,4986.951,4987.0,False,3,0,0,0,0,0,True,True,False
48106,48106,48179,72785,86058,-13273,-13273,-13161.36,48106,48106,48179,240962,194417,46545,46545,46543.88,48106,48155,48179,1052445,38602,1013843,1013843,1013955.0,48155,48179,48179,86282,70428,15854,15854,16212.78,0,4986.516,4986.5,False,3,0,0,0,0,0,True,True,False
48303,48303,48377,72996,86058,-13062,-13062,-13169.06,48303,48303,48377,240969,194417,46552,46552,46543.96,48303,48332,48377,1052582,38602,1013980,1013980,1013948.0,48332,48377,48377,86535,70428,16107,16107,16188.04,0,4989.339,4989.0,False,3,0,0,0,0,0,True,True,False
48503,48503,48574,72882,86058,-13176,-13176,-13161.68,48503,48503,48574,240881,194417,46464,46464,46544.51,48503,48508,48574,1052551,38602,1013949,1013949,1013950.0,48508,48574,48574,86497,70428,16069,16069,16182.46,0,4988.1,4988.0,False,3,0,0,0,0,0,True,True,False
