tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
54583,54583,54659,70258,71061,-803,-803,-803,54583,54583,54659,217025,212689,4336,4336,4336,54583,54597,54659,564260,26766,537494,537494,537494,54597,54659,54659,87120,84044,3076,3076,3076,0,2555.404,2555.5,True,3,0,0,0,0,0,True,True,False
54782,54782,54862,70899,71061,-162,-162,-162,54782,54782,54862,224023,212689,11334,11334,11334,54782,54861,54862,166909,26766,140143,140143,140143,54861,54862,54862,85753,84044,1709,1709,1709,0,718.4142,718.5,True,3,0,0,0,0,0,True,True,False
55175,55175,55252,70155,71061,-906,-906,-906,55175,55176,55252,215451,212689,2762,2762,2762,55176,55214,55252,20966,26766,-5800,-5800,-5800,55214,55252,55252,87542,84044,3498,3498,3498,0,-0.379528,0.0,True,0,0,0,0,0,0,True,True,False
55778,55778,55845,70244,71061,-817,-817,-817,55778,55778,55845,215295,212689,2606,2606,2606,55778,55832,55845,21033,26766,-5733,-5733,-5733,55832,55845,55845,87453,84044,3409,3409,3409,0,-0.789596,0.0,True,0,0,0,0,0,0,True,True,False
56957,56957,57031,65360,71061,-5701,-5701,-5701,56957,56957,57031,198438,212689,-14251,-14251,-14251,56957,56980,57031,37201,26766,10435,10435,10435,56980,57031,57031,500917,84044,416873,416873,416873,0,1928.624,1928.5,True,1,0,0,0,0,0,True,True,False
57153,57153,57228,79881,71061,8820,8820,8820,57153,57154,57228,196185,212689,-16504,-16504,-16504,57154,57156,57228,39803,26766,13037,13037,13037,57156,57228,57228,608756,84044,524712,524712,524712,0,2505.376,2505.0,True,1,0,0,0,0,0,True,True,False
63082,63082,63158,89687,71061,18626,18626,18626,63082,63082,63158,197764,212689,-14925,-14925,-14925,63082,63158,63158,30940,26766,4174,4174,4174,63158,63158,63158,605409,84044,521365,521365,521365,0,2499.45,2499.5,True,3,0,0,0,0,0,True,True,False
63281,63282,63355,90071,71061,19010,19010,19010,63282,63282,63355,197804,212689,-14885,-14885,-14885,63282,63334,63355,30939,26766,4173,4173,4173,63334,63355,63355,604850,84044,520806,520806,520806,0,2498.723,2499.0,True,3,0,0,0,0,0,True,True,False
63478,63478,63553,89905,71061,18844,18844,18844,63478,63478,63553,197755,212689,-14934,-14934,-14934,63478,63511,63553,30890,26766,4124,4124,4124,63511,63553,63553,604201,84044,520157,520157,520157,0,2494.457,2494.5,True,3,0,0,0,0,0,True,True,False
63676,63676,63750,89586,71061,18525,18525,18525,63676,63676,63750,197717,212689,-14972,-14972,-14972,63676,63687,63750,30868,26766,4102,4102,4102,63687,63750,63750,603890,84044,519846,519846,519846,0,2491.272,2491.0,True,3,0,0,0,0,0,True,True,False
64270,64270,64343,89479,71061,18418,18418,18418,64270,64270,64343,197455,212689,-15234,-15234,-15234,64270,64305,64343,31085,26766,4319,4319,4319,64305,64343,64343,603192,84044,519148,519148,519148,0,2487.324,2487.0,True,3,0,0,0,0,0,True,True,False
64466,64466,64541,89425,71061,18364,18364,18364,64466,64466,64541,197543,212689,-15146,-15146,-15146,64466,64482,64541,30998,26766,4232,4232,4232,64482,64541,64541,603189,84044,519145,519145,519145,0,2487.056,2487.0,True,3,0,0,0,0,0,True,True,False
64665,64665,64746,89382,71061,18321,18321,18321,64665,64665,64746,197495,212689,-15194,-15194,-15194,64665,64746,64746,31117,26766,4351,4351,4351,64746,64746,64746,603156,84044,519112,519112,519112,0,2487.047,2487.0,True,3,0,0,0,0,0,True,True,False
64870,64870,64936,89162,71061,18101,18101,18101,64870,64870,64936,197545,212689,-15144,-15144,-15144,64870,64923,64936,31030,26766,4264,4264,4264,64923,64936,64936,603255,84044,519211,519211,519211,0,2486.339,2486.0,True,3,0,0,0,0,0,True,True,False
65058,65059,65134,89242,71061,18181,18181,18181,65059,65059,65134,197547,212689,-15142,-15142,-15142,65059,65099,65134,31031,26766,4265,4265,4265,65099,65134,65134,603355,84044,519311,519311,519311,0,2487.186,2487.0,True,3,0,0,0,0,0,True,True,False
