tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
15062,15362,16262,586718.3,97584,489134.3,489134.3,489134.3,15362,15662,16262,228268.3,207550,20718.25,20718.25,20718.25,15662,15962,16262,11781.5,18982,-7200.5,-7200.5,-7200.5,15962,16262,16262,79528.25,65753,13775.25,13775.25,13775.25,0,2337.974,2338.0,True,1,0,0,0,0,0,True,True,False
16391,16691,17591,588775.8,97584,491191.8,491191.8,491191.8,16691,16991,17591,228212.3,207550,20662.25,20662.25,20662.25,16991,17291,17591,11823.25,18982,-7158.75,-7158.75,-7158.75,17291,17591,17591,79717.25,65753,13964.25,13964.25,13964.25,0,2348.109,2348.0,True,3,0,0,0,0,0,True,True,False
17720,18020,18920,588832.3,97584,491248.3,491248.3,491248.3,18020,18320,18920,228162.3,207550,20612.25,20612.25,20612.25,18320,18620,18920,11703.5,18982,-7278.5,-7278.5,-7278.5,18620,18920,18920,79736.25,65753,13983.25,13983.25,13983.25,0,2347.665,2347.5,True,3,0,0,0,0,0,True,True,False
19047,19347,20247,589063.5,97584,491479.5,491306.1,491248.3,19347,19647,20247,228212.5,207550,20662.5,20624.81,20612.25,19647,19947,20247,11714.5,18982,-7267.5,-7275.75,-7278.5,19947,20247,20247,79563.5,65753,13810.5,13940.06,13983.25,0,2348.174,2348.0,False,3,0,0,0,0,0,True,True,False
20374,20674,21574,588878.5,97584,491294.5,491317.6,491262.6,20674,20974,21574,228147.5,207550,20597.5,20621.13,20615.37,20974,21274,21574,11790.5,18982,-7191.5,-7254.0,-7277.816,21274,21574,21574,79734.75,65753,13981.75,13939.69,13972.52,0,2348.208,2348.0,False,3,0,0,0,0,0,True,True,False
21701,22001,22901,588767.5,97584,491183.5,491301.4,491276.3,22001,22301,22901,228141.0,207550,20591.0,20615.81,20616.8,22301,22601,22901,11827.75,18982,-7154.25,-7222.938,-7271.897,22601,22901,22901,79622.75,65753,13869.75,13911.31,13964.36,0,2347.323,2347.0,False,3,0,0,0,0,0,True,True,False
23028,23328,24228,589102.3,97584,491518.3,491368.9,491282.6,23328,23628,24228,228229.3,207550,20679.25,20632.56,20616.56,23628,23928,24228,11828.75,18982,-7153.25,-7191.625,-7259.73,23928,24228,24228,79626.75,65753,13873.75,13883.94,13951.18,0,2349.26,2349.0,False,3,0,0,0,0,0,True,True,False
24355,24655,25555,589071.0,97584,491487.0,491370.8,491304.0,24655,24955,25555,228214.0,207550,20664.0,20632.94,20620.54,24955,25255,25555,11859.75,18982,-7122.25,-7155.313,-7242.804,25255,25555,25555,79711.5,65753,13958.5,13920.94,13934.47,0,2349.595,2349.5,False,3,0,0,0,0,0,True,True,False
25681,25981,26881,589126.8,97584,491542.8,491432.9,491320.6,25981,26281,26881,228159.3,207550,20609.25,20635.88,20623.62,26281,26581,26881,11847.5,18982,-7134.5,-7141.063,-7221.061,26581,26881,26881,79612.75,65753,13859.75,13890.44,13931.1,0,2349.076,2349.0,False,3,0,0,0,0,0,True,True,False
27009,27309,28209,588943.0,97584,491359.0,491476.8,491348.5,27309,27609,28209,228121.0,207550,20571.0,20630.88,20626.66,27609,27909,28209,11849.0,18982,-7133.0,-7135.75,-7201.179,27909,28209,28209,79678.25,65753,13925.25,13904.31,13921.0,0,2348.388,2348.0,False,3,0,0,0,0,0,True,True,False
