tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
21358,21358,21432,1063948,70290,993658,993658,993495.1,21358,21358,21432,217951,215161,2790,2790,2848.125,21358,21408,21432,3946,21326,-17380,-17380,-17367.07,21408,21432,21432,108145,87635,20510,20510,20615.72,0,4521.304,4521.0,False,3,0,0,0,0,0,True,True,False
21556,21556,21630,1063932,70290,993642,993642,993506.3,21556,21556,21630,218010,215161,2849,2849,2844.118,21556,21584,21630,3957,21326,-17369,-17369,-17367.96,21584,21630,21630,108141,87635,20506,20506,20608.43,0,4521.532,4521.5,False,3,0,0,0,0,0,True,True,False
27284,27284,27361,72141,70290,1851,1851,1851.0,27284,27284,27361,214181,215161,-980,-980,-980.0,27284,27321,27361,20430,21326,-896,-896,-896.0,27321,27361,27361,85630,87635,-2005,-2005,-2005.0,0,-7.829471,-7.0,True,0,0,0,0,0,0,True,True,False
28469,28469,28556,80976,70290,10686,10686,10686.0,28469,28469,28556,284969,215161,69808,69808,69808.0,28469,28556,28556,24925,21326,3599,3599,3599.0,28556,28556,28556,88809,87635,1174,1174,1174.0,0,388.886,389.0,True,1,0,0,0,0,0,True,True,False
28679,28679,28745,89488,70290,19198,19198,19198.0,28679,28679,28745,464137,215161,248976,248976,248976.0,28679,28733,28745,34875,21326,13549,13549,13549.0,28733,28745,28745,84979,87635,-2656,-2656,-2656.0,0,1267.623,1267.5,True,1,0,0,0,0,0,True,True,False
30843,30843,30919,92374,70290,22084,22084,22084.0,30843,30844,30919,1187681,215161,972520,972520,972520.0,30844,30851,30919,103888,21326,82562,82562,82562.0,30851,30919,30919,63694,87635,-23941,-23941,-23941.0,0,4781.808,4782.0,True,1,0,0,0,0,0,True,True,False
34796,34796,34871,92196,70290,21906,21906,21906.0,34796,34797,34871,1187569,215161,972408,972408,972408.0,34797,34822,34871,103729,21326,82403,82403,82403.0,34822,34871,34871,63900,87635,-23735,-23735,-23735.0,0,4780.723,4781.0,True,3,0,0,0,0,0,True,True,False
35390,35390,35464,92113,70290,21823,21823,21823.0,35390,35390,35464,1188059,215161,972898,972898,972898.0,35390,35440,35464,103510,21326,82184,82184,82184.0,35440,35464,35464,63919,87635,-23716,-23716,-23716.0,0,4781.628,4781.5,True,3,0,0,0,0,0,True,True,False
35587,35587,35662,92163,70290,21873,21873,21873.0,35587,35587,35662,1187840,215161,972679,972679,972679.0,35587,35616,35662,103468,21326,82142,82142,82142.0,35616,35662,35662,63905,87635,-23730,-23730,-23730.0,0,4780.599,4780.5,True,3,0,0,0,0,0,True,True,False
35785,35785,35860,92101,70290,21811,21811,21811.0,35785,35785,35860,1188070,215161,972909,972909,972909.0,35785,35793,35860,103450,21326,82124,82124,82124.0,35793,35860,35860,63935,87635,-23700,-23700,-23700.0,0,4781.418,4781.5,True,3,0,0,0,0,0,True,True,False
35984,35984,36058,92096,70290,21806,21806,21806.0,35984,35984,36058,1188030,215161,972869,972869,972869.0,35984,36058,36058,103385,21326,82059,82059,82059.0,36058,36058,36058,63945,87635,-23690,-23690,-23690.0,0,4780.956,4781.0,True,3,0,0,0,0,0,True,True,False
36180,36180,36255,92106,70290,21816,21816,21816.0,36180,36181,36255,1187941,215161,972780,972780,972780.0,36181,36234,36255,103438,21326,82112,82112,82112.0,36234,36255,36255,63934,87635,-23701,-23701,-23701.0,0,4780.795,4781.0,True,3,0,0,0,0,0,True,True,False
36378,36378,36452,92103,70290,21813,21813,21813.0,36378,36378,36452,1187996,215161,972835,972835,972835.0,36378,36411,36452,103377,21326,82051,82051,82051.0,36411,36452,36452,63926,87635,-23709,-23709,-23709.0,0,4780.707,4781.0,True,3,0,0,0,0,0,True,True,False
36576,36576,36650,92117,70290,21827,21827,21827.0,36576,36576,36650,1188021,215161,972860,972860,972860.0,36576,36587,36650,103387,21326,82061,82061,82061.0,36587,36650,36650,63919,87635,-23716,-23716,-23716.0,0,4780.897,4781.0,True,3,0,0,0,0,0,True,True,False
36772,36773,36852,92100,70290,21810,21810,21810.0,36773,36773,36852,1188040,215161,972879,972879,972879.0,36773,36852,36852,103402,21326,82076,82076,82076.0,36852,36852,36852,63947,87635,-23688,-23688,-23688.0,0,4781.108,4781.0,True,3,0,0,0,0,0,True,True,False
