tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
85014,85314,86214,100447.5,96734,3713.5,3713.5,3713.5,85314,85614,86214,240704.3,207875,32829.25,32829.25,32829.25,85614,85914,86214,1031861,18710,1013151,1013151,1013151,85914,86214,86214,79478.5,67251,12227.5,12227.5,12227.5,0,4980.796,4981.0,True,3,0,0,0,0,0,True,True,False
86340,86640,87540,100429.8,96734,3695.75,3709.063,3713.5,86640,86940,87540,240637.3,207875,32762.25,32812.5,32829.25,86940,87240,87540,1031913,18710,1013203,1013164,1013151,87240,87540,87540,79358.0,67251,12107.0,12197.38,12227.5,0,4980.089,4980.0,False,3,0,0,0,0,0,True,True,False
87667,87967,88867,100361.3,96734,3627.25,3687.5,3712.397,87967,88267,88867,240657.0,207875,32782.0,32800.69,32825.09,88267,88567,88867,1031967,18710,1013257,1013191,1013154,88567,88867,88867,79355.5,67251,12104.5,12166.63,12220.01,0,4980.11,4980.0,False,3,0,0,0,0,0,True,True,False
88993,89293,90193,100393.5,96734,3659.5,3674.0,3706.21,89293,89593,90193,240343.3,207875,32468.25,32710.44,32819.02,89593,89893,90193,1031852,18710,1013142,1013188,1013163,89893,90193,90193,79422.5,67251,12171.5,12152.63,12206.75,0,4978.608,4978.5,False,3,0,0,0,0,0,True,True,False
90320,90620,91520,100627.8,96734,3893.75,3719.063,3698.205,90620,90920,91520,240680.3,207875,32805.25,32704.44,32792.04,90920,91220,91520,1031967,18710,1013257,1013215,1013170,91220,91520,91520,79325.25,67251,12074.25,12114.31,12193.29,0,4981.276,4981.0,False,3,0,0,0,0,0,True,True,False
91647,91947,92847,100454.8,96734,3720.75,3725.313,3703.388,91947,92247,92847,240519.8,207875,32644.75,32675.06,32770.27,92247,92547,92847,1031946,18710,1013236,1013223,1013181,92547,92847,92847,79508.0,67251,12257.0,12151.81,12173.67,0,4980.53,4980.5,False,3,0,0,0,0,0,True,True,False
92973,93273,94173,100611.0,96734,3877.0,3787.75,3708.837,93273,93573,94173,240659.8,207875,32784.75,32675.75,32746.61,93573,93873,94173,1031857,18710,1013147,1013195,1013191,93873,94173,94173,79246.0,67251,11995.0,12124.44,12168.24,0,4980.217,4980.0,False,3,0,0,0,0,0,True,True,False
94299,94599,95499,100375.8,96734,3641.75,3783.313,3728.449,94599,94899,95499,240452.5,207875,32577.5,32703.06,32729.0,94899,95199,95499,1031951,18710,1013241,1013220,1013192,95199,95499,95499,79339.25,67251,12088.25,12103.63,12157.35,0,4979.095,4979.0,False,3,0,0,0,0,0,True,True,False
95625,95925,96825,100446.3,96734,3712.25,3737.938,3742.084,95925,96225,96825,240381.5,207875,32506.5,32628.38,32722.55,96225,96525,96825,1031969,18710,1013259,1013221,1013199,96525,96825,96825,79289.75,67251,12038.75,12094.75,12144.0,0,4978.945,4979.0,False,3,0,0,0,0,0,True,True,False
96953,97253,98153,100386.0,96734,3652.0,3720.75,3741.053,97253,97553,98153,240339.0,207875,32464.0,32583.19,32699.15,97553,97853,98153,1032025,18710,1013315,1013241,1013205,97853,98153,98153,79498.75,67251,12247.75,12092.44,12131.76,0,4979.73,4980.0,False,3,0,0,0,0,0,True,True,False
98281,98581,99481,100441.3,96734,3707.25,3678.313,3736.007,98581,98881,99481,240437.8,207875,32562.75,32527.69,32670.33,98881,99181,99481,1031967,18710,1013257,1013268,1013214,99181,99481,99481,79355.75,67251,12104.75,12119.88,12121.99,0,4979.479,4979.5,False,3,0,0,0,0,0,True,True,False
99609,99909,100809,100565.8,96734,3831.75,3725.813,3721.669,99909,100209,100809,240476.8,207875,32601.75,32533.75,32634.88,100209,100509,100809,1031989,18710,1013279,1013278,1013227,100509,100809,100809,79283.25,67251,12032.25,12105.88,12121.46,0,4979.977,4980.0,False,3,0,0,0,0,0,True,True,False
100939,101239,102139,100473.0,96734,3739.0,3732.5,3722.699,101239,101539,102139,240599.5,207875,32724.5,32588.25,32609.75,101539,101839,102139,1031702,18710,1012992,1013211,1013240,101839,102139,102139,79355.5,67251,12104.5,12122.31,12117.59,0,4979.107,4979.0,False,3,0,0,0,0,0,True,True,False
102265,102565,103465,100540.8,96734,3806.75,3771.188,3725.135,102565,102865,103465,240659.5,207875,32784.5,32668.38,32604.41,102865,103165,103465,1031816,18710,1013106,1013158,1013232,103165,103465,103465,79447.75,67251,12196.75,12109.56,12118.76,0,4980.658,4980.5,False,3,0,0,0,0,0,True,True,False
103593,103893,104793,100550.3,96734,3816.25,3798.438,3736.58,103893,104193,104793,240651.0,207875,32776.0,32721.69,32620.3,104193,104493,104793,1031779,18710,1013069,1013111,1013214,104493,104793,104793,79317.0,67251,12066.0,12099.88,12116.48,0,4979.873,4980.0,False,3,0,0,0,0,0,True,True,False
