tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
48245,48545,49445,113803.3,97584,16219.25,16219.25,16219.25,48545,48845,49445,720508.0,207550,512958.0,512958.0,512958.0,48845,49145,49445,46175.5,18982,27193.5,27193.5,27193.5,49145,49445,49445,54638.25,65753,-11114.75,-11114.75,-11114.75,0,2474.121,2474.0,True,3,0,0,0,0,0,True,True,False
49571,49871,50771,113852.0,97584,16268.0,16231.44,16219.25,49871,50171,50771,720676.5,207550,513126.5,513000.1,512958.0,50171,50471,50771,46046.25,18982,27064.25,27161.19,27193.5,50471,50771,50771,54673.5,65753,-11079.5,-11105.94,-11114.75,0,2474.664,2474.5,False,3,0,0,0,0,0,True,True,False
50898,51198,52098,114046.8,97584,16462.75,16292.31,16222.28,51198,51498,52098,720527.3,207550,512977.3,513004.9,512968.5,51498,51798,52098,46087.0,18982,27105.0,27139.06,27185.47,51798,52098,52098,54770.25,65753,-10982.75,-11072.94,-11112.56,0,2475.516,2475.5,False,3,0,0,0,0,0,True,True,False
52225,52525,53425,113748.3,97584,16164.25,16278.56,16239.68,52525,52825,53425,720552.3,207550,513002.3,513016.0,512977.5,52825,53125,53425,45986.5,18982,27004.5,27091.81,27173.94,53125,53425,53425,54837.0,65753,-10916.0,-11023.25,-11102.71,0,2474.124,2474.0,False,3,0,0,0,0,0,True,True,False
53551,53851,54751,113980.8,97584,16396.75,16322.94,16249.35,53851,54151,54751,720618.8,207550,513068.8,513043.7,512987.1,54151,54451,54751,45605.0,18982,26623.0,26949.19,27153.53,54451,54751,54751,54894.75,65753,-10858.25,-10959.13,-11082.96,0,2473.958,2474.0,False,3,0,0,0,0,0,True,True,False
54878,55178,56078,113551.8,97584,15967.75,16247.88,16267.64,55178,55478,56078,720814.5,207550,513264.5,513078.2,513001.2,55478,55778,56078,45832.5,18982,26850.5,26895.75,27102.74,55778,56078,56078,54784.25,65753,-10968.75,-10931.44,-11052.19,0,2473.451,2473.5,False,3,0,0,0,0,0,True,True,False
56205,56505,57405,113274.5,97584,15690.5,16054.81,16262.72,56505,56805,57405,720640.8,207550,513090.8,513106.6,513020.3,56805,57105,57405,45994.75,18982,27012.75,26872.69,27051.3,57105,57405,57405,54924.5,65753,-10828.5,-10892.88,-11022.18,0,2472.835,2473.0,False,3,0,0,0,0,0,True,True,False
57534,57834,58734,113585.0,97584,16001.0,16014.0,16211.05,57834,58134,58734,720759.3,207550,513209.3,513158.3,513041.8,58134,58434,58734,46018.0,18982,27036.0,26880.56,27006.91,58434,58734,58734,54910.0,65753,-10843.0,-10874.63,-10990.04,0,2474.816,2475.0,False,3,0,0,0,0,0,True,True,False
58862,59162,60062,113425.3,97584,15841.25,15875.13,16162.08,59162,59462,60062,720727.0,207550,513177.0,513185.4,513070.7,59462,59762,60062,45943.25,18982,26961.25,26965.13,26975.51,59762,60062,60062,54869.0,65753,-10884.0,-10881.06,-10961.36,0,2473.403,2473.5,False,3,0,0,0,0,0,True,True,False
60192,60492,61392,113460.0,97584,15876.0,15852.19,16090.77,60492,60792,61392,720498.8,207550,512948.8,513106.4,513099.2,60792,61092,61392,46514.75,18982,27532.75,27135.69,26972.93,61092,61392,61392,54757.0,65753,-10996.0,-10887.88,-10941.4,0,2474.68,2474.5,False,3,0,0,0,0,0,True,True,False
