tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
33929,33929,34006,72655,71061,1594,1594,1594.0,33929,33929,34006,653058,212689,440369,440369,440369.0,33929,33944,34006,69686,26766,42920,42920,42920.0,33944,34005,34006,71496,84044,-12548,-12548,-12548.0,0,2146.234,2146.0,True,2,0,0,0,0,0,True,True,False
36498,36499,36575,80501,71061,9440,9440,9440.0,36499,36499,36575,729127,212689,516438,516438,516438.0,36499,36504,36575,50079,26766,23313,23313,23313.0,36504,36575,36575,75390,84044,-8654,-8654,-8654.0,0,2452.644,2452.5,True,3,0,0,0,0,0,True,True,False
40951,40951,41022,80307,71061,9246,9246,9271.551,40951,40951,41022,728948,212689,516259,516259,516263.4,40951,41005,41022,49842,26766,23076,23076,23053.59,41005,41022,41022,75795,84044,-8249,-8249,-8226.068,0,2451.756,2452.0,False,3,0,0,0,0,0,True,True,False
42540,42540,42603,80028,71061,8967,8967,8967.0,42540,42540,42603,730306,212689,517617,517617,517617.0,42540,42594,42603,50443,26766,23677,23677,23677.0,42594,42603,42603,75802,84044,-8242,-8242,-8242.0,0,2459.501,2459.5,True,3,0,0,0,0,0,True,True,False
42726,42726,42801,80136,71061,9075,9075,9075.0,42726,42726,42801,730102,212689,517413,517413,517413.0,42726,42770,42801,50217,26766,23451,23451,23451.0,42770,42801,42801,75750,84044,-8294,-8294,-8294.0,0,2457.758,2458.0,True,3,0,0,0,0,0,True,True,False
43121,43121,43196,80195,71061,9134,9134,9134.0,43121,43121,43196,729706,212689,517017,517017,517017.0,43121,43123,43196,49448,26766,22682,22682,22682.0,43123,43196,43196,75682,84044,-8362,-8362,-8362.0,0,2452.301,2452.0,True,3,0,0,0,0,0,True,True,False
45491,45492,45568,70033,71061,-1028,-1028,-1028.0,45492,45492,45568,216261,212689,3572,3572,3572.0,45492,45506,45568,572552,26766,545786,545786,545786.0,45506,45568,45568,86676,84044,2632,2632,2632.0,0,2587.752,2588.0,True,1,0,0,0,0,0,True,True,False
45894,45894,45963,70255,71061,-806,-806,-806.0,45894,45895,45963,218894,212689,6205,6205,6205.0,45895,45947,45963,564789,26766,538023,538023,538023.0,45947,45963,45963,85192,84044,1148,1148,1148.0,0,2557.238,2557.0,True,1,0,0,0,0,0,True,True,False
46686,46686,46753,70290,71061,-771,-771,-771.0,46686,46687,46753,217808,212689,5119,5119,5119.0,46687,46742,46753,564410,26766,537644,537644,537644.0,46742,46753,46753,84606,84044,562,562,562.0,0,2547.931,2548.0,True,1,0,0,0,0,0,True,True,False
46875,46876,46951,70316,71061,-745,-745,-745.0,46876,46876,46951,217945,212689,5256,5256,5256.0,46876,46918,46951,564298,26766,537532,537532,537532.0,46918,46951,46951,84715,84044,671,671,671.0,0,2548.658,2548.5,True,3,0,0,0,0,0,True,True,False
51628,51629,51694,70291,71061,-770,-770,-770.0,51629,51629,51694,218131,212689,5442,5442,5442.0,51629,51684,51694,564811,26766,538045,538045,538045.0,51684,51694,51694,85028,84044,984,984,984.0,0,2553.273,2553.0,True,3,0,0,0,0,0,True,True,False
51815,51816,51892,70307,71061,-754,-754,-754.0,51816,51816,51892,218089,212689,5400,5400,5400.0,51816,51861,51892,564773,26766,538007,538007,538007.0,51861,51892,51892,85052,84044,1008,1008,1008.0,0,2553.09,2553.0,True,3,0,0,0,0,0,True,True,False
52014,52014,52090,70304,71061,-757,-757,-757.0,52014,52014,52090,218095,212689,5406,5406,5406.0,52014,52037,52090,564840,26766,538074,538074,538074.0,52037,52090,52090,85121,84044,1077,1077,1077.0,0,2553.744,2554.0,True,3,0,0,0,0,0,True,True,False
52212,52213,52287,70268,71061,-793,-793,-757.0,52213,52213,52287,218100,212689,5411,5411,5406.0,52213,52214,52287,564909,26766,538143,538143,538074.0,52214,52287,52287,85128,84044,1084,1084,1077.0,0,2553.961,2554.0,False,3,0,0,0,0,0,True,True,False
52408,52409,52485,70250,71061,-811,-811,-759.4818,52409,52409,52485,218112,212689,5423,5423,5406.345,52409,52478,52485,564985,26766,538219,538219,538078.8,52478,52485,52485,85147,84044,1103,1103,1077.483,0,2554.38,2554.0,False,3,0,0,0,0,0,True,True,False
