tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
49628,49628,49704,69324,70922,-1598,-1598,-1559.092,49628,49628,49704,212615,212799,-184,-184,-196.0115,49628,49668,49704,132061,26669,105392,105392,105484.5,49668,49704,49704,85884,84112,1772,1772,1649.268,0,496.9252,497.0,False,3,0,0,0,0,0,True,True,False
51012,51013,51087,69283,70922,-1639,-1639,-1587.108,51013,51013,51087,212649,212799,-150,-150,-183.411,51013,51080,51087,132199,26669,105530,105530,105450.9,51080,51087,51087,85853,84112,1741,1741,1673.317,0,497.3953,497.0,False,3,0,0,0,0,0,True,True,False
51607,51607,51680,69276,70922,-1646,-1646,-1592.792,51607,51607,51680,212619,212799,-180,-180,-179.1512,51607,51610,51680,132174,26669,105505,105505,105439.8,51610,51680,51680,85800,84112,1688,1688,1672.513,0,496.8602,497.0,False,3,0,0,0,0,0,True,True,False
51804,51805,51878,69292,70922,-1630,-1630,-1596.46,51805,51805,51878,212587,212799,-212,-212,-179.2097,51805,51875,51878,132182,26669,105513,105513,105444.3,51875,51878,51878,85810,84112,1698,1698,1673.58,0,496.8723,497.0,False,3,0,0,0,0,0,True,True,False
53583,53583,53657,70425,70922,-497,-497,-497.0,53583,53583,53657,213587,212799,788,788,788.0,53583,53640,53657,26069,26669,-600,-600,-600.0,53640,53657,53657,84664,84112,552,552,552.0,0,3.027266,0.0,True,0,0,0,0,0,0,True,True,False
53977,53977,54052,70402,70922,-520,-520,-520.0,53977,53977,54052,213594,212799,795,795,795.0,53977,53993,54052,26074,26669,-595,-595,-595.0,53993,54052,54052,84674,84112,562,562,562.0,0,3.025691,0.0,True,0,0,0,0,0,0,True,True,False
54171,54171,54258,70468,70922,-454,-454,-454.0,54171,54171,54258,213563,212799,764,764,764.0,54171,54258,54258,27125,26669,456,456,456.0,54258,54258,54258,120571,84112,36459,36459,36459.0,0,177.5865,177.5,True,1,0,0,0,0,0,True,True,False
54378,54378,54447,74724,70922,3802,3802,3802.0,54378,54378,54447,210182,212799,-2617,-2617,-2617.0,54378,54434,54447,28591,26669,1922,1922,1922.0,54434,54447,54447,184222,84112,100110,100110,100110.0,0,488.8856,489.0,True,1,0,0,0,0,0,True,True,False
55954,55954,56029,73144,70922,2222,2222,2222.0,55954,55954,56029,209008,212799,-3791,-3791,-3791.0,55954,56023,56029,28796,26669,2127,2127,2127.0,56023,56029,56029,184535,84112,100423,100423,100423.0,0,478.8654,479.0,True,3,0,0,0,0,0,True,True,False
60303,60303,60377,73372,70922,2450,2450,2399.857,60303,60303,60377,208543,212799,-4256,-4256,-4028.632,60303,60347,60377,29176,26669,2507,2507,2411.212,60347,60377,60377,184444,84112,100332,100332,100563.7,0,479.1436,479.0,False,3,0,0,0,0,0,True,True,False
60499,60500,60574,73503,70922,2581,2581,2403.314,60500,60500,60574,208544,212799,-4255,-4255,-4044.306,60500,60524,60574,29219,26669,2550,2550,2417.815,60524,60574,60574,184545,84112,100433,100433,100547.8,0,480.4189,480.5,False,3,0,0,0,0,0,True,True,False
60699,60699,60772,73478,70922,2556,2556,2415.563,60699,60699,60772,208572,212799,-4227,-4227,-4058.83,60699,60701,60772,29201,26669,2532,2532,2426.928,60701,60772,60772,184552,84112,100440,100440,100539.8,0,480.3813,480.0,False,3,0,0,0,0,0,True,True,False
61093,61093,61167,73509,70922,2587,2587,2435.155,61093,61093,61167,208567,212799,-4232,-4232,-4081.976,61093,61142,61167,29276,26669,2607,2607,2440.915,61142,61167,61167,184591,84112,100479,100479,100526.7,0,481.0349,481.0,False,3,0,0,0,0,0,True,True,False
61884,61884,61958,73526,70922,2604,2604,2477.953,61884,61884,61958,208489,212799,-4310,-4310,-4122.413,61884,61936,61958,29251,26669,2582,2582,2473.77,61936,61958,61958,184402,84112,100290,100290,100490.1,0,479.7488,480.0,False,3,0,0,0,0,0,True,True,False
62080,62081,62156,73573,70922,2651,2651,2486.642,62081,62081,62156,208508,212799,-4291,-4291,-4135.345,62081,62113,62156,29273,26669,2604,2604,2481.231,62113,62156,62156,184405,84112,100293,100293,100476.3,0,480.1648,480.0,False,3,0,0,0,0,0,True,True,False
