tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
77052,77352,78252,97844.0,97781,63.0,63.0,63.0,77352,77652,78252,207292.3,207431,-138.75,-138.75,-138.75,77652,77952,78252,124767.8,19086,105681.8,105681.8,105681.8,77952,78252,78252,65808.25,65838,-29.75,-29.75,-29.75,0,497.4922,497.5,True,1,0,0,0,0,0,True,True,False
78375,78675,79575,97810.25,97781,29.25,29.25,29.25,78675,78975,79575,207311.0,207431,-120.0,-120.0,-120.0,78975,79275,79575,124725.5,19086,105639.5,105639.5,105639.5,79275,79575,79575,66117.0,65838,279.0,279.0,279.0,0,498.6839,498.5,True,3,0,0,0,0,0,True,True,False
79698,79998,80898,97960.5,97781,179.5,66.8125,29.25,79998,80298,80898,207368.0,207431,-63.0,-105.75,-120.0,80298,80598,80898,124691.8,19086,105605.8,105631.1,105639.5,80598,80898,80898,65958.5,65838,120.5,239.375,279.0,0,498.7145,499.0,False,3,0,0,0,0,0,True,True,False
81021,81321,82221,97764.0,97781,-17.0,55.25,38.58514,81321,81621,82221,207359.5,207431,-71.5,-93.625,-116.4585,81621,81921,82221,124708.3,19086,105622.3,105626.8,105637.4,81921,82221,82221,65963.5,65838,125.5,201.0,269.1523,0,497.8889,498.0,False,3,0,0,0,0,0,True,True,False
82346,82646,83546,97783.0,97781,2.0,48.4375,42.72673,82646,82946,83546,207360.3,207431,-70.75,-81.3125,-110.7839,82946,83246,83546,124668.0,19086,105582.0,105612.4,105634.8,83246,83546,83546,66018.5,65838,180.5,176.375,252.2149,0,498.0489,498.0,False,3,0,0,0,0,0,True,True,False
83672,83972,84872,97517.5,97781,-263.5,-24.75,44.14599,83972,84272,84872,207389.0,207431,-42.0,-61.8125,-103.4596,84272,84572,84872,124619.5,19086,105533.5,105585.9,105629.2,84572,84872,84872,66072.5,65838,234.5,165.25,233.367,0,497.0063,497.0,False,3,0,0,0,0,0,True,True,False
84998,85298,86198,97629.0,97781,-152.0,-107.625,27.02377,85298,85598,86198,207443.5,207431,12.5,-42.9375,-93.10934,85598,85898,86198,124569.0,19086,105483.0,105555.2,105618.4,85898,86198,86198,65912.0,65838,74.0,153.625,216.4384,0,496.7624,497.0,False,3,0,0,0,0,0,True,True,False
86327,86627,87527,97613.0,97781,-168.0,-145.375,-6.439507,86627,86927,87527,207445.5,207431,14.5,-21.4375,-80.6405,86927,87227,87527,124603.0,19086,105517.0,105528.9,105602.7,87227,87527,87527,66028.75,65838,190.75,169.9375,200.8278,0,497.4099,497.5,False,3,0,0,0,0,0,True,True,False
87654,87954,88854,97540.5,97781,-240.5,-206.0,-40.96813,87954,88254,88854,207538.0,207431,107.0,23.0,-65.92722,88254,88554,88854,124544.8,19086,105458.8,105498.1,105584.4,88554,88854,88854,66001.25,65838,163.25,165.625,193.1509,0,497.098,497.0,False,3,0,0,0,0,0,True,True,False
88978,89278,90178,97563.0,97781,-218.0,-194.625,-81.9823,89278,89578,90178,207496.5,207431,65.5,49.875,-43.82678,89578,89878,90178,124526.8,19086,105440.8,105474.9,105562.9,89878,90178,90178,66121.75,65838,283.75,177.9375,186.3101,0,497.4961,497.5,False,3,0,0,0,0,0,True,True,False
90303,90603,91503,97744.5,97781,-36.5,-165.75,-109.9766,90603,90903,91503,207547.8,207431,116.75,75.9375,-20.53976,90903,91203,91503,124530.0,19086,105444.0,105465.1,105541.0,91203,91503,91503,66027.5,65838,189.5,206.8125,184.2293,0,498.1189,498.0,False,3,0,0,0,0,0,True,True,False
91629,91929,92829,97738.25,97781,-42.75,-134.4375,-123.8375,91929,92229,92829,207568.8,207431,137.75,106.75,3.437029,92229,92529,92829,124544.0,19086,105458.0,105450.4,105522.2,92529,92829,92829,66014.5,65838,176.5,203.25,189.8418,0,498.1902,498.0,False,3,0,0,0,0,0,True,True,False
92955,93255,94155,97447.0,97781,-334.0,-157.8125,-126.4719,93255,93555,94155,207477.8,207431,46.75,91.6875,29.11265,93555,93855,94155,124543.0,19086,105457.0,105449.9,105504.3,93855,94155,94155,66156.0,65838,318.0,241.9375,193.174,0,497.1248,497.0,False,3,0,0,0,0,0,True,True,False
94279,94579,95479,97477.75,97781,-303.25,-179.125,-134.2607,94579,94879,95479,207491.5,207431,60.5,90.4375,44.66392,94879,95179,95479,124526.3,19086,105440.3,105449.8,105490.8,95179,95479,95479,66190.75,65838,352.75,259.1875,205.2928,0,497.4115,497.5,False,3,0,0,0,0,0,True,True,False
95605,95905,96805,97564.0,97781,-217.0,-224.25,-145.4105,95905,96205,96805,207539.5,207431,108.5,88.375,56.0397,96205,96505,96805,124458.5,19086,105372.5,105431.9,105480.6,96505,96805,96805,65945.25,65838,107.25,238.625,218.6869,0,496.5417,496.5,False,3,0,0,0,0,0,True,True,False
