tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,displayState,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
10112,10112,10189,71094,71061,33,33,1.638708,10112,10112,10189,212675,212689,-14,-14,-9.275064,10112,10115,10189,26735,26766,-31,-31,-3.27627,10115,10189,10189,83961,84044,-83,-83,-5.781278,0,1.462873,0.0,False,0,0,0,0,0,0,True,True,False
11695,11695,11771,70914,71061,-147,-147,8.880342,11695,11695,11771,212658,212689,-31,-31,-9.754981,11695,11703,11771,26827,26766,61,61,-8.740624,11703,11771,11771,84135,84044,91,91,-17.92588,0,1.825526,0.0,False,0,0,0,0,0,0,True,True,False
11891,11891,11968,71058,71061,-3,-3,-1.865616,11891,11891,11968,212635,212689,-54,-54,-11.21955,11891,11968,11968,26704,26766,-62,-62,-3.932899,11968,11968,11968,83982,84044,-62,-62,-10.41683,0,1.072575,0.0,False,0,0,0,0,0,0,True,True,False
12089,12090,12166,71047,71061,-14,-14,-1.943817,12090,12090,12166,212662,212689,-27,-27,-14.16872,12090,12145,12166,26765,26766,-1,-1,-7.935884,12145,12166,12166,83971,84044,-73,-73,-13.97283,0,1.379562,0.0,False,0,0,0,0,0,0,True,True,False
15848,15848,15921,569669,71061,498608,498608,498608.0,15848,15848,15921,227244,212689,14555,14555,14555.0,15848,15851,15921,14106,26766,-12660,-12660,-12660.0,15851,15921,15921,102292,84044,18248,18248,18248.0,0,2348.366,2348.0,True,1,0,0,0,0,0,True,True,False
16043,16044,16119,570091,71061,499030,499030,499030.0,16044,16044,16119,227587,212689,14898,14898,14898.0,16044,16116,16119,14135,26766,-12631,-12631,-12631.0,16116,16119,16119,102154,84044,18110,18110,18110.0,0,2351.313,2351.0,True,1,0,0,0,0,0,True,True,False
22567,22567,22648,569699,71061,498638,498638,498616.6,22567,22567,22648,227140,212689,14451,14451,14547.38,22567,22647,22648,13910,26766,-12856,-12856,-12795.55,22647,22648,22648,102458,84044,18414,18414,18363.54,0,2347.895,2348.0,False,3,0,0,0,0,0,True,True,False
22773,22773,22839,569694,71061,498633,498633,498618.1,22773,22773,22839,227173,212689,14484,14484,14540.74,22773,22824,22839,13952,26766,-12814,-12814,-12799.71,22824,22839,22839,102452,84044,18408,18408,18367.02,0,2348.19,2348.0,False,3,0,0,0,0,0,True,True,False
22961,22962,23036,569685,71061,498624,498624,498619.1,22962,22962,23036,227209,212689,14520,14520,14536.83,22962,23000,23036,13975,26766,-12791,-12791,-12800.7,23000,23036,23036,102407,84044,18363,18363,18369.85,0,2348.208,2348.0,False,3,0,0,0,0,0,True,True,False
23160,23160,23234,569657,71061,498596,498596,498619.4,23160,23160,23234,227178,212689,14489,14489,14535.67,23160,23177,23234,13966,26766,-12800,-12800,-12800.03,23177,23234,23234,102435,84044,18391,18391,18369.37,0,2348.031,2348.0,False,3,0,0,0,0,0,True,True,False
23360,23360,23442,569703,71061,498642,498642,498617.8,23360,23360,23442,227221,212689,14532,14532,14532.45,23360,23442,23442,13913,26766,-12853,-12853,-12800.03,23442,23442,23442,102445,84044,18401,18401,18370.86,0,2348.232,2348.0,False,3,0,0,0,0,0,True,True,False
23565,23566,23629,569712,71061,498651,498651,498619.5,23566,23566,23629,227156,212689,14467,14467,14532.42,23566,23618,23629,13929,26766,-12837,-12837,-12803.68,23618,23629,23629,102524,84044,18480,18480,18372.94,0,2348.427,2348.5,False,3,0,0,0,0,0,True,True,False
23753,23753,23827,569688,71061,498627,498627,498621.6,23753,23753,23827,227162,212689,14473,14473,14527.91,23753,23795,23827,13932,26766,-12834,-12834,-12805.98,23795,23827,23827,102494,84044,18450,18450,18380.32,0,2348.218,2348.0,False,3,0,0,0,0,0,True,True,False
23952,23952,24024,569670,71061,498609,498609,498622.0,23952,23952,24024,227117,212689,14428,14428,14524.12,23952,23971,24024,13970,26766,-12796,-12796,-12807.91,23971,24024,24024,102430,84044,18386,18386,18385.12,0,2347.809,2348.0,False,3,0,0,0,0,0,True,True,False
24148,24148,24236,569628,71061,498567,498567,498621.1,24148,24148,24236,227135,212689,14446,14446,14517.5,24148,24236,24236,13923,26766,-12843,-12843,-12807.09,24236,24236,24236,102405,84044,18361,18361,18385.18,0,2347.362,2347.0,False,3,0,0,0,0,0,True,True,False
