tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
15136,15436,16336,921884.0,481443,440441.0,440441.0,440441.0,15436,15736,16336,65579.5,65604,-24.5,-24.5,-24.5,15736,16036,16336,760212.5,281729,478483.5,478483.5,478483.5,16036,16336,16336,367928.3,200194,167734.3,167734.3,167734.3,0,5030.509,5030.5,True,0,0,0,0,0,True,True,False
16459,16759,17659,922123.0,481443,440680.0,440680.0,440680.0,16759,17059,17659,65622.5,65604,18.5,18.5,18.5,17059,17359,17659,760847.0,281729,479118.0,479118.0,479118.0,17359,17659,17659,367827.3,200194,167633.3,167633.3,167633.3,0,5034.285,5034.0,True,0,0,0,0,0,True,True,False
17781,18081,18981,922247.3,481443,440804.3,440804.3,440804.3,18081,18381,18981,65620.25,65604,16.25,16.25,16.25,18381,18681,18981,760868.3,281729,479139.3,479139.3,479139.3,18681,18981,18981,367800.0,200194,167606.0,167606.0,167606.0,0,5034.808,5035.0,True,0,0,0,0,0,True,True,False
19106,19406,20306,922285.3,481443,440842.3,440813.8,440804.3,19406,19706,20306,65613.5,65604,9.5,14.5625,16.25,19706,20006,20306,760798.8,281729,479069.8,479121.9,479139.3,20006,20306,20306,367845.8,200194,167651.8,167617.4,167606.0,0,5034.839,5035.0,False,0,0,0,0,0,True,True,False
20431,20731,21631,922200.5,481443,440757.5,440802.1,440806.6,20731,21031,21631,65607.75,65604,3.75,11.4375,15.83062,21031,21331,21631,760821.8,281729,479092.8,479110.3,479134.9,21331,21631,21631,367855.3,200194,167661.3,167631.3,167608.8,0,5034.583,5034.5,False,0,0,0,0,0,True,True,False
21756,22056,22956,922138.0,481443,440695.0,440774.8,440805.5,22056,22356,22956,65641.0,65604,37.0,16.625,14.73883,22356,22656,22956,760818.3,281729,479089.3,479097.8,479128.8,22656,22956,22956,367847.8,200194,167653.8,167643.2,167614.4,0,5034.399,5034.0,False,0,0,0,0,0,True,True,False
23078,23378,24278,922166.0,481443,440723.0,440754.4,440797.9,23378,23678,24278,65620.25,65604,16.25,16.625,15.20759,23678,23978,24278,760912.3,281729,479183.3,479108.8,479121.1,23978,24278,24278,367840.3,200194,167646.3,167653.3,167621.6,0,5034.837,5035.0,False,0,0,0,0,0,True,True,False
24402,24702,25602,922058.0,481443,440615.0,440697.6,440787.1,24702,25002,25602,65615.75,65604,11.75,17.1875,15.55984,25002,25302,25602,760625.5,281729,478896.5,479065.4,479118.0,25302,25602,25602,368303.0,200194,168109.0,167767.6,167629.4,0,5035.167,5035.0,False,0,0,0,0,0,True,True,False
25725,26025,26925,921674.0,481443,440231.0,440566.0,440764.9,26025,26325,26925,65608.0,65604,4.0,17.25,15.96435,26325,26625,26925,760599.0,281729,478870.0,479009.8,479105.0,26625,26925,26925,368113.5,200194,167919.5,167832.1,167663.8,0,5032.377,5032.0,False,0,0,0,0,0,True,True,False
27049,27349,28249,922167.0,481443,440724.0,440573.3,440715.5,27349,27649,28249,65620.25,65604,16.25,12.0625,16.28387,27649,27949,28249,760705.0,281729,478976.0,478981.4,479081.3,27949,28249,28249,367849.8,200194,167655.8,167832.6,167705.6,0,5033.914,5034.0,False,0,0,0,0,0,True,True,False
