tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
2537454,2538022,2538022,-61152,-74964,42,13812,0,13812.0,13812.0,328.8571,0,329.0,2538022,2538508,2538509,-99438,-111380,11942,12088.71,12197.71,290.4217,290.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2538624,2539203,2539203,-61152,-74964,42,13812,0,13812.0,13812.0,328.8571,0,329.0,2539203,2539722,2539722,-99419,-111380,11961,12042.29,12155.04,289.4057,289.5,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2539787,2540286,2540286,-61176,-74964,42,13788,0,13808.57,13812.0,328.8571,0,329.0,2540286,2540842,2540842,-99406,-111380,11974,12001.14,12110.9,288.3547,288.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2540908,2541467,2541467,-61178,-74964,42,13786,0,13804.86,13810.66,328.8252,0,329.0,2541467,2541962,2541962,-99426,-111380,11954,11956.43,12067.93,287.3316,287.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2542027,2542549,2542550,-61157,-74964,42,13807,0,13804.14,13808.39,328.7711,0,329.0,2542550,2543082,2543082,-99411,-111380,11969,11914.43,12024.28,286.2923,286.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2543148,2543730,2543731,-61156,-74964,42,13808,0,13803.57,13806.73,328.7316,0,329.0,2543731,2544202,2544202,-99411,-111380,11969,11959.29,11981.27,285.2684,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2544318,2544813,2544813,-61145,-74964,42,13819,0,13804.57,13805.49,328.7021,0,329.0,2544813,2545322,2545322,-99419,-111380,11961,11961.43,11972.66,285.0634,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2545388,2545895,2545896,-61154,-74964,42,13810,0,13804.29,13805.13,328.6936,0,328.5,2545896,2546442,2546442,-99411,-111380,11969,11965.29,11968.27,284.9587,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2546507,2547076,2547077,-61155,-74964,42,13809,0,13803.86,13804.8,328.6857,0,328.5,2547077,2547562,2547562,-99420,-111380,11960,11965.14,11967.1,284.9309,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2547628,2548159,2548159,-61163,-74964,42,13801,0,13805.71,13804.43,328.6769,0,328.5,2548159,2548682,2548682,-99409,-111380,11971,11964.71,11966.33,284.9127,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2548748,2549241,2549242,-61141,-74964,42,13823,0,13811.0,13804.93,328.6889,0,328.5,2549242,2549802,2549802,-99419,-111380,11961,11965.71,11965.7,284.8976,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2549868,2550422,2550423,-61136,-74964,42,13828,0,13814.0,13807.31,328.7455,0,329.0,2550423,2550922,2550922,-99412,-111380,11968,11965.57,11965.71,284.8978,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2551038,2551603,2551604,-61135,-74964,42,13829,0,13817.0,13809.93,328.8078,0,329.0,2551604,2552135,2552135,-99430,-111380,11950,11962.86,11965.65,284.8965,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2552201,2552784,2552785,-61168,-74964,42,13796,0,13813.71,13812.7,328.8737,0,329.0,2552785,2553255,2553255,-99412,-111380,11968,11963.86,11964.56,284.8705,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
2553371,2553867,2553867,-61157,-74964,42,13807,0,13813.29,13813.09,328.8832,0,329.0,2553867,2554375,2554375,-99438,-111380,11942,11960.0,11964.28,284.8639,285.0,0,0,0,0,0,0,0,0,36.53,False,0,0,0
