tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
1231724,1232268,1232268,-58749,-75293,42,16544,0,16520.86,16517.0,393.2619,0,393.0,1232268,1232779,1232779,-104817,-111866,7049,7066.143,7069.0,168.3095,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1232844,1233350,1233351,-58740,-75293,42,16553,0,16526.0,16518.51,393.2979,0,393.0,1233351,1233899,1233900,-104784,-111866,7082,7068.0,7067.881,168.2829,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1233965,1234531,1234532,-58749,-75293,42,16544,0,16529.86,16521.44,393.3676,0,393.0,1234532,1235019,1235020,-104807,-111866,7059,7066.571,7067.928,168.284,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1235085,1235614,1235615,-58750,-75293,42,16543,0,16533.57,16524.74,393.4461,0,393.5,1235615,1236139,1236140,-104794,-111866,7072,7067.0,7067.397,168.2714,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1236206,1236795,1236796,-58748,-75293,42,16545,0,16537.57,16528.2,393.5285,0,393.5,1236796,1237353,1237353,-104788,-111866,7078,7068.286,7067.242,168.2677,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1237419,1237976,1237977,-58737,-75293,42,16556,0,16543.14,16531.87,393.6159,0,393.5,1237977,1238473,1238473,-104787,-111866,7079,7069.714,7067.65,168.2774,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1238539,1239059,1239060,-58742,-75293,42,16551,0,16548.0,16536.28,393.721,0,394.0,1239060,1239593,1239593,-104809,-111866,7057,7068.0,7068.458,168.2966,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1239661,1240240,1240241,-58748,-75293,42,16545,0,16548.14,16540.87,393.8302,0,394.0,1240241,1240713,1240713,-104802,-111866,7064,7070.143,7068.279,168.2924,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1240779,1241323,1241324,-58759,-75293,42,16534,0,16545.43,16543.72,393.898,0,394.0,1241324,1241833,1241834,-104788,-111866,7078,7069.571,7069.009,168.3097,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1241899,1242406,1242406,-58727,-75293,42,16566,0,16548.57,16544.39,393.914,0,394.0,1242406,1242953,1242954,-104813,-111866,7053,7068.714,7069.229,168.315,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1243019,1243587,1243588,-58730,-75293,42,16563,0,16551.43,16546.03,393.953,0,394.0,1243588,1244073,1244074,-104803,-111866,7063,7067.429,7069.027,168.3102,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1244140,1244670,1244670,-58737,-75293,42,16556,0,16553.0,16548.14,394.0034,0,394.0,1244670,1245193,1245194,-104797,-111866,7069,7066.143,7068.401,168.2953,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1245259,1245752,1245753,-58739,-75293,42,16554,0,16552.71,16550.04,394.0486,0,394.0,1245753,1246313,1246314,-104781,-111866,7085,7067.0,7067.517,168.2742,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1246380,1246934,1246934,-58728,-75293,42,16565,0,16554.71,16551.09,394.0736,0,394.0,1246934,1247433,1247434,-104790,-111866,7076,7069.714,7067.314,168.2694,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
1247499,1248016,1248017,-58734,-75293,42,16559,0,16556.71,16552.51,394.1074,0,394.0,1248017,1248553,1248554,-104789,-111866,7077,7071.571,7068.254,168.2918,168,0,0,0,0,0,0,0,0,36.53,False,0,0,0
