tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
1680743,1681310,1681310,-74073,-86539,42,12466,0,12465.71,12465.16,296.7896,0,297.0,1681310,1681798,1681798,-47030,-58913,11883,11878.0,11879.63,282.8482,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1681863,1682392,1682392,-74085,-86539,42,12454,0,12464.14,12465.38,296.7947,0,297.0,1682392,1682917,1682917,-47026,-58913,11887,11880.0,11878.99,282.8331,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1683033,1683573,1683573,-74086,-86539,42,12453,0,12460.71,12464.89,296.7832,0,297.0,1683573,1684130,1684131,-47018,-58913,11895,11880.14,11879.38,282.8425,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1684196,1684753,1684754,-74085,-86539,42,12454,0,12458.86,12463.26,296.7442,0,297.0,1684754,1685250,1685250,-47023,-58913,11890,11883.71,11879.68,282.8495,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1685316,1685836,1685836,-74074,-86539,42,12465,0,12460.43,12461.54,296.7032,0,297.0,1685836,1686370,1686370,-47037,-58913,11876,11883.86,11881.26,282.8871,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1686436,1687017,1687017,-74083,-86539,42,12456,0,12458.57,12461.1,296.6929,0,296.5,1687017,1687490,1687490,-47032,-58913,11881,11883.43,11882.28,282.9114,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1687555,1688099,1688099,-74073,-86539,42,12466,0,12459.14,12460.11,296.6693,0,296.5,1688099,1688610,1688610,-47023,-58913,11890,11886.0,11882.73,282.9221,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1688675,1689181,1689181,-74073,-86539,42,12466,0,12459.14,12459.73,296.6603,0,296.5,1689181,1689730,1689730,-47003,-58913,11910,11889.86,11884.01,282.9526,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1689798,1690362,1690362,-74075,-86539,42,12464,0,12460.57,12459.5,296.6548,0,296.5,1690362,1690849,1690849,-47042,-58913,11871,11887.57,11886.3,283.0071,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1690915,1691444,1691445,-74088,-86539,42,12451,0,12460.29,12459.92,296.6648,0,296.5,1691445,1691969,1691969,-47011,-58913,11902,11888.57,11886.8,283.019,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1692035,1692625,1692625,-74083,-86539,42,12456,0,12460.57,12460.06,296.6682,0,296.5,1692625,1693182,1693182,-47020,-58913,11893,11889.0,11887.49,283.0355,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1693247,1693806,1693806,-74077,-86539,42,12462,0,12460.14,12460.26,296.6729,0,296.5,1693806,1694302,1694302,-47032,-58913,11881,11889.71,11888.08,283.0496,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1694368,1694888,1694888,-74087,-86539,42,12452,0,12459.57,12460.22,296.6718,0,296.5,1694888,1695422,1695422,-47027,-58913,11886,11890.43,11888.72,283.0648,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1695487,1696069,1696069,-74076,-86539,42,12463,0,12459.14,12459.96,296.6658,0,296.5,1696069,1696542,1696542,-47007,-58913,11906,11892.71,11889.39,283.0807,283,0,0,0,0,0,0,0,0,0,False,0,0,0
1696608,1697151,1697152,-74072,-86539,42,12467,0,12459.29,12459.64,296.6581,0,296.5,1697152,1697661,1697662,-47013,-58913,11900,11891.29,11890.69,283.1117,283,0,0,0,0,0,0,0,0,0,False,0,0,0
