tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
79890,80449,80449,-73079,-88334,42,15255,0,15255.0,15255.0,363.2143,0,363.0,80449,80946,80946,-49028,-60977,11949,12279.29,12395.95,295.1417,295.0,0,0,0,0,0,0,0,0,0,False,0,0,0
81060,81629,81630,-73067,-88334,42,15267,0,15267.0,15267.0,363.5,0,363.5,81630,82159,82159,-49044,-60977,11933,12207.86,12350.28,294.0542,294.0,0,0,0,0,0,0,0,0,0,False,0,0,0
82223,82810,82810,-73063,-88334,42,15271,0,15267.57,15267.0,363.5,0,363.5,82810,83279,83279,-49022,-60977,11955,12136.29,12294.52,292.7266,293.0,0,0,0,0,0,0,0,0,0,False,0,0,0
83343,83892,83893,-73065,-88334,42,15269,0,15267.86,15267.22,363.5053,0,363.5,83893,84398,84399,-49009,-60977,11968,12066.0,12232.57,291.2517,291.0,0,0,0,0,0,0,0,0,0,False,0,0,0
84462,84975,84975,-73056,-88334,42,15278,0,15269.43,15267.47,363.5112,0,363.5,84975,85518,85518,-49001,-60977,11976,11995.0,12167.36,289.699,289.5,0,0,0,0,0,0,0,0,0,False,0,0,0
85584,86155,86156,-73040,-88334,42,15294,0,15273.29,15268.24,363.5295,0,363.5,86156,86638,86638,-49003,-60977,11974,11957.14,12099.88,288.0924,288.0,0,0,0,0,0,0,0,0,0,False,0,0,0
86702,87238,87238,-73037,-88334,42,15297,0,15277.57,15270.21,363.5765,0,363.5,87238,87758,87758,-48999,-60977,11978,11961.86,12044.0,286.7619,287.0,0,0,0,0,0,0,0,0,0,False,0,0,0
87822,88320,88320,-73056,-88334,42,15278,0,15279.14,15273.09,363.6451,0,363.5,88320,88877,88877,-48998,-60977,11979,11966.14,12011.84,285.9962,286.0,0,0,0,0,0,0,0,0,0,False,0,0,0
88941,89501,89501,-73039,-88334,42,15295,0,15283.14,15275.46,363.7015,0,364.0,89501,89997,89997,-49000,-60977,11977,11972.43,11993.95,285.5702,285.5,0,0,0,0,0,0,0,0,0,False,0,0,0
90061,90583,90583,-73049,-88334,42,15285,0,15285.14,15278.47,363.7731,0,364.0,90583,91117,91117,-48998,-60977,11979,11975.86,11985.52,285.3696,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
91181,91764,91764,-73041,-88334,42,15293,0,15288.57,15281.08,363.8353,0,364.0,91764,92236,92236,-49005,-60977,11972,11976.43,11981.74,285.2795,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
92300,92846,92846,-73029,-88334,42,15305,0,15292.43,15284.01,363.9051,0,364.0,92846,93356,93356,-48979,-60977,11998,11979.57,11979.66,285.23,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
93420,93929,93929,-73018,-88334,42,15316,0,15295.57,15287.31,363.9836,0,364.0,93929,94476,94476,-48991,-60977,11986,11981.29,11979.63,285.2292,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
94540,95109,95110,-73032,-88334,42,15302,0,15296.29,15290.54,364.0606,0,364.0,95110,95595,95595,-48973,-60977,12004,11985.0,11980.28,285.2447,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
95659,96192,96192,-73021,-88334,42,15313,0,15301.29,15292.79,364.1141,0,364.0,96192,96715,96715,-48966,-60977,12011,11989.57,11982.13,285.2887,285.0,0,0,0,0,0,0,0,0,0,False,0,0,0
