tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT,B_WIFI,BF_WIFI,timeNorm,timeMeasure,timeAlgo,timeTotal,timeSim
688122,688709,688710,-21851,-63467,42,41616,41616.48,41622.43,41620.7,990.9691,0,991.0,-0.004902,-0.018037,0.979209,-3.030534,-0.343511,-0.89313,0.286796,-1.055271,28.34176,False,0,0,0,0,0,False,True,False,True,True,28357,587,1,588,28357.386934673366
688797,689384,689385,-21853,-63467,42,41614,41614.1,41622.14,41621.38,990.9851,0,991.0,-0.002217,-0.016084,0.968223,-3.48855,0.091603,-1.450382,0.131163,-0.9517,28.34176,False,0,0,0,0,0,False,True,False,True,True,29032,587,1,588,29032.562814070352
689471,690059,690060,-21859,-63467,42,41608,41608.62,41620.8,41621.68,990.9923,0,991.0,-0.005635,-0.008516,0.988242,-3.580153,0.038168,-2.015267,0.326673,-0.493701,28.43588,False,0,0,0,0,0,False,True,False,True,True,29706,588,1,589,29707.738693467334
690148,690734,690735,-21854,-63467,42,41613,41613.08,41620.66,41621.33,990.9841,0,991.0,-0.001973,-0.010225,0.972861,-3.244275,-0.381679,-1.587786,0.116171,-0.602145,28.38882,False,0,0,0,0,0,False,True,False,True,True,30383,586,1,587,30382.91457286432
690822,691410,691410,-21841,-63467,42,41626,41626.18,41620.54,41621.07,990.9778,0,991.0,-0.002949,-0.020479,0.976768,-2.916031,-0.458015,-1.70229,0.172958,-1.201061,28.48294,False,0,0,0,0,0,False,True,False,True,True,31057,588,0,588,31058.090452261305
691497,692085,692086,-21863,-63467,42,41604,41604.69,41616.36,41620.86,990.973,0,991.0,0.00584,-0.010469,0.971885,-3.381679,-0.51145,-0.992366,-0.344253,-0.617142,28.34176,False,0,0,0,0,0,False,True,False,True,True,31732,588,1,589,31733.26633165829
692172,692760,692761,-21817,-63467,42,41650,41650.21,41618.93,41619.1,990.9309,0,991.0,-0.003193,-0.009248,0.967246,-3.78626,0.053435,-0.656489,0.189152,-0.547799,28.38882,False,0,0,0,0,0,False,True,False,True,True,32407,588,1,589,32408.442211055277
692848,693435,693436,-21830,-63467,42,41637,41637.23,41621.9,41619.04,990.9294,0,991.0,-0.003438,-0.00998,0.978232,-3.175573,-0.366412,-0.557252,0.201325,-0.584542,28.43588,False,0,0,0,0,0,False,True,False,True,True,33083,587,1,588,33083.61809045226
693523,694110,694111,-21654,-63467,42,41813,41813.12,41650.33,41620.16,990.9561,0,991.0,0.002422,-0.003877,0.968223,-4.091603,-0.763359,2.931298,-0.143316,-0.229422,28.34176,False,0,0,0,0,0,False,True,False,True,True,33758,587,1,588,33758.79396984925
694197,694785,694786,-19619,-63467,42,43848,43854.99,43854.99,43854.99,1044.166,0,1044.0,-0.017842,-0.052461,0.956748,-5.51145,10.47328,-3.435115,1.066745,-3.138524,28.38882,True,0,0,0,0,0,False,True,False,True,True,34432,588,1,589,34433.96984924623
694874,695461,695461,-16217,-63467,42,47250,47307.32,47307.32,47307.32,1126.365,0,1126.0,0.050273,-0.092744,0.973838,-13.8397,2.496183,-18.56489,-2.941921,-5.440184,28.38882,True,0,0,0,0,0,False,True,False,True,True,35109,587,0,587,35109.14572864321
695548,696136,696137,-20214,-63467,42,43253,43539.68,43539.68,43539.68,1036.659,0,1036.5,-0.118916,-0.038789,0.987998,-9.106871,13.9771,-8.770992,6.85789,-2.248287,28.34176,True,0,0,0,0,0,False,True,False,True,True,35783,588,1,589,35784.3216080402
696223,696811,696812,10161,-63467,42,73628,73666.23,73666.23,73666.23,1753.958,0,1754.0,0.031963,-0.140107,0.940391,-13.58015,-4.80916,-11.91603,-1.925433,-8.47406,28.29471,True,0,0,0,0,0,False,True,False,True,True,36458,588,1,589,36459.497487437184
696899,697486,697487,19275,-63467,42,82742,82815.13,82815.13,82815.13,1971.789,0,1972.0,-0.043477,0.044951,0.990195,7.48855,7.770992,6.015267,2.511485,2.599224,28.43588,True,0,0,0,0,0,False,True,False,True,True,37134,587,1,588,37134.67336683417
697573,698161,698162,19675,-63467,42,83142,83298.92,83298.92,83298.92,1983.308,0,1983.0,0.062236,-0.013154,0.970664,-13.30534,-8.137404,-8.343512,-3.668283,-0.776415,28.43588,True,0,0,0,0,0,False,True,False,True,True,37808,588,1,589,37809.849246231155
698248,698837,698837,19711,-63467,42,83178,83243.73,83243.73,83243.73,1981.994,0,1982.0,-0.041279,-0.053926,0.993857,2.885496,5.580153,2.839695,2.374885,-3.105763,28.38882,True,0,0,0,0,0,False,True,False,True,True,38483,589,0,589,38485.02512562814
698924,699512,699513,19710,-63467,42,83177,83284.2,83249.51,83243.73,1981.994,0,1982.0,0.051494,0.037139,0.971397,-4.259542,-4.740458,0.870229,-3.032215,2.189475,28.38882,False,0,0,0,0,0,False,True,False,True,True,39159,588,1,589,39160.20100502513
699599,700187,700188,19682,-63467,42,83149,83166.75,83238.52,83245.99,1982.047,0,1982.0,-0.02126,-0.063203,0.984336,-6.908397,3.0,-3.312977,1.234742,-3.673847,28.38882,False,0,0,0,0,0,False,True,False,True,True,39834,588,1,589,39835.37688442211
700273,700862,700863,19684,-63467,42,83151,83183.32,83229.89,83243.06,1981.978,0,1982.0,0.028545,0.006621,0.981406,2.625954,-3.335878,3.900763,-1.665978,0.386541,28.43588,False,0,0,0,0,0,False,True,False,True,True,40508,589,1,590,40510.55276381909
700949,701537,701538,19677,-63467,42,83144,83144.76,83215.76,83237.91,1981.855,0,1982.0,-0.004414,-0.018037,0.989219,-9.572519,2.717557,-5.267176,0.255619,-1.044595,28.43588,False,0,0,0,0,0,False,True,False,True,True,41184,588,1,589,41185.728643216076
701626,702213,702213,13791,-63467,42,77258,77266.05,77266.05,77266.05,1839.668,0,1839.5,0.014873,-0.020723,0.987754,-5.496183,-2.061069,-2.328244,-0.862471,-1.201862,28.38882,True,0,0,0,0,0,False,True,False,True,True,41861,587,0,587,41860.90452261306
702300,702888,702889,12854,-63467,42,76321,76350.76,76350.76,76350.76,1817.875,0,1818.0,0.028301,-0.046357,0.97042,-1.267176,0.854962,0.648855,-1.668563,-2.734961,28.38882,True,0,0,0,0,0,False,True,False,True,True,42535,588,1,589,42536.08040201005
702975,703563,703564,15135,-63467,42,78602,78602.05,78602.05,78602.05,1871.478,0,1871.5,0.001201,0.00125,0.984824,-3.083969,-2.320611,-0.89313,-0.069882,0.072723,28.43588,True,0,0,0,0,0,False,True,False,True,True,43210,588,1,589,43211.25628140703
703650,704238,704239,19485,-63467,42,82952,82962.35,82962.35,82962.35,1975.294,0,1975.0,0.016094,-0.03293,0.976279,-4.206107,-0.412214,-2.229008,-0.943884,-1.931837,28.43588,True,0,0,0,0,0,False,True,False,True,True,43885,588,1,589,43886.43216080402
704325,704913,704914,19701,-63467,42,83168,83168.47,83168.47,83168.47,1980.202,0,1980.0,-0.003438,-0.00583,0.981162,-2.244275,0.885496,-0.48855,0.200731,-0.340447,28.43588,True,0,0,0,0,0,False,True,False,True,True,44560,588,1,589,44561.608040201005
705001,705589,705589,19275,-63467,42,82742,82790.35,82790.35,82790.35,1971.199,0,1971.0,0.034648,-0.018281,0.971397,-5.450382,1.992366,-1.679389,-2.042433,-1.078151,28.29471,True,0,0,0,0,0,False,True,False,True,True,45236,588,0,588,45236.78391959799
705676,706264,706264,19017,-63467,42,82484,82486.81,82486.81,82486.81,1963.972,0,1964.0,-0.00832,-0.014863,0.96627,-1.732824,-2.89313,-0.603053,0.493288,-0.881259,28.43588,True,0,0,0,0,0,False,True,False,True,True,45911,588,0,588,45911.959798994976
706351,706939,706940,19633,-63467,42,83100,83123.36,83123.36,83123.36,1979.128,0,1979.0,0.02415,-0.003389,0.976523,-4.343512,2.534351,-0.099237,-1.416681,-0.198823,28.38882,True,0,0,0,0,0,False,True,False,True,True,46586,588,1,589,46587.135678391955
707026,707614,707615,19701,-63467,42,83168,83168.93,83168.93,83168.93,1980.213,0,1980.0,-0.004902,-0.019502,0.991904,-3.137405,-3.160305,-1.091603,0.283118,-1.126352,28.48294,True,0,0,0,0,0,False,True,False,True,True,47261,588,1,589,47262.31155778894
707702,708289,708290,19690,-63467,42,83157,83166.99,83166.99,83166.99,1980.167,0,1980.0,0.01585,-0.010225,0.980186,-3.076336,1.900763,1.19084,-0.92634,-0.597646,28.34176,True,0,0,0,0,0,False,True,False,True,True,47937,587,1,588,47937.487437185926
708377,708964,708965,19682,-63467,42,83149,83149.77,83164.52,83166.99,1980.167,0,1980.0,0.004375,-0.010225,0.975547,-3.770992,-1.877863,-1.045802,-0.256936,-0.600488,28.43588,False,0,0,0,0,0,False,True,False,True,True,48612,587,1,588,48612.66331658291
709052,709640,709640,19701,-63467,42,83168,83174.65,83165.62,83166.02,1980.143,0,1980.0,0.01292,-0.024141,0.979209,-3.038168,0.167939,-0.427481,-0.755699,-1.412234,28.48294,False,0,0,0,0,0,False,True,False,True,True,49287,588,0,588,49287.8391959799
709728,710315,710316,19686,-63467,42,83153,83153.04,83163.63,83165.87,1980.14,0,1980.0,-0.000996,-0.00876,0.979941,-3.29771,-0.717557,-1.961832,0.058238,-0.512156,28.43588,False,0,0,0,0,0,False,True,False,True,True,49963,587,1,588,49963.01507537688
710402,710990,710991,19700,-63467,42,83167,83177.13,83165.07,83164.99,1980.119,0,1980.0,0.01585,-0.014375,0.973838,-3.656489,-0.259542,-0.320611,-0.932326,-0.84569,28.43588,False,0,0,0,0,0,False,True,False,True,True,50637,588,1,589,50638.19095477387
711078,711665,711666,19711,-63467,42,83178,83178.12,83166.66,83165.02,1980.12,0,1980.0,0.001689,-0.014375,0.970664,-2.862595,-0.78626,-0.435115,-0.099713,-0.848455,28.38882,False,0,0,0,0,0,False,True,False,True,True,51313,587,1,588,51313.366834170854
711752,712340,712341,19684,-63467,42,83151,83169.55,83167.02,83165.66,1980.135,0,1980.0,0.021465,-0.010225,0.974326,-4.152672,0.48855,-0.450382,-1.261975,-0.60124,28.34176,False,0,0,0,0,0,False,True,False,True,True,51987,588,1,589,51988.54271356784
712427,713015,713016,19681,-63467,42,83148,83148.04,83164.32,83166.2,1980.147,0,1980.0,-0.000996,-0.020967,0.976279,-2.770992,-1.931298,-0.641221,0.058445,-1.230305,28.38882,False,0,0,0,0,0,False,True,False,True,True,52662,588,1,589,52663.71859296482
713104,713691,713691,19698,-63467,42,83165,83171.05,83167.37,83165.46,1980.13,0,1980.0,0.012188,-0.013154,0.968223,-3.870229,1.389313,-0.557252,-0.721104,-0.778372,28.48294,False,0,0,0,0,0,False,True,False,True,True,53339,587,0,587,53338.894472361804
713778,714366,714367,19663,-63467,42,83130,83130.0,83160.98,83166.2,1980.148,0,1980.0,0.000225,-0.013643,0.981895,-3.091603,-1.923664,-0.832061,-0.013105,-0.796022,28.29471,False,0,0,0,0,0,False,True,False,True,True,54013,588,1,589,54014.07035175879
714453,715041,715042,19712,-63467,42,83179,83185.0,83165.55,83164.16,1980.099,0,1980.0,0.012188,-0.01584,0.972861,-3.312977,0.694657,-0.78626,-0.717637,-0.932789,28.34176,False,0,0,0,0,0,False,True,False,True,True,54688,588,1,589,54689.246231155776
715128,715716,715717,19722,-63467,42,83189,83192.43,83167.74,83164.71,1980.112,0,1980.0,0.009258,-0.008027,0.977256,-3.549618,-1.030534,-0.458015,-0.542743,-0.470625,28.38882,False,0,0,0,0,0,False,True,False,True,True,55363,588,1,589,55364.42211055276
715804,716391,716392,19689,-63467,42,83156,83158.14,83164.88,83165.9,1980.14,0,1980.0,0.007305,-0.012178,0.975547,-3.259542,-0.419847,0.519084,-0.428976,-0.715183,28.38882,False,0,0,0,0,0,False,True,False,True,True,56039,587,1,588,56039.59798994975
716479,717067,717068,19682,-63467,42,83149,83150.51,83162.16,83165.5,1980.131,0,1980.0,-0.006123,-0.015352,0.975791,-3.519084,0.045802,0.038168,0.359479,-0.901325,28.43588,False,0,0,0,0,0,False,True,False,True,True,56714,588,1,589,56714.77386934673
717154,717742,717743,19823,-63467,42,83290,83292.04,83182.73,83164.2,1980.1,0,1980.0,0.007061,-0.025361,0.967734,-3.633588,-1.229008,-1.931298,-0.417876,-1.501198,28.38882,False,0,0,0,0,0,False,True,False,True,True,57389,588,1,589,57389.94974874372
717829,718417,718418,19915,-63467,42,83382,83382.02,83212.87,83171.45,1980.273,0,1980.0,0.000713,-0.003145,0.973594,-1.412214,0.961832,-2.954198,-0.041953,-0.185054,28.38882,False,0,0,0,0,0,False,True,False,True,True,58064,588,1,589,58065.125628140704
718504,719092,719093,19783,-63467,42,83250,83250.88,83230.13,83187.66,1980.659,0,1980.5,0.004619,-0.010469,0.96749,-6.290076,-2.412214,-3.541985,-0.273532,-0.619945,28.38882,False,0,0,0,0,0,False,True,False,True,True,58739,588,1,589,58740.30150753768
719181,719767,719768,19916,-63467,42,83383,83383.12,83258.44,83204.29,1981.054,0,1981.0,0.001689,-0.035127,0.974082,-1.557252,0.618321,2.145038,-0.099309,-2.065278,28.38882,False,0,0,0,0,0,False,True,False,True,True,59416,586,1,587,59415.47738693467
719854,720443,720443,20076,-63467,42,83543,83543.41,83308.57,83225.48,1981.559,0,1981.5,0.003154,-0.005098,0.969199,-3.40458,0.076336,-0.946565,-0.186468,-0.301353,28.34176,False,0,0,0,0,0,False,True,False,True,True,60089,589,0,589,60090.653266331654
720530,721118,721119,19831,-63467,42,83298,83300.45,83328.9,83258.02,1982.334,0,1982.0,0.007793,-0.014375,0.973594,-3.381679,-1.259542,-1.061069,-0.458554,-0.845902,28.34176,False,0,0,0,0,0,False,True,False,True,True,60765,588,1,589,60765.82914572864
721205,721793,721794,19711,-63467,42,83178,83180.18,83333.14,83285.77,1982.994,0,1983.0,0.007305,-0.013154,0.967246,-2.519084,1.557252,0.167939,-0.432651,-0.779158,28.34176,False,0,0,0,0,0,False,True,False,True,True,61440,588,1,589,61441.005025125625
721880,722468,722469,19658,-63467,42,83125,83140.46,83311.49,83304.31,1983.436,0,1983.5,0.019512,-0.024385,0.969443,-4.717557,-1.167939,0.396947,-1.152653,-1.440875,28.38882,False,0,0,0,0,0,False,True,False,True,True,62115,588,1,589,62116.18090452261
722555,723143,723144,20434,-63467,42,83901,83913.55,83913.55,83913.55,1997.942,0,1998.0,0.01707,0.019805,0.946006,-8.312977,2.496183,-4.0,-1.033539,1.199312,28.38882,True,0,0,0,0,0,False,True,False,True,True,62790,588,1,589,62791.3567839196
723230,723818,723819,23803,-63467,42,87270,87279.01,87279.01,87279.01,2078.072,0,2078.0,0.014873,0.013945,0.992393,-4.038168,-4.770992,2.732824,-0.858544,0.805078,28.38882,True,0,0,0,0,0,False,True,False,True,True,63465,588,1,589,63466.53266331658
723905,724493,724494,56910,-63467,42,120377,121551.7,121551.7,121551.7,2894.088,0,2894.0,0.136699,-0.024385,0.935752,-7.167939,1.954199,0.091603,-8.308456,-1.49273,28.34176,True,0,0,0,0,0,False,True,False,True,True,64140,588,1,589,64141.70854271357
724580,725169,725170,49697,-63467,42,113164,113324.6,113324.6,113324.6,2698.205,0,2698.0,-0.05373,-0.015107,0.966514,-5.656488,3.244275,1.778626,3.181519,-0.895506,28.29471,True,0,0,0,0,0,False,True,False,True,True,64815,589,1,590,64816.884422110554
725256,725844,725845,58465,-63467,42,121932,121945.4,121945.4,121945.4,2903.462,0,2903.5,0.015117,0.001006,0.976768,-2.381679,3.167939,-4.534351,-0.886679,0.059002,28.29471,True,0,0,0,0,0,False,True,False,True,True,65491,588,1,589,65492.06030150753
725932,726519,726520,54678,-63467,42,118145,118161.2,118161.2,118161.2,2813.361,0,2813.0,0.016826,-0.024385,0.97457,-2.534351,-3.526718,-1.022901,-0.988814,-1.433298,28.34176,True,0,0,0,0,0,False,True,False,True,True,66167,587,1,588,66167.23618090453
726606,727194,727195,55653,-63467,42,119120,119120.2,119120.2,119120.2,2836.194,0,2836.0,0.001689,-0.020967,0.981162,-3.160305,1.083969,-0.992366,-0.098634,-1.224184,28.24765,True,0,0,0,0,0,False,True,False,True,True,66841,588,1,589,66842.4120603015
727283,727869,727870,55593,-63467,42,119060,119099.5,119099.5,119099.5,2835.702,0,2836.0,0.026104,-0.027559,0.971397,-3.374046,0.053435,-0.755725,-1.538668,-1.625046,28.29471,True,0,0,0,0,0,False,True,False,True,True,67518,586,1,587,67517.5879396985
727957,728545,728546,54950,-63467,42,118417,118420.9,118420.9,118420.9,2819.546,0,2819.5,0.008281,-0.030977,0.975303,-3.419847,-1.450382,1.648855,-0.486238,-1.819154,28.38882,True,0,0,0,0,0,False,True,False,True,True,68192,588,1,589,68192.76381909547
728632,729220,729221,55290,-63467,42,118757,118771.1,118771.1,118771.1,2827.884,0,2828.0,0.01585,-0.027314,0.98458,-3.396947,-0.122137,-0.40458,-0.921902,-1.589102,28.34176,True,0,0,0,0,0,False,True,False,True,True,68867,588,1,589,68867.93969849245
729307,729895,729896,55304,-63467,42,118771,118776.1,118776.1,118776.1,2828.003,0,2828.0,0.009502,-0.022432,0.978477,-3.305344,0.068702,-2.450382,-0.556232,-1.313276,28.24765,True,0,0,0,0,0,False,True,False,True,True,69542,588,1,589,69543.11557788945
729982,730570,730571,54837,-63467,42,118304,118320.1,118320.1,118320.1,2817.146,0,2817.0,0.016826,-0.029756,0.975791,-3.541985,-0.358779,0.389313,-0.987428,-1.746637,28.34176,True,0,0,0,0,0,False,True,False,True,True,70217,588,1,589,70218.29145728642
730657,731245,731246,54987,-63467,42,118454,118460.0,118460.0,118460.0,2820.477,0,2820.5,0.010234,-0.024873,0.97335,-3.221374,-1.259542,-0.732824,-0.602222,-1.463818,28.38882,True,0,0,0,0,0,False,True,False,True,True,70892,588,1,589,70893.46733668342
731332,731920,731921,55040,-63467,42,118507,118517.8,118517.8,118517.8,2821.853,0,2822.0,0.013652,-0.022676,0.968223,-3.480916,1.10687,-1.358779,-0.807618,-1.341619,28.29471,True,0,0,0,0,0,False,True,False,True,True,71567,588,1,589,71568.6432160804
732008,732596,732596,54661,-63467,42,118128,118166.0,118467.6,118517.8,2821.853,0,2822.0,0.026104,-0.021211,0.985801,-3.305344,-1.274809,0.007634,-1.516455,-1.232609,28.48294,False,0,0,0,0,0,False,True,False,True,True,72243,588,0,588,72243.81909547739
732683,733271,733272,54785,-63467,42,118252,118253.6,118429.8,118498.1,2821.385,0,2821.0,0.005352,-0.020967,0.975791,-3.40458,-0.580153,-0.748092,-0.314153,-1.230921,28.29471,False,0,0,0,0,0,False,True,False,True,True,72918,588,1,589,72918.99497487437
733358,733946,733947,54853,-63467,42,118320,118331.4,118403.2,118471.4,2820.748,0,2821.0,0.014141,-0.026094,0.9775,-3.458015,0.473282,-0.885496,-0.828492,-1.529108,28.34176,False,0,0,0,0,0,False,True,False,True,True,73593,588,1,589,73594.17085427136
734035,734621,734622,54566,-63467,42,118033,118040.1,118335.0,118444.7,2820.112,0,2820.0,0.011211,-0.025361,0.978965,-3.236641,-1.259542,-0.29771,-0.655891,-1.483984,28.34176,False,0,0,0,0,0,False,True,False,True,True,74270,586,1,587,74269.34673366834
734708,735297,735297,54583,-63467,42,118050,118051.8,118268.4,118401.7,2819.089,0,2819.0,0.005596,-0.030977,0.977744,-3.458015,-0.022901,-0.679389,-0.327739,-1.814614,28.38882,False,0,0,0,0,0,False,True,False,True,True,74943,589,0,589,74944.52261306532
735387,735972,735973,54611,-63467,42,118078,118089.2,118207.1,118349.5,2817.846,0,2818.0,0.014141,-0.019258,0.983604,-3.229008,-0.381679,-1.030534,-0.823487,-1.121639,28.29471,False,0,0,0,0,0,False,True,False,True,True,75622,585,1,586,75619.69849246231
736059,736647,736648,54467,-63467,42,117934,117935.8,118124.0,118293.8,2816.519,0,2816.5,0.005596,-0.021211,0.971397,-3.450382,-0.496183,-0.450382,-0.329968,-1.250881,28.29471,False,0,0,0,0,0,False,True,False,True,True,76294,588,1,589,76294.87437185929
736734,737322,737323,54433,-63467,42,117900,117911.5,118087.6,118227.3,2814.936,0,2815.0,0.014141,-0.029023,0.972129,-3.419847,-0.129771,-0.48855,-0.832995,-1.710085,28.38882,False,0,0,0,0,0,False,True,False,True,True,76969,588,1,589,76970.05025125628
737409,737997,737998,54410,-63467,42,117877,117891.3,118035.9,118172.6,2813.634,0,2813.5,0.01585,-0.023164,0.977012,-3.305344,-0.610687,-0.78626,-0.929138,-1.358173,28.43588,False,0,0,0,0,0,False,True,False,True,True,77644,588,1,589,77645.22613065326
738085,738673,738673,54321,-63467,42,117788,117794.8,117959.2,118119.1,2812.359,0,2812.0,0.010967,-0.025361,0.980186,-3.412214,-0.274809,-0.748092,-0.640811,-1.482137,28.43588,False,0,0,0,0,0,False,True,False,True,True,78320,588,0,588,78320.40201005025
738761,739348,739349,54263,-63467,42,117730,117732.8,117915.3,118056.5,2810.869,0,2811.0,0.007061,-0.018037,0.973594,-3.351145,-0.160305,-0.694657,-0.415432,-1.061356,28.34176,False,0,0,0,0,0,False,True,False,True,True,78996,587,1,588,78995.57788944723
739435,740023,740024,54251,-63467,42,117718,117729.3,117869.2,118001.2,2809.553,0,2809.5,0.014141,-0.020479,0.979941,-3.442748,0.458015,-0.480916,-0.826542,-1.197173,28.34176,False,0,0,0,0,0,False,True,False,True,True,79670,588,1,589,79670.75376884422
740112,740698,740699,54149,-63467,42,117616,117630.6,117803.7,117949.5,2808.322,0,2808.0,0.016094,-0.025117,0.980186,-3.091603,-0.732824,-1.312977,-0.940349,-1.467876,28.43588,False,0,0,0,0,0,False,True,False,True,True,80347,586,1,587,80345.9296482412
740786,741373,741374,54088,-63467,42,117555,117558.4,117749.8,117892.4,2806.963,0,2807.0,0.007793,-0.023408,0.977744,-3.251908,-0.305344,-0.80916,-0.456526,-1.371455,28.34176,False,0,0,0,0,0,False,True,False,True,True,81021,587,1,588,81021.10552763818
741461,742049,742049,54056,-63467,42,117523,117526.5,117694.8,117836.6,2805.633,0,2805.5,0.007793,-0.024385,0.969932,-3.419847,-0.21374,-0.061069,-0.46019,-1.44015,28.34176,False,0,0,0,0,0,False,True,False,True,True,81696,588,0,588,81696.28140703517
742137,742724,742724,54025,-63467,42,117492,117500.4,117639.0,117781.1,2804.312,0,2804.0,0.012188,-0.029756,0.976035,-3.381679,-0.59542,-0.496183,-0.715067,-1.746201,28.38882,False,0,0,0,0,0,False,True,False,True,True,82372,587,0,587,82371.45728643215
742811,743399,743400,53962,-63467,42,117429,117437.1,117587.9,117725.5,2802.987,0,2803.0,0.011943,-0.025361,0.975547,-3.236641,-0.458015,-0.885496,-0.701183,-1.489182,28.29471,False,0,0,0,0,0,False,True,False,True,True,83046,588,1,589,83046.63316582915
743486,744074,744075,53931,-63467,42,117398,117399.2,117540.2,117671.6,2801.705,0,2802.0,0.004619,-0.042451,0.967734,-3.152672,0.740458,-1.40458,-0.273216,-2.511752,28.34176,False,0,0,0,0,0,False,True,False,True,True,83721,588,1,589,83721.80904522612
744162,744749,744750,53502,-63467,42,116969,117131.5,117131.5,117131.5,2788.844,0,2789.0,0.053691,-0.011689,0.976279,-4.648855,6.389313,-11.34351,-3.147632,-0.685995,28.38882,True,0,0,0,0,0,False,True,False,True,True,84397,587,1,588,84396.98492462312
744836,745424,745425,52240,-63467,42,115707,115757.9,115757.9,115757.9,2756.14,0,2756.0,0.030498,-0.020967,0.985801,-2.89313,-1.694657,-4.450382,-1.771609,-1.218426,28.29471,True,0,0,0,0,0,False,True,False,True,True,85071,588,1,589,85072.1608040201
745511,746099,746100,52264,-63467,42,115731,115887.3,115887.3,115887.3,2759.222,0,2759.0,0.052471,-0.024873,0.967246,-3.40458,-0.007634,1.51145,-3.104079,-1.473051,28.34176,True,0,0,0,0,0,False,True,False,True,True,85746,588,1,589,85747.33668341709
746187,746775,746775,51942,-63467,42,115409,115523.6,115523.6,115523.6,2750.563,0,2750.5,0.045635,-0.021211,0.981162,-2.610687,-1.015267,-3.374046,-2.662334,-1.238435,28.34176,True,0,0,0,0,0,False,True,False,True,True,86422,588,0,588,86422.51256281407
746863,747450,747451,52209,-63467,42,115676,115800.0,115563.1,115523.6,2750.563,0,2750.5,0.047344,-0.030732,0.979697,-2.198473,1.083969,2.732824,-2.765295,-1.796735,28.34176,False,0,0,0,0,0,False,True,False,True,True,87098,587,1,588,87097.68844221105
747537,748125,748126,52012,-63467,42,115479,115522.5,115562.9,115539.1,2750.931,0,2751.0,0.028301,0.020293,0.988486,-2.557252,-3.076336,6.992366,-1.639605,1.176076,28.34176,False,0,0,0,0,0,False,True,False,True,True,87772,588,1,589,87772.86432160804
748213,748800,748801,52869,-63467,42,116336,116957.6,116957.6,116957.6,2784.705,0,2785.0,0.104229,-0.019258,0.965293,-1.916031,-0.320611,12.50382,-6.161464,-1.142909,28.43588,True,0,0,0,0,0,False,True,False,True,True,88448,587,1,588,88448.04020100502
748887,749475,749476,53445,-63467,42,116912,116947.2,116947.2,116947.2,2784.456,0,2784.5,-0.024922,-0.010469,0.974082,-2.503817,-0.946565,14.92366,1.465504,-0.61575,28.38882,True,0,0,0,0,0,False,True,False,True,True,89122,588,1,589,89123.21608040201
749562,750150,750151,53256,-63467,42,116723,116894.5,116894.5,116894.5,2783.203,0,2783.0,0.054912,-0.028779,0.97042,-3.885496,4.59542,14.19847,-3.237253,-1.698693,28.34176,True,0,0,0,0,0,False,True,False,True,True,89797,588,1,589,89798.39195979899
750238,750826,750826,52846,-63467,42,116313,116339.2,116339.2,116339.2,2769.98,0,2770.0,-0.021748,-0.03,0.982627,-2.618321,-6.557252,6.984733,1.267302,-1.748716,28.43588,True,0,0,0,0,0,False,True,False,True,True,90473,588,0,588,90473.56783919598
750912,751501,751502,53263,-63467,42,116730,116730.3,116395.0,116339.2,2769.98,0,2770.0,0.002422,-0.026338,0.979453,-4.519084,5.312977,-2.343511,-0.141622,-1.540332,28.43588,False,0,0,0,0,0,False,True,False,True,True,91147,589,1,590,91148.74371859296
751588,752176,752177,53113,-63467,42,116580,116599.4,116432.2,116361.0,2770.501,0,2770.5,0.018535,-0.033906,0.973594,-3.061069,-4.389313,-4.114504,-1.089995,-1.994565,28.43588,False,0,0,0,0,0,False,True,False,True,True,91823,588,1,589,91823.91959798995
752264,752851,752852,52851,-63467,42,116318,116318.6,116429.3,116388.9,2771.164,0,2771.0,-0.003193,-0.024385,0.976523,-3.70229,1.328244,-2.572519,0.187305,-1.430432,28.43588,False,0,0,0,0,0,False,True,False,True,True,92499,587,1,588,92499.09547738693
752939,753527,753527,53178,-63467,42,116645,116701.9,116481.1,116404.7,2771.54,0,2771.5,0.031475,-0.029756,0.965537,-3.396947,-0.603053,-1.076336,-1.866179,-1.765175,28.48294,False,0,0,0,0,0,False,True,False,True,True,93174,588,0,588,93174.27135678391
753614,754202,754203,52989,-63467,42,116456,116457.5,116498.0,116434.6,2772.252,0,2772.0,-0.005146,-0.020967,0.985313,-3.389313,-0.534351,-0.396947,0.299196,-1.219029,28.34176,False,0,0,0,0,0,False,True,False,True,True,93849,588,1,589,93849.4472361809
754289,754877,754878,52881,-63467,42,116348,116388.0,116504.9,116459.4,2772.843,0,2773.0,0.026348,-0.034639,0.962607,-3.473282,0.221374,0.580153,-1.566842,-2.06085,28.43588,False,0,0,0,0,0,False,True,False,True,True,94524,588,1,589,94524.62311557788
754964,755552,755553,53001,-63467,42,116468,116468.3,116523.4,116477.2,2773.268,0,2773.0,0.002178,-0.020723,0.972617,-3.160305,-1.725191,-1.633588,-0.128258,-1.220561,28.34176,False,0,0,0,0,0,False,True,False,True,True,95199,588,1,589,95199.79899497487
