22077,	0.92,	1.00,	21978,	22077,	0.92,	1.00,	1,	1,	40.40,	
22176,	0.79,	1.00,	22128,	22176,	0.92,	1.00,	0,	0,	40.40,	
22276,	1.14,	1.00,	22227,	22276,	0.87,	1.00,	0,	0,	40.40,	
22375,	1.29,	1.00,	22327,	22375,	0.97,	1.00,	0,	0,	40.40,	
22474,	1.44,	1.50,	22425,	22474,	1.10,	1.00,	0,	0,	40.40,	
22574,	1.26,	1.00,	22523,	22574,	1.23,	1.20,	0,	0,	40.40,	
22673,	2.23,	2.00,	22624,	22673,	1.24,	1.12,	0,	0,	40.40,	
22772,	0.37,	0.00,	22723,	22772,	1.63,	1.46,	0,	0,	40.40,	
22872,	1.21,	1.00,	22822,	22872,	1.14,	0.89,	0,	0,	40.40,	
22971,	1.19,	1.00,	22922,	22971,	1.17,	0.93,	0,	0,	40.40,	
23070,	2.33,	2.00,	23021,	23070,	1.17,	0.96,	0,	0,	40.40,	
23170,	1.44,	1.50,	23120,	23170,	1.63,	1.37,	0,	0,	40.40,	
23269,	-0.05,	0.00,	23221,	23269,	1.55,	1.42,	0,	0,	40.40,	
23368,	0.64,	0.50,	23320,	23368,	0.92,	0.86,	0,	0,	40.40,	
23468,	1.31,	1.00,	23419,	23468,	0.81,	0.72,	0,	0,	40.40,	
23567,	0.77,	1.00,	23519,	23567,	1.01,	0.83,	0,	0,	40.40,	
23666,	1.41,	1.50,	23618,	23666,	0.91,	0.90,	0,	0,	40.40,	
23766,	2.05,	2.00,	23718,	23766,	1.11,	1.13,	0,	0,	40.40,	
23865,	3.04,	3.00,	23816,	23865,	1.48,	1.47,	0,	0,	40.40,	
23964,	2.90,	3.00,	23916,	23964,	2.09,	2.07,	0,	0,	40.40,	
24064,	1.83,	2.00,	24015,	24064,	2.41,	2.43,	0,	0,	40.40,	
24163,	1.76,	2.00,	24115,	24163,	2.18,	2.26,	0,	0,	40.40,	
24262,	2.13,	2.00,	24215,	24262,	2.02,	2.16,	0,	0,	40.40,	
24361,	1.06,	1.00,	24314,	24361,	2.06,	2.10,	0,	0,	40.40,	
24461,	2.00,	2.00,	24413,	24461,	1.67,	1.67,	0,	0,	40.40,	
24560,	2.18,	2.00,	24512,	24560,	1.80,	1.80,	0,	0,	40.40,	
24659,	2.08,	2.00,	24611,	24659,	1.95,	1.88,	0,	0,	40.40,	
24759,	3.07,	3.00,	24711,	24759,	2.00,	1.93,	0,	0,	40.40,	
24858,	2.57,	2.50,	24811,	24858,	2.42,	2.35,	0,	0,	40.40,	
24957,	1.34,	1.00,	24910,	24957,	2.48,	2.41,	0,	0,	40.40,	
25057,	2.75,	3.00,	25010,	25057,	2.03,	1.86,	0,	0,	40.40,	
25156,	2.33,	2.00,	25109,	25156,	2.31,	2.30,	0,	0,	40.40,	
25256,	2.15,	2.00,	25208,	25255,	2.32,	2.18,	0,	0,	40.40,	
25356,	2.03,	2.00,	25308,	25355,	2.25,	2.11,	0,	0,	40.40,	
25455,	1.09,	1.00,	25407,	25454,	2.17,	2.07,	0,	0,	40.40,	
25554,	0.92,	1.00,	25506,	25554,	1.74,	1.65,	0,	0,	40.40,	
25654,	1.31,	1.00,	25605,	25654,	1.42,	1.40,	0,	0,	40.40,	
25753,	1.51,	1.50,	25704,	25753,	1.38,	1.24,	0,	0,	40.40,	
25852,	0.89,	1.00,	25803,	25852,	1.43,	1.34,	0,	0,	40.40,	
25952,	1.09,	1.00,	25903,	25952,	1.22,	1.21,	0,	0,	40.40,	
26051,	1.76,	2.00,	26002,	26051,	1.17,	1.13,	0,	0,	40.40,	
26150,	1.49,	1.50,	26101,	26150,	1.40,	1.47,	0,	0,	40.40,	
26250,	2.45,	2.50,	26201,	26250,	1.43,	1.48,	0,	0,	40.40,	
26349,	1.98,	2.00,	26300,	26349,	1.83,	1.88,	0,	0,	40.40,	
26448,	2.03,	2.00,	26399,	26448,	1.89,	1.93,	0,	0,	40.40,	
26548,	3.69,	3.50,	26499,	26548,	1.94,	1.96,	0,	0,	40.40,	
26647,	4.21,	4.00,	26598,	26647,	2.63,	2.56,	0,	0,	40.40,	
26746,	4.60,	4.50,	26698,	26746,	3.25,	3.12,	0,	0,	40.40,	
26846,	4.03,	4.00,	26798,	26846,	3.78,	3.66,	0,	0,	40.40,	
26945,	2.28,	2.00,	26897,	26945,	3.88,	3.79,	0,	0,	40.40,	
27044,	3.04,	3.00,	26996,	27044,	3.25,	3.09,	0,	0,	40.40,	
27144,	4.23,	4.00,	27096,	27144,	3.17,	3.06,	0,	0,	40.40,	
27243,	5.20,	5.00,	27195,	27243,	3.59,	3.43,	0,	0,	40.40,	
27342,	4.46,	4.50,	27294,	27342,	4.22,	4.04,	0,	0,	40.40,	
27442,	4.21,	4.00,	27394,	27442,	4.31,	4.22,	0,	0,	40.40,	
27541,	5.10,	5.00,	27493,	27541,	4.27,	4.13,	0,	0,	40.40,	
27640,	4.60,	4.50,	27592,	27640,	4.59,	4.47,	0,	0,	40.40,	
27740,	4.28,	4.00,	27692,	27740,	4.60,	4.48,	0,	0,	40.40,	
27839,	4.03,	4.00,	27791,	27839,	4.47,	4.29,	0,	0,	40.40,	
