8253,	-0.89,	0.00,	8252,	8252,	0.00,	0.00,	0,	0,	40.40,	
8318,	-0.99,	0.00,	8306,	8318,	-0.35,	0.00,	0,	0,	40.40,	
8418,	-0.40,	0.00,	8371,	8418,	-0.60,	0.00,	0,	0,	40.40,	
8517,	-0.97,	0.00,	8470,	8517,	-0.52,	0.00,	0,	0,	40.40,	
8616,	1.01,	1.00,	8569,	8616,	-0.69,	0.00,	0,	0,	40.40,	
8716,	1.06,	1.00,	8669,	8716,	-0.03,	0.39,	0,	0,	40.40,	
8815,	-0.12,	0.00,	8768,	8815,	0.40,	0.63,	0,	0,	40.40,	
8914,	0.72,	1.00,	8866,	8914,	0.20,	0.38,	0,	0,	40.40,	
9014,	0.32,	0.00,	8966,	9014,	0.40,	0.62,	0,	0,	40.40,	
9113,	-0.59,	0.00,	9065,	9113,	0.37,	0.38,	0,	0,	40.40,	
9212,	-1.24,	-1.00,	9164,	9212,	-0.01,	0.23,	0,	0,	40.40,	
9312,	-2.05,	-2.00,	9265,	9312,	-0.49,	-0.25,	0,	0,	40.40,	
9411,	-0.72,	0.00,	9364,	9411,	-1.10,	-0.94,	0,	0,	40.40,	
9510,	0.30,	0.00,	9461,	9510,	-0.95,	-0.57,	0,	0,	40.40,	
9610,	1.06,	1.00,	9562,	9610,	-0.46,	-0.35,	0,	0,	40.40,	
9709,	2.00,	2.00,	9662,	9709,	0.14,	0.18,	0,	0,	40.40,	
9808,	1.51,	1.50,	9759,	9808,	0.87,	0.89,	0,	0,	40.40,	
9908,	0.00,	0.00,	9860,	9908,	1.12,	1.13,	0,	0,	40.40,	
10007,	1.49,	1.50,	9957,	10007,	0.68,	0.69,	0,	0,	40.40,	
10106,	2.52,	2.50,	10058,	10106,	1.00,	1.01,	0,	0,	40.40,	
10206,	2.60,	2.50,	10157,	10206,	1.59,	1.59,	0,	0,	40.40,	
10305,	2.75,	3.00,	10256,	10305,	1.99,	1.95,	0,	0,	40.40,	
10404,	2.33,	2.00,	10356,	10404,	2.29,	2.36,	0,	0,	40.40,	
10504,	4.03,	4.00,	10456,	10504,	2.30,	2.22,	0,	0,	40.40,	
10603,	4.33,	4.00,	10555,	10603,	2.98,	2.92,	0,	0,	40.40,	
10702,	3.22,	3.00,	10654,	10702,	3.51,	3.34,	0,	0,	40.40,	
10802,	1.16,	1.00,	10754,	10802,	3.40,	3.21,	0,	0,	40.40,	
10901,	-0.02,	0.00,	10853,	10901,	2.52,	2.34,	0,	0,	40.40,	
11000,	0.02,	0.00,	10952,	11000,	1.52,	1.43,	0,	0,	40.40,	
11100,	0.77,	1.00,	11051,	11100,	0.94,	0.87,	0,	0,	40.40,	
11199,	1.53,	1.50,	11151,	11199,	0.87,	0.92,	0,	0,	40.40,	
11298,	2.10,	2.00,	11250,	11298,	1.13,	1.15,	0,	0,	40.40,	
11398,	3.74,	4.00,	11347,	11398,	1.51,	1.48,	0,	0,	40.40,	
11497,	3.27,	3.00,	11448,	11497,	2.38,	2.47,	0,	0,	40.40,	
11596,	2.05,	2.00,	11548,	11596,	2.73,	2.68,	0,	0,	40.40,	
11696,	3.00,	3.00,	11648,	11696,	2.47,	2.41,	0,	0,	40.40,	
11795,	3.96,	4.00,	11747,	11795,	2.67,	2.64,	0,	0,	40.40,	
11894,	2.28,	2.00,	11846,	11894,	3.18,	3.17,	0,	0,	40.40,	
11994,	-0.35,	0.00,	11945,	11994,	2.82,	2.71,	0,	0,	40.40,	
12093,	-1.98,	-1.00,	12045,	12093,	1.58,	1.65,	0,	0,	40.40,	
12192,	-1.36,	-1.00,	12143,	12192,	0.19,	0.61,	0,	0,	40.40,	
12292,	-0.07,	0.00,	12243,	12292,	-0.42,	-0.02,	0,	0,	40.40,	
12391,	1.29,	1.00,	12343,	12391,	-0.28,	-0.01,	0,	0,	40.40,	
12490,	0.30,	0.00,	12443,	12490,	0.33,	0.38,	0,	0,	40.40,	
12590,	1.19,	1.00,	12541,	12590,	0.32,	0.23,	0,	0,	40.40,	
12689,	-0.57,	0.00,	12641,	12689,	0.66,	0.53,	0,	0,	40.40,	
12788,	-0.35,	0.00,	12740,	12788,	0.18,	0.32,	0,	0,	40.40,	
12888,	-0.45,	0.00,	12839,	12888,	-0.03,	0.20,	0,	0,	40.40,	
12987,	-0.37,	0.00,	12939,	12986,	-0.19,	0.12,	0,	0,	40.40,	
13086,	-0.69,	0.00,	13038,	13085,	-0.26,	0.07,	0,	0,	40.40,	
13186,	0.10,	0.00,	13137,	13185,	-0.43,	0.04,	0,	0,	40.40,	
13285,	1.26,	1.00,	13237,	13284,	-0.22,	0.03,	0,	0,	40.40,	
13384,	0.40,	0.00,	13336,	13383,	0.36,	0.41,	0,	0,	40.40,	
13484,	-0.37,	0.00,	13435,	13483,	0.37,	0.25,	0,	0,	40.40,	
13583,	0.50,	0.50,	13535,	13582,	0.08,	0.15,	0,	0,	40.40,	
13682,	0.50,	0.50,	13633,	13681,	0.24,	0.29,	0,	0,	40.40,	
13782,	0.54,	0.50,	13733,	13780,	0.34,	0.37,	0,	0,	40.40,	
13881,	0.10,	0.00,	13833,	13880,	0.42,	0.42,	0,	0,	40.40,	
13979,	0.35,	0.00,	13932,	13979,	0.30,	0.26,	0,	0,	40.40,	
14080,	0.62,	0.50,	14031,	14078,	0.32,	0.16,	0,	0,	40.40,	
14179,	1.83,	2.00,	14131,	14178,	0.43,	0.29,	0,	0,	40.40,	
