817656,	989.82,	990.00,	816723,	817655,	991.27,	991.19,	0,	0,	41.95,	
818650,	988.77,	989.00,	817716,	818650,	990.70,	990.72,	0,	0,	41.95,	
819643,	988.77,	989.00,	818710,	819643,	989.95,	990.05,	0,	0,	41.95,	
820636,	995.16,	995.00,	819704,	820636,	995.16,	995.00,	1,	1,	41.95,	
821629,	1004.24,	1004.00,	820697,	821629,	1004.24,	1004.00,	1,	1,	41.95,	
822623,	1003.29,	1003.00,	821696,	822623,	1004.24,	1004.00,	0,	0,	41.95,	
823616,	1002.48,	1002.50,	822689,	823616,	1003.87,	1003.61,	0,	0,	41.95,	
824609,	1002.50,	1002.50,	823684,	824609,	1003.32,	1003.17,	0,	0,	41.95,	
825603,	1002.55,	1002.50,	824677,	825603,	1003.00,	1002.91,	0,	0,	41.95,	
826596,	1000.36,	1000.00,	825670,	826596,	1002.82,	1002.75,	0,	0,	41.95,	
827590,	1000.83,	1001.00,	826663,	827589,	1001.86,	1001.67,	0,	0,	41.95,	
828583,	1000.93,	1001.00,	827656,	828583,	1001.46,	1001.41,	0,	0,	41.95,	
829577,	1000.12,	1000.00,	828649,	829577,	1001.25,	1001.25,	0,	0,	41.95,	
830570,	999.95,	1000.00,	829642,	830570,	1000.81,	1000.76,	0,	0,	41.95,	
831563,	999.97,	1000.00,	830636,	831563,	1000.47,	1000.46,	0,	0,	41.95,	
832557,	1000.59,	1000.50,	831629,	832557,	1000.28,	1000.28,	0,	0,	41.95,	
833550,	999.69,	999.50,	832623,	833550,	1000.40,	1000.37,	0,	0,	41.95,	
834543,	999.88,	1000.00,	833614,	834543,	1000.12,	1000.03,	0,	0,	41.95,	
835536,	999.95,	1000.00,	834609,	835536,	1000.03,	1000.02,	0,	0,	41.95,	
836531,	1000.31,	1000.00,	835603,	836531,	1000.00,	1000.01,	0,	0,	41.95,	
837524,	999.93,	1000.00,	836597,	837524,	1000.12,	1000.01,	0,	0,	41.95,	
838517,	999.81,	1000.00,	837588,	838517,	1000.04,	1000.00,	0,	0,	41.95,	
