tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
4936159,4936734,4936734,-17343,-17241,42,-102,0,80.85714,407.1925,9.695061,0,9.5,4936734,4937209,4937209,-74315,-74426,111,113.2857,113.8881,2.711623,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4937280,4937817,4937817,-17379,-17241,42,-138,0,-59.28571,279.4322,6.653148,0,6.5,4937817,4938329,4938329,-74302,-74426,124,114.7143,113.6523,2.706007,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4938400,4938900,4938900,-17372,-17241,42,-131,0,-125.2857,146.8242,3.495813,0,0.0,4938900,4939450,4939450,-74295,-74426,131,117.1429,114.0681,2.715906,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4939520,4940081,4940082,-17350,-17241,42,-109,0,-117.8571,40.29314,0.959361,0,0.0,4940082,4940570,4940570,-74308,-74426,118,117.7143,115.2719,2.744568,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4940640,4941164,4941165,-17369,-17241,42,-128,0,-119.1429,-21.62269,-0.514826,0,0.0,4941165,4941690,4941691,-74303,-74426,123,119.0,116.2281,2.767335,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4941761,4942346,4942346,-17390,-17241,42,-149,0,-124.0,-59.80184,-1.423853,0,0.0,4942346,4942904,4942904,-74316,-74426,110,118.4286,117.3133,2.793173,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4942974,4943528,4943528,-17363,-17241,42,-122,0,-125.5714,-84.93542,-2.022272,0,0.0,4943528,4944025,4944025,-74316,-74426,110,118.1429,117.7499,2.803569,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4944146,4944709,4944710,-17365,-17241,42,-124,0,-128.7143,-100.8444,-2.401057,0,0.0,4944710,4945239,4945239,-74310,-74426,116,118.8571,117.9038,2.807232,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4945360,4945891,4945891,-17385,-17241,42,-144,0,-129.5714,-111.7555,-2.660844,0,0.0,4945891,4946359,4946359,-74319,-74426,107,116.4286,118.277,2.816119,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4946430,4946974,4946974,-17356,-17241,42,-115,0,-127.2857,-118.7304,-2.826915,0,0.0,4946974,4947479,4947480,-74289,-74426,137,117.2857,117.5533,2.798889,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4947550,4948057,4948058,-17397,-17241,42,-156,0,-134.0,-122.0798,-2.906662,0,0.0,4948058,4948600,4948600,-74330,-74426,96,114.1429,117.4486,2.796394,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4948721,4949239,4949239,-17347,-17241,42,-106,0,-130.8571,-126.7466,-3.017775,0,0.0,4949239,4949720,4949721,-74300,-74426,126,114.5714,116.1544,2.76558,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4949841,4950420,4950421,-17366,-17241,42,-125,0,-127.4286,-128.3559,-3.056092,0,0.0,4950421,4950934,4950934,-74298,-74426,128,117.1429,115.5347,2.750825,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4951005,4951503,4951504,-17375,-17241,42,-134,0,-129.1429,-127.9928,-3.047448,0,0.0,4951504,4952055,4952055,-74312,-74426,114,117.7143,116.1643,2.765816,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
4952125,4952685,4952685,-17379,-17241,42,-138,0,-131.1429,-128.4431,-3.058168,0,0.0,4952685,4953175,4953175,-74318,-74426,108,116.5714,116.7711,2.780264,0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
