tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
6676757,6677308,6677309,-71567,-75801,42,4234,0,4234.0,4234.0,100.8095,0,101,6677309,6677807,6677807,-94769,-113618,18849,18849.0,18849.0,448.7857,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,True,0,0,0
6677928,6678490,6678490,-71554,-75801,42,4247,0,4235.857,4234.0,100.8095,0,101,6678490,6679021,6679022,-94741,-113618,18877,18853.0,18849.0,448.7857,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6679092,6679671,6679671,-71557,-75801,42,4244,0,4237.286,4234.727,100.8268,0,101,6679671,6680141,6680141,-94742,-113618,18876,18856.86,18850.57,448.823,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6680212,6680754,6680754,-71563,-75801,42,4238,0,4237.857,4235.729,100.8507,0,101,6680754,6681261,6681261,-94723,-113618,18895,18863.43,18853.03,448.8817,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6681382,6681935,6681936,-71558,-75801,42,4243,0,4239.143,4236.562,100.8705,0,101,6681936,6682474,6682475,-94750,-113618,18868,18866.14,18857.1,448.9786,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6682546,6683116,6683117,-71572,-75801,42,4229,0,4238.429,4237.573,100.8946,0,101,6683117,6683595,6683595,-94745,-113618,18873,18869.57,18860.64,449.0629,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6683666,6684199,6684200,-71566,-75801,42,4235,0,4238.571,4237.908,100.9026,0,101,6684200,6684715,6684715,-94741,-113618,18877,18873.57,18864.14,449.1461,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6684837,6685381,6685381,-71551,-75801,42,4250,0,4240.857,4238.167,100.9088,0,101,6685381,6685928,6685929,-94738,-113618,18880,18878.0,18867.83,449.234,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6685999,6686562,6686562,-71552,-75801,42,4249,0,4241.143,4239.221,100.9338,0,101,6686562,6687049,6687049,-94748,-113618,18870,18877.0,18871.81,449.3288,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6687120,6687645,6687645,-71557,-75801,42,4244,0,4241.143,4239.973,100.9517,0,101,6687645,6688169,6688169,-94742,-113618,18876,18877.0,18873.84,449.3772,449.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6688240,6688826,6688826,-71553,-75801,42,4248,0,4242.571,4240.431,100.9626,0,101,6688826,6689382,6689383,-94736,-113618,18882,18875.14,18875.08,449.4066,449.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6689453,6690007,6690008,-71546,-75801,42,4255,0,4244.286,4241.269,100.9826,0,101,6690008,6690503,6690503,-94741,-113618,18877,18876.43,18875.1,449.4072,449.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6690574,6691090,6691091,-71556,-75801,42,4245,0,4246.571,4242.45,101.0107,0,101,6691091,6691623,6691623,-94749,-113618,18869,18875.86,18875.62,449.4196,449.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6691694,6692271,6692272,-71544,-75801,42,4257,0,4249.714,4244.063,101.0491,0,101,6692272,6692743,6692743,-94755,-113618,18863,18873.86,18875.71,449.4218,449.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6692814,6693354,6693355,-71519,-75801,42,4282,0,4254.286,4246.276,101.1018,0,101,6693355,6693863,6693863,-94776,-113618,18842,18868.43,18874.99,449.4045,449.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
