tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
2470127,2470128,2470128,0,0,42,0,0,0,0,0,0,0,2470128,2470712,2470713,-102745,-76795,-25950,-25941.57,-25937.4,-617.5571,-617,1.024414,0.75708,-0.064941,-50.87786,-1.824428,1.992366,-53.43366,94.90254,22.88294,False,0,0,0
2470781,2470782,2470783,0,0,42,0,0,0,0,0,0,0,2470783,2471366,2471366,-102754,-76795,-25959,-25944.43,-25939.03,-617.596,-617,1.054199,0.783691,-0.072998,-50.77099,-2.122137,1.625954,-53.25421,95.32132,22.78882,False,0,0,0
2471435,2471436,2471436,0,0,42,0,0,0,0,0,0,0,2471436,2472020,2472020,-102712,-76795,-25917,-25936.71,-25941.14,-617.6463,-617,1.023682,0.750977,-0.068604,-50.9313,-1.862595,1.89313,-53.62235,95.2194,22.93,False,0,0,0
2472088,2472089,2472090,0,0,42,0,0,0,0,0,0,0,2472090,2472673,2472674,-102738,-76795,-25943,-25938.29,-25939.41,-617.605,-617,1.03833,0.763428,-0.062256,-50.79389,-2.091603,1.717557,-53.58419,94.66181,22.78882,False,0,0,0
2472743,2472743,2472744,0,0,42,0,0,0,0,0,0,0,2472744,2473327,2473328,-102729,-76795,-25934,-25938.0,-25938.97,-617.5945,-617,1.026611,0.769043,-0.062744,-50.85496,-1.969466,1.954199,-53.07145,94.66405,22.93,False,0,0,0
2473396,2473396,2473397,0,0,42,0,0,0,0,0,0,0,2473397,2473981,2473981,-102740,-76795,-25945,-25939.43,-25938.59,-617.5854,-617,1.033203,0.770508,-0.068115,-51.12214,-2.045802,1.755725,-53.17933,95.05177,22.83588,False,0,0,0
2474050,2474051,2474051,0,0,42,0,0,0,0,0,0,0,2474051,2474635,2474635,-102735,-76795,-25940,-25941.14,-25938.92,-617.5933,-617,1.036621,0.764648,-0.067139,-50.70229,-2.053435,1.78626,-53.48092,95.01767,22.93,False,0,0,0
2474704,2474704,2474705,0,0,42,0,0,0,0,0,0,0,2474705,2475289,2475289,-102744,-76795,-25949,-25941.0,-25939.79,-617.614,-617,1.022949,0.751465,-0.063965,-50.87786,-2.10687,1.89313,-53.59991,94.86508,22.93,False,0,0,0
2475357,2475357,2475358,0,0,42,0,0,0,0,0,0,0,2475358,2475942,2475943,-102722,-76795,-25927,-25936.43,-25940.26,-617.6253,-617,1.028076,0.768066,-0.06543,-50.78626,-2.0,2.099237,-53.13743,94.86891,22.93,False,0,0,0
2476010,2476011,2476012,0,0,42,0,0,0,0,0,0,0,2476012,2476596,2476597,-102732,-76795,-25937,-25939.29,-25938.76,-617.5895,-617,1.030762,0.770264,-0.065918,-50.82443,-1.885496,1.618321,-53.1297,94.89114,23.02412,False,0,0,0
2476665,2476666,2476667,0,0,42,0,0,0,0,0,0,0,2476667,2477250,2477251,-102753,-76795,-25958,-25941.43,-25938.97,-617.5944,-617,1.0271,0.776367,-0.077148,-50.78626,-1.938931,1.832061,-52.77936,95.67469,23.07118,False,0,0,0
2477319,2477320,2477320,0,0,42,0,0,0,0,0,0,0,2477320,2477904,2477904,-102754,-76795,-25959,-25945.0,-25939.93,-617.6174,-617,1.028076,0.759522,-0.059814,-50.87023,-1.931298,1.717557,-53.45896,94.50269,22.88294,False,0,0,0
2477972,2477973,2477974,0,0,42,0,0,0,0,0,0,0,2477974,2478558,2478558,-102740,-76795,-25945,-25945.0,-25941.92,-617.6647,-617,1.02417,0.769775,-0.066162,-50.87786,-2.129771,1.748092,-52.9697,94.91227,22.93,False,0,0,0
2478626,2478627,2478628,0,0,42,0,0,0,0,0,0,0,2478628,2479211,2479212,-102740,-76795,-25945,-25945.71,-25943.12,-617.6934,-617,1.0271,0.758789,-0.069092,-50.96183,-1.900763,1.740458,-53.43093,95.20252,22.88294,False,0,0,0
2479280,2479281,2479282,0,0,42,0,0,0,0,0,0,0,2479282,2479865,2479866,-102742,-76795,-25947,-25945.43,-25944.14,-617.7175,-617,1.00708,0.748291,-0.061768,-50.99237,-2.061069,1.580153,-53.29324,94.71855,22.88294,False,0,0,0
