tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,calibrationFactor,relativeVal_WU1,realValue_WU_AngleAdj,realValue_WU_MovAvg1,realValue_WU_Filt1,realValue1,realValueFiltered,correctedValueFiltered1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,realValue2,correctedValueFiltered2,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO
6904911,6905483,6905483,-57152,-75801,42,18649,0,18650.86,18654.56,444.1562,0,444,6905483,6905959,6905959,-108383,-113618,5235,5229.429,5228.215,124.4813,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6906030,6906565,6906566,-57147,-75801,42,18654,0,18653.71,18653.11,444.1216,0,444,6906566,6907079,6907079,-108378,-113618,5240,5231.571,5228.69,124.4926,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6907150,6907648,6907649,-57145,-75801,42,18656,0,18653.43,18653.35,444.1273,0,444,6907649,6908199,6908199,-108370,-113618,5248,5234.857,5229.818,124.5195,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6908270,6908830,6908830,-57144,-75801,42,18657,0,18654.71,18653.38,444.128,0,444,6908830,6909319,6909320,-108383,-113618,5235,5233.857,5231.791,124.5665,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6909442,6910011,6910011,-57147,-75801,42,18654,0,18654.57,18653.9,444.1405,0,444,6910011,6910533,6910533,-108382,-113618,5236,5234.429,5232.6,124.5857,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6910605,6911192,6911192,-57137,-75801,42,18664,0,18656.43,18654.16,444.1468,0,444,6911193,6911747,6911747,-108382,-113618,5236,5235.714,5233.316,124.6028,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6911818,6912373,6912374,-57135,-75801,42,18666,0,18657.14,18655.05,444.1679,0,444,6912374,6912867,6912867,-108367,-113618,5251,5240.143,5234.255,124.6251,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6912989,6913555,6913555,-57157,-75801,42,18644,0,18656.43,18655.87,444.1873,0,444,6913555,6914081,6914081,-108410,-113618,5208,5236.286,5236.56,124.68,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6914152,6914736,6914736,-57149,-75801,42,18652,0,18656.14,18656.09,444.1926,0,444,6914736,6915294,6915295,-108388,-113618,5230,5234.857,5236.453,124.6774,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6915366,6915917,6915917,-57156,-75801,42,18645,0,18654.57,18656.11,444.1931,0,444,6915917,6916415,6916415,-108367,-113618,5251,5235.286,5235.828,124.6626,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6916486,6917000,6917000,-57129,-75801,42,18672,0,18656.71,18655.51,444.1788,0,444,6917000,6917535,6917535,-108359,-113618,5259,5238.714,5235.616,124.6575,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6917607,6918181,6918181,-57153,-75801,42,18648,0,18655.86,18655.98,444.19,0,444,6918181,6918655,6918655,-108373,-113618,5245,5240.0,5236.829,124.6864,124.5,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6918726,6919264,6919264,-57117,-75801,42,18684,0,18658.71,18655.93,444.1888,0,444,6919264,6919775,6919776,-108372,-113618,5246,5241.429,5238.07,124.716,125.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6919847,6920347,6920347,-57151,-75801,42,18650,0,18656.43,18657.02,444.2148,0,444,6920347,6920896,6920896,-108358,-113618,5260,5242.714,5239.385,124.7473,125.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
6920967,6921528,6921528,-57142,-75801,42,18659,0,18658.57,18656.79,444.2093,0,444,6921528,6922016,6922016,-108402,-113618,5216,5243.857,5240.688,124.7783,125.0,1.056885,0.725342,-0.070313,-51.03053,-2.137405,1.862595,-55.41288,95.53656,22.93,False,0,0,0
