tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
1279377.0,1279893.0,1279893.0,318404.0,9001.40527,9001.24512,9001.0,-0.22,-3.58,23.26,-66371.0,0.0,9000
1280170.0,1280686.0,1280686.0,318420.0,9001.78027,9001.30762,9001.0,-0.32,-3.58,23.26,-66371.0,0.0,9000
1280963.0,1281479.0,1281479.0,318416.0,9001.68652,9001.49316,9001.5,-0.08,-3.21,23.17,-66371.0,0.0,9000
1281756.0,1282272.0,1282272.0,318384.0,9000.9375,9001.56934,9001.5,-1.03,-3.61,23.17,-66371.0,0.0,9000
1282549.0,1283065.0,1283065.0,318413.0,9001.61621,9001.32227,9001.0,0.11,-3.23,23.12,-66371.0,0.0,9000
1283341.0,1283858.0,1283858.0,318335.0,8999.79102,9001.4375,9001.5,2.11,-3.88,23.21,-66371.0,0.0,9000
1284134.0,1284651.0,1284651.0,318081.0,8993.84961,8993.84961,8994.0,0.68,-4.75,23.21,-66371.0,0.0,9000
1284927.0,1285444.0,1285444.0,317915.0,8989.96582,8993.84961,8994.0,1.97,-3.24,23.21,-66371.0,0.0,9000
1285720.0,1286237.0,1286237.0,317351.0,8976.77148,8976.77148,8977.0,4.66,-3.61,23.12,-66371.0,0.0,9000
1286513.0,1287030.0,1287030.0,316719.0,8961.9873,8961.9873,8962.0,5.12,-2.88,23.17,-66371.0,0.0,9000
1287306.0,1287823.0,1287823.0,316004.0,8945.25977,8945.25977,8945.0,5.73,-3.22,23.21,-66371.0,0.0,9000
1288099.0,1288616.0,1288616.0,315360.0,8930.19434,8930.19434,8930.0,6.19,-2.8,23.17,-66371.0,0.0,9000
1288892.0,1289409.0,1289409.0,314717.0,8915.15234,8915.15234,8915.0,7.3,-3.9,23.21,-66371.0,0.0,9000
1289685.0,1290202.0,1290202.0,313962.0,8897.49023,8897.49023,8897.5,6.41,-3.79,23.26,-66371.0,0.0,9000
1290479.0,1290995.0,1290995.0,313241.0,8880.62305,8880.62305,8880.5,9.5,-1.4,23.21,-66371.0,0.0,9000
1291272.0,1291788.0,1291788.0,312632.0,8866.37598,8866.37598,8866.0,9.22,-3.47,23.17,-66371.0,0.0,9000
1292065.0,1292581.0,1292581.0,311749.0,8845.71875,8845.71875,8846.0,10.82,-3.46,23.12,-66371.0,0.0,9000
1292859.0,1293374.0,1293374.0,311549.0,8841.04004,8845.71875,8846.0,11.54,-3.3,23.17,-66371.0,0.0,9000
1293652.0,1294167.0,1294167.0,311124.0,8831.09766,8831.09766,8831.0,10.91,-3.69,23.26,-66371.0,0.0,9000
1294445.0,1294960.0,1294960.0,310430.0,8814.8623,8814.8623,8815.0,11.97,-4.28,23.26,-66371.0,0.0,9000
1295238.0,1295753.0,1295753.0,309161.0,8785.17578,8785.17578,8785.0,14.01,-3.64,23.21,-66371.0,0.0,9000
1296031.0,1296546.0,1296546.0,308089.0,8760.09668,8760.09668,8760.0,13.51,-4.05,23.26,-66371.0,0.0,9000
1296824.0,1297339.0,1297339.0,307114.0,8737.28809,8737.28809,8737.0,13.63,-3.34,23.17,-66371.0,0.0,9000
1297617.0,1298132.0,1298132.0,305881.0,8708.44336,8708.44336,8708.5,15.25,-3.46,23.17,-66371.0,0.0,9000
1298410.0,1298925.0,1298925.0,304651.0,8679.66895,8679.66895,8679.5,15.35,-2.54,23.31,-66371.0,0.0,9000
1299203.0,1299718.0,1299718.0,303904.0,8662.19336,8662.19336,8662.0,15.32,-2.96,23.26,-66371.0,0.0,9000
1299995.0,1300511.0,1300511.0,302691.0,8633.81641,8633.81641,8634.0,17.05,-2.91,23.26,-66371.0,0.0,9000
1300788.0,1301304.0,1301304.0,300395.0,8580.10449,8580.10449,8580.0,15.03,-4.61,23.17,-66371.0,0.0,9000
1301581.0,1302096.0,1302096.0,297514.0,8512.70605,8512.70605,8513.0,18.86,-2.19,23.21,-66371.0,0.0,9000
1302374.0,1302889.0,1302889.0,295578.0,8467.41504,8467.41504,8467.5,19.04,-2.73,23.21,-66371.0,0.0,9000
1303167.0,1303682.0,1303682.0,294258.0,8436.53516,8436.53516,8436.5,20.74,-2.57,23.26,-66371.0,0.0,9000
1303960.0,1304475.0,1304475.0,291523.0,8372.55273,8372.55273,8372.5,21.25,-2.72,23.21,-66371.0,0.0,9000
1304753.0,1305268.0,1305268.0,289419.0,8323.33203,8323.33203,8323.0,21.72,-2.45,23.17,-66371.0,0.0,9000
1305546.0,1306061.0,1306061.0,286946.0,8265.47852,8265.47852,8265.5,23.16,-3.69,23.21,-66371.0,0.0,9000
1306339.0,1306854.0,1306854.0,284507.0,8208.4209,8208.4209,8208.5,25.19,-3.96,23.17,-66371.0,0.0,9000
1307132.0,1307647.0,1307647.0,282051.0,8150.96533,8150.96533,8151.0,27.15,-2.67,23.21,-66371.0,0.0,9000
1307925.0,1308440.0,1308440.0,279412.0,8089.229,8089.229,8089.0,26.41,-3.45,23.31,-66371.0,0.0,9000
1308718.0,1309233.0,1309233.0,277654.0,8048.10254,8048.10254,8048.0,26.74,-3.18,23.21,-66371.0,0.0,9000
1309511.0,1310027.0,1310027.0,274436.0,7972.8208,7972.8208,7973.0,28.28,-2.77,23.17,-66371.0,0.0,9000
1310304.0,1310820.0,1310820.0,272876.0,7936.32617,7936.32617,7936.0,27.76,-3.05,23.21,-66371.0,0.0,9000
1311097.0,1311613.0,1311613.0,271763.0,7910.28857,7910.28857,7910.0,28.45,-3.54,23.21,-66371.0,0.0,9000
1311890.0,1312406.0,1312406.0,271033.0,7893.21094,7893.21094,7893.0,26.64,-2.58,23.17,-66371.0,0.0,9000
1312684.0,1313199.0,1313199.0,271277.0,7898.91895,7898.91895,7899.0,29.15,-3.53,23.26,-66371.0,0.0,9000
1313477.0,1313992.0,1313992.0,269300.0,7852.66943,7852.66943,7852.5,29.25,-1.91,23.12,-66371.0,0.0,9000
1314270.0,1314785.0,1314785.0,268666.0,7837.8374,7837.8374,7838.0,28.45,-3.59,23.21,-66371.0,0.0,9000
1315063.0,1315578.0,1315578.0,267960.0,7821.32129,7821.32129,7821.0,29.55,-2.61,23.26,-66371.0,0.0,9000
1315856.0,1316371.0,1316371.0,266645.0,7790.55859,7790.55859,7790.5,29.65,-2.4,23.17,-66371.0,0.0,9000
1316648.0,1317164.0,1317164.0,264818.0,7747.81787,7747.81787,7748.0,29.37,-2.3,23.21,-66371.0,0.0,9000
1317441.0,1317957.0,1317957.0,264568.0,7741.96924,7741.96924,7742.0,29.85,-1.02,23.21,-66371.0,0.0,9000
1318234.0,1318750.0,1318750.0,263553.0,7718.22412,7718.22412,7718.0,30.16,-3.69,23.21,-66371.0,0.0,9000
1319027.0,1319543.0,1319543.0,263350.0,7713.47559,7718.22412,7718.0,30.18,-2.03,23.17,-66371.0,0.0,9000
1319820.0,1320335.0,1320335.0,263694.0,7721.52295,7721.52295,7721.5,29.78,-3.78,23.17,-66371.0,0.0,9000
1320613.0,1321129.0,1321129.0,264264.0,7734.85742,7734.85742,7735.0,29.85,-2.07,23.12,-66371.0,0.0,9000
1321406.0,1321922.0,1321922.0,264419.0,7738.4834,7734.85742,7735.0,29.1,-3.02,23.21,-66371.0,0.0,9000
1322199.0,1322715.0,1322715.0,264802.0,7747.44336,7747.44336,7747.5,30.38,-2.91,23.12,-66371.0,0.0,9000
1322992.0,1323507.0,1323507.0,265295.0,7758.97656,7758.97656,7759.0,29.68,-2.72,23.17,-66371.0,0.0,9000
1323785.0,1324300.0,1324300.0,266221.0,7780.63916,7780.63916,7780.5,27.65,-3.73,23.17,-66371.0,0.0,9000
1324578.0,1325093.0,1325093.0,268564.0,7835.45117,7835.45117,7835.5,27.24,-2.97,23.17,-66371.0,0.0,9000
1325371.0,1325886.0,1325886.0,271354.0,7900.7207,7900.7207,7901.0,27.18,-3.72,23.26,-66371.0,0.0,9000
1326164.0,1326679.0,1326679.0,273610.0,7953.49707,7953.49707,7953.5,26.12,-2.73,23.12,-66371.0,0.0,9000
1326957.0,1327472.0,1327472.0,276470.0,8020.40381,8020.40381,8020.5,23.64,-2.46,23.21,-66371.0,0.0,9000
1327750.0,1328265.0,1328265.0,279527.0,8091.91943,8091.91943,8092.0,22.93,-2.58,23.17,-66371.0,0.0,9000
1328543.0,1329058.0,1329058.0,282699.0,8166.125,8166.125,8166.0,22.74,-3.78,23.12,-66371.0,0.0,9000
1329336.0,1329851.0,1329851.0,285688.0,8236.0498,8236.0498,8236.0,21.56,-3.34,23.17,-66371.0,0.0,9000
1330129.0,1330644.0,1330644.0,288304.0,8297.24805,8297.24805,8297.0,19.79,-3.87,23.17,-66371.0,0.0,9000
1330921.0,1331437.0,1331437.0,290798.0,8355.59277,8355.59277,8355.5,19.84,-3.38,23.17,-66371.0,0.0,9000
1331714.0,1332229.0,1332229.0,292729.0,8400.7666,8400.7666,8401.0,17.34,-3.16,23.17,-66371.0,0.0,9000
1332507.0,1333022.0,1333022.0,294370.0,8439.15527,8439.15527,8439.0,15.54,-2.64,23.12,-66371.0,0.0,9000
1333300.0,1333815.0,1333815.0,297619.0,8515.16211,8515.16211,8515.0,14.54,-3.99,23.21,-66371.0,0.0,9000
1334093.0,1334608.0,1334608.0,300739.0,8588.15137,8588.15137,8588.0,14.54,-3.73,23.21,-66371.0,0.0,9000
1334886.0,1335401.0,1335401.0,303129.0,8644.06348,8644.06348,8644.0,13.09,-2.78,23.21,-66371.0,0.0,9000
1335679.0,1336194.0,1336194.0,305445.0,8698.24316,8698.24316,8698.0,13.61,-3.59,23.26,-66371.0,0.0,9000
1336472.0,1336987.0,1336987.0,306802.0,8729.98926,8729.98926,8730.0,12.24,-3.79,23.17,-66371.0,0.0,9000
1337265.0,1337780.0,1337780.0,306737.0,8728.46875,8729.98926,8730.0,12.66,-3.6,23.21,-66371.0,0.0,9000
1338058.0,1338573.0,1338573.0,307444.0,8745.00781,8745.00781,8745.0,11.32,-2.9,23.26,-66371.0,0.0,9000
1338851.0,1339366.0,1339366.0,309096.0,8783.65527,8783.65527,8783.5,10.28,-3.35,23.21,-66371.0,0.0,9000
1339643.0,1340159.0,1340159.0,311370.0,8836.85254,8836.85254,8837.0,7.98,-3.79,23.17,-66371.0,0.0,9000
1340435.0,1340952.0,1340952.0,313133.0,8878.09668,8878.09668,8878.0,6.68,-3.58,23.12,-66371.0,0.0,9000
1341228.0,1341744.0,1341744.0,314093.0,8900.55469,8900.55469,8900.5,6.76,-2.82,23.12,-66371.0,0.0,9000
1342021.0,1342537.0,1342537.0,314432.0,8908.48535,8908.48535,8908.5,6.41,-3.67,23.17,-66371.0,0.0,9000
1342814.0,1343330.0,1343330.0,314976.0,8921.21094,8921.21094,8921.0,6.38,-3.89,23.12,-66371.0,0.0,9000
1343607.0,1344123.0,1344123.0,315016.0,8922.14746,8921.21094,8921.0,6.21,-4.2,23.17,-66371.0,0.0,9000
1344400.0,1344916.0,1344916.0,315393.0,8930.9668,8930.9668,8931.0,5.66,-2.55,23.12,-66371.0,0.0,9000
1345193.0,1345709.0,1345709.0,315691.0,8937.9375,8937.9375,8938.0,5.11,-4.56,23.12,-66371.0,0.0,9000
1345986.0,1346502.0,1346502.0,315839.0,8941.40039,8937.9375,8938.0,6.87,-2.53,23.17,-66371.0,0.0,9000
1346779.0,1347295.0,1347295.0,316409.0,8954.73437,8954.73437,8955.0,3.19,-4.09,23.21,-66371.0,0.0,9000
1347572.0,1348088.0,1348088.0,316931.0,8966.94629,8966.94629,8967.0,3.12,-2.73,23.17,-66371.0,0.0,9000
1348365.0,1348881.0,1348881.0,317096.0,8970.80664,8966.94629,8967.0,2.66,-4.06,23.12,-66371.0,0.0,9000
1349158.0,1349674.0,1349674.0,317352.0,8976.79492,8976.79492,8977.0,2.54,-2.93,23.17,-66371.0,0.0,9000
1349951.0,1350467.0,1350467.0,317353.0,8976.81836,8976.79492,8977.0,2.34,-3.45,23.17,-66371.0,0.0,9000
1350744.0,1351260.0,1351260.0,317468.0,8979.50879,8976.80469,8977.0,8.37,-2.64,23.17,-66371.0,0.0,9000
1351536.0,1352053.0,1352053.0,317692.0,8984.74902,8984.74902,8985.0,-0.01,-3.45,23.12,-66371.0,0.0,9000
1352330.0,1352846.0,1352846.0,317879.0,8989.12402,8984.74902,8985.0,1.47,-3.63,23.17,-66371.0,0.0,9000
1353122.0,1353638.0,1353638.0,317946.0,8990.69141,8986.46191,8986.5,1.89,-3.56,23.12,-66371.0,0.0,9000
1353915.0,1354431.0,1354431.0,317979.0,8991.46289,8988.11816,8988.0,1.93,-4.77,23.07,-66371.0,0.0,9000
1354708.0,1355224.0,1355224.0,318069.0,8993.56836,8989.42773,8989.5,1.17,-3.13,23.21,-66371.0,0.0,9000
1355501.0,1356017.0,1356017.0,318049.0,8993.10059,8991.04883,8991.0,0.78,-3.38,23.07,-66371.0,0.0,9000
1356294.0,1356810.0,1356810.0,318122.0,8994.80859,8991.85254,8992.0,1.23,-3.6,23.26,-66371.0,0.0,9000
1357087.0,1357603.0,1357603.0,318149.0,8995.44043,8993.00977,8993.0,0.35,-3.83,23.21,-66371.0,0.0,9000
1357880.0,1358396.0,1358396.0,318210.0,8996.86719,8993.96191,8994.0,0.54,-3.72,23.02,-66371.0,0.0,9000
