tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
1100222.0,1100742.0,1100742.0,-57934.0,196.10849,195.6895,195.5,0.56,-2.29,26.93,-66249.0,0.0,200
1101015.0,1101536.0,1101536.0,-57945.0,195.84904,195.85353,196.0,0.83,-2.38,26.93,-66249.0,0.0,200
1101809.0,1102329.0,1102329.0,-57932.0,196.15565,195.85178,196.0,0.39,-2.9,26.93,-66249.0,0.0,200
1102603.0,1103123.0,1103123.0,-57951.0,195.70753,195.97075,196.0,0.48,-2.78,26.93,-66249.0,0.0,200
1103396.0,1103917.0,1103917.0,-57961.0,195.47169,195.86769,196.0,0.48,-2.54,26.98,-66249.0,0.0,200
1104190.0,1104711.0,1104711.0,-57937.0,196.03773,195.71266,196.0,0.61,-1.99,26.88,-66249.0,0.0,200
1104984.0,1105504.0,1105504.0,-57941.0,195.94339,195.83994,196.0,0.48,-2.9,26.88,-66249.0,0.0,200
1105777.0,1106298.0,1106298.0,-57947.0,195.80188,195.88043,196.0,0.64,-2.5,26.93,-66249.0,0.0,200
1106571.0,1107092.0,1107092.0,-57952.0,195.68396,195.84969,196.0,0.63,-2.89,26.93,-66249.0,0.0,200
1107365.0,1107885.0,1107885.0,-57949.0,195.75471,195.78481,196.0,0.13,-2.38,26.88,-66249.0,0.0,200
1108158.0,1108679.0,1108679.0,-57944.0,195.87263,195.77303,196.0,0.55,-2.76,26.93,-66249.0,0.0,200
1108952.0,1109473.0,1109473.0,-57960.0,195.49527,195.81203,196.0,0.6,-2.67,26.88,-66249.0,0.0,200
1109746.0,1110266.0,1110266.0,-57949.0,195.75471,195.68802,195.5,0.77,-2.44,26.84,-66249.0,0.0,200
1110540.0,1111060.0,1111060.0,-57961.0,195.47169,195.71413,196.0,0.88,-2.31,26.93,-66249.0,0.0,200
1111333.0,1111854.0,1111854.0,-57962.0,195.4481,195.61922,195.5,0.64,-2.95,26.93,-66249.0,0.0,200
1112127.0,1112648.0,1112648.0,-57923.0,196.36792,195.55223,195.5,0.56,-2.93,26.98,-66249.0,0.0,200
1112921.0,1113441.0,1113441.0,-57960.0,195.49527,195.87157,196.0,0.38,-2.98,26.93,-66249.0,0.0,200
1113715.0,1114235.0,1114235.0,-57971.0,195.23584,195.72424,196.0,0.81,-2.53,26.93,-66249.0,0.0,200
1114508.0,1115029.0,1115029.0,-57952.0,195.68396,195.53304,195.5,0.65,-2.56,26.98,-66249.0,0.0,200
1115302.0,1115822.0,1115822.0,-57952.0,195.68396,195.59212,195.5,0.77,-2.42,26.93,-66249.0,0.0,200
1116096.0,1116616.0,1116616.0,-57944.0,195.87263,195.62808,195.5,0.62,-2.2,26.93,-66249.0,0.0,200
1116889.0,1117410.0,1117410.0,-57942.0,195.9198,195.72383,196.0,0.52,-2.55,26.88,-66249.0,0.0,200
1117683.0,1118203.0,1118203.0,-57929.0,196.22641,195.80055,196.0,0.57,-2.53,26.88,-66249.0,0.0,200
1118476.0,1118997.0,1118997.0,-57954.0,195.63678,195.96727,196.0,0.43,-2.53,26.93,-66249.0,0.0,200
1119270.0,1119791.0,1119791.0,-57963.0,195.42451,195.83789,196.0,0.68,-2.76,26.84,-66249.0,0.0,200
1120064.0,1120584.0,1120584.0,-57929.0,196.22641,195.67606,195.5,0.5,-2.71,26.84,-66249.0,0.0,200
1120857.0,1121378.0,1121378.0,-57961.0,195.47169,195.89151,196.0,0.46,-2.33,26.84,-66249.0,0.0,200
1121651.0,1122171.0,1122171.0,-57961.0,195.47169,195.72714,196.0,0.77,-2.79,26.84,-66249.0,0.0,200
1122445.0,1122965.0,1122965.0,-57933.0,196.13206,195.62714,195.5,0.53,-2.69,26.84,-66249.0,0.0,200
1123238.0,1123759.0,1123759.0,-57937.0,196.03773,195.82481,196.0,0.59,-2.63,26.93,-66249.0,0.0,200
1124032.0,1124553.0,1124553.0,-57964.0,195.40094,195.90817,196.0,0.63,-2.28,26.88,-66249.0,0.0,200
1124826.0,1125346.0,1125346.0,-57962.0,195.4481,195.70959,196.0,0.43,-2.18,26.93,-66249.0,0.0,200
1125619.0,1126140.0,1126140.0,-57922.0,196.39149,195.60722,195.5,0.31,-2.99,26.93,-66249.0,0.0,200
1126413.0,1126933.0,1126933.0,-57955.0,195.6132,195.91426,196.0,0.52,-2.64,26.84,-66249.0,0.0,200
1127207.0,1127727.0,1127727.0,-57950.0,195.73112,195.7964,196.0,0.76,-2.51,26.93,-66249.0,0.0,200
1128000.0,1128521.0,1128521.0,-57941.0,195.94339,195.77084,196.0,0.73,-2.55,26.88,-66249.0,0.0,200
1128794.0,1129314.0,1129314.0,-57963.0,195.42451,195.83839,196.0,0.35,-2.4,26.88,-66249.0,0.0,200
1129588.0,1130108.0,1130108.0,-57938.0,196.01414,195.67636,195.5,0.72,-2.66,26.84,-66249.0,0.0,200
1130381.0,1130902.0,1130902.0,-57949.0,195.75471,195.80861,196.0,0.4,-1.63,26.93,-66249.0,0.0,200
1131175.0,1131696.0,1131696.0,-57938.0,196.01414,195.78751,196.0,0.98,-2.74,26.93,-66249.0,0.0,200
1131969.0,1132489.0,1132489.0,-57955.0,195.6132,195.87624,196.0,0.41,-3.0,26.88,-66249.0,0.0,200
1132762.0,1133283.0,1133283.0,-57962.0,195.4481,195.77325,196.0,0.59,-2.65,26.88,-66249.0,0.0,200
1133556.0,1134077.0,1134077.0,-57957.0,195.56602,195.64597,195.5,0.57,-2.5,26.93,-66249.0,0.0,200
1134350.0,1134870.0,1134870.0,-57938.0,196.01414,195.61467,195.5,0.44,-2.33,26.88,-66249.0,0.0,200
1135143.0,1135664.0,1135664.0,-57929.0,196.22641,195.77106,196.0,0.48,-2.54,26.84,-66249.0,0.0,200
1135937.0,1136458.0,1136458.0,-57968.0,195.30659,195.94933,196.0,0.45,-2.73,26.93,-66249.0,0.0,200
1136731.0,1137251.0,1137251.0,-57948.0,195.77829,195.69769,195.5,0.87,-2.71,26.93,-66249.0,0.0,200
1137525.0,1138045.0,1138045.0,-57952.0,195.68396,195.72925,196.0,0.42,-2.83,26.88,-66249.0,0.0,200
1138318.0,1138839.0,1138839.0,-57943.0,195.89622,195.71152,196.0,0.55,-2.76,26.88,-66249.0,0.0,200
1139112.0,1139633.0,1139633.0,-57965.0,195.37735,195.78383,196.0,0.56,-3.32,26.98,-66249.0,0.0,200
1139906.0,1140426.0,1140426.0,-57924.0,196.34433,195.62469,195.5,0.06,-2.69,26.98,-66249.0,0.0,200
1140699.0,1141220.0,1141220.0,-57960.0,195.49527,195.90643,196.0,0.56,-2.42,26.74,-66249.0,0.0,200
1141493.0,1142014.0,1142014.0,-57952.0,195.68396,195.74547,196.0,0.75,-3.13,26.93,-66249.0,0.0,200
1142287.0,1142807.0,1142807.0,-57920.0,196.43867,195.72139,196.0,0.53,-2.99,26.93,-66249.0,0.0,200
1143080.0,1143601.0,1143601.0,-57940.0,195.96698,196.00221,196.0,0.47,-2.4,26.84,-66249.0,0.0,200
1143874.0,1144395.0,1144395.0,-57964.0,195.40094,195.98842,196.0,0.47,-2.13,26.88,-66249.0,0.0,200
1144668.0,1145188.0,1145188.0,-57976.0,195.11792,195.75842,196.0,0.39,-2.15,26.93,-66249.0,0.0,200
1145461.0,1145982.0,1145982.0,-57961.0,195.47169,195.50768,195.5,0.59,-2.38,26.88,-66249.0,0.0,200
1146255.0,1146775.0,1146775.0,-57942.0,195.9198,195.49359,195.5,0.21,-2.23,26.93,-66249.0,0.0,200
1147049.0,1147569.0,1147569.0,-57978.0,195.07076,195.66045,195.5,0.55,-2.43,26.88,-66249.0,0.0,200
1147842.0,1148363.0,1148363.0,-57951.0,195.70753,195.42958,195.5,0.54,-2.9,26.93,-66249.0,0.0,200
1148636.0,1149157.0,1149157.0,-57948.0,195.77829,195.53839,195.5,0.48,-2.25,26.93,-66249.0,0.0,200
1149430.0,1149950.0,1149950.0,-57946.0,195.82547,195.63231,195.5,0.43,-2.51,26.93,-66249.0,0.0,200
1150223.0,1150744.0,1150744.0,-57961.0,195.47169,195.70793,196.0,0.57,-2.66,26.88,-66249.0,0.0,200
1151017.0,1151537.0,1151537.0,-57962.0,195.4481,195.61545,195.5,0.64,-2.45,26.93,-66249.0,0.0,200
1151811.0,1152331.0,1152331.0,-57933.0,196.13206,195.54993,195.5,0.54,-2.35,26.93,-66249.0,0.0,200
