tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
10825097.0,10825611.0,10825611.0,-23698.0,999.97424,1000.39508,1000.0,-0.18,-0.31,26.27,-66443.0,0.0,1000
10825891.0,10826405.0,10826405.0,-23698.0,999.97424,1000.23035,1000.0,0.03,-0.41,26.22,-66443.0,0.0,1000
10826684.0,10827199.0,10827199.0,-23673.0,1000.55908,1000.13013,1000.0,0.04,-0.21,26.27,-66443.0,0.0,1000
10827479.0,10827992.0,10827992.0,-23685.0,1000.27838,1000.29803,1000.0,0.15,-0.32,26.32,-66443.0,0.0,1000
10828272.0,10828786.0,10828786.0,-23672.0,1000.58246,1000.29034,1000.0,0.06,-0.46,26.22,-66443.0,0.0,1000
10829066.0,10829580.0,10829580.0,-23701.0,999.90405,1000.40472,1000.5,0.15,-0.29,26.27,-66443.0,0.0,1000
10829859.0,10830373.0,10830373.0,-23700.0,999.92743,1000.20868,1000.0,-3.25,0.38,26.37,-66443.0,0.0,1000
10830652.0,10831167.0,10831167.0,-23712.0,999.64673,1000.09857,1000.0,-1.15,0.0,26.32,-66443.0,0.0,1000
10831446.0,10831961.0,10831961.0,-23744.0,998.89813,999.92169,1000.0,-2.26,-0.61,26.32,-66443.0,0.0,1000
10832240.0,10832755.0,10832755.0,-23771.0,998.26648,999.52094,999.5,-3.14,-0.88,26.41,-66443.0,0.0,1000
10833033.0,10833548.0,10833548.0,-23816.0,997.21375,999.02985,999.0,-6.12,-0.71,26.22,-66443.0,0.0,1000
10833826.0,10834342.0,10834342.0,-23894.0,995.38904,998.31885,998.0,-5.36,-0.31,26.32,-66443.0,0.0,1000
10834620.0,10835136.0,10835136.0,-23958.0,993.89178,997.17187,997.0,-6.11,-0.75,26.22,-66443.0,0.0,1000
10835414.0,10835930.0,10835930.0,-24020.0,992.44141,995.88776,996.0,-6.78,-0.21,26.13,-66443.0,0.0,1000
10836208.0,10836724.0,10836724.0,-24109.0,990.35931,994.53851,994.5,-7.76,-0.51,26.32,-66443.0,0.0,1000
10837002.0,10837518.0,10837518.0,-24188.0,988.51123,992.90234,993.0,-8.19,-0.97,26.32,-66443.0,0.0,1000
10837795.0,10838311.0,10838311.0,-24284.0,986.26538,991.18323,991.0,-9.72,-0.49,26.27,-66443.0,0.0,1000
10838589.0,10839105.0,10839105.0,-24384.0,983.92596,989.25787,989.0,-9.82,-0.57,26.41,-66443.0,0.0,1000
10839383.0,10839899.0,10839899.0,-24429.0,982.87323,987.17047,987.0,-9.29,-1.07,26.22,-66443.0,0.0,1000
10840177.0,10840693.0,10840693.0,-24456.0,982.24164,985.4881,985.5,-10.81,-0.23,26.27,-66443.0,0.0,1000
10840972.0,10841487.0,10841487.0,-24654.0,977.60962,984.2171,984.0,-12.44,-0.31,26.32,-66443.0,0.0,1000
10841766.0,10842280.0,10842280.0,-24885.0,972.20563,972.20563,972.0,-13.48,-0.2,26.27,-66443.0,0.0,1000
10842559.0,10843074.0,10843074.0,-25143.0,966.16998,966.16998,966.0,-14.58,-0.46,26.32,-66443.0,0.0,1000
10843353.0,10843868.0,10843868.0,-25493.0,957.98212,957.98212,958.0,-16.27,-0.45,26.22,-66443.0,0.0,1000
10844147.0,10844662.0,10844662.0,-25695.0,953.25653,957.98212,958.0,-16.96,-0.82,26.32,-66443.0,0.0,1000
10844941.0,10845455.0,10845455.0,-25990.0,946.35529,946.35529,946.0,-18.43,-0.53,26.27,-66443.0,0.0,1000
10845734.0,10846249.0,10846249.0,-26247.0,940.34308,940.34308,940.0,-19.1,-0.62,26.32,-66443.0,0.0,1000
10846528.0,10847043.0,10847043.0,-26567.0,932.85699,932.85699,933.0,-21.17,-0.59,26.27,-66443.0,0.0,1000
10847322.0,10847837.0,10847837.0,-26800.0,927.40619,927.40619,927.5,-25.57,-1.33,26.22,-66443.0,0.0,1000
10848116.0,10848630.0,10848630.0,-26987.0,923.03156,927.40619,927.5,-21.89,-0.87,26.22,-66443.0,0.0,1000
10848909.0,10849424.0,10849424.0,-27307.0,915.54547,915.54547,915.5,-22.56,0.23,26.41,-66443.0,0.0,1000
10849702.0,10850218.0,10850218.0,-27523.0,910.49237,910.49237,910.5,-23.34,-0.46,26.37,-66443.0,0.0,1000
10850497.0,10851011.0,10851011.0,-27718.0,905.93054,910.49237,910.5,-23.81,-0.41,26.27,-66443.0,0.0,1000
10851290.0,10851805.0,10851805.0,-28066.0,897.78949,897.78949,898.0,-23.91,-0.44,26.41,-66443.0,0.0,1000
10852084.0,10852599.0,10852599.0,-28332.0,891.56671,891.56671,891.5,-25.31,-0.23,26.32,-66443.0,0.0,1000
10852878.0,10853393.0,10853393.0,-28580.0,885.76501,885.76501,886.0,-26.19,-1.02,26.22,-66443.0,0.0,1000
10853672.0,10854186.0,10854186.0,-28924.0,877.71747,877.71747,878.0,-28.5,0.03,26.32,-66443.0,0.0,1000
10854464.0,10854980.0,10854980.0,-29548.0,863.11963,863.11963,863.0,-29.21,-0.86,26.27,-66443.0,0.0,1000
10855259.0,10855774.0,10855774.0,-29991.0,852.7561,852.7561,853.0,-30.2,-0.13,26.32,-66443.0,0.0,1000
10856053.0,10856567.0,10856567.0,-30335.0,844.70862,844.70862,845.0,-30.7,-0.27,26.32,-66443.0,0.0,1000
10856846.0,10857361.0,10857361.0,-30543.0,839.84265,844.70862,845.0,-29.58,-1.39,26.32,-66443.0,0.0,1000
10857640.0,10858155.0,10858155.0,-30706.0,836.02948,842.80359,843.0,-31.85,-0.91,26.37,-66443.0,0.0,1000
10858434.0,10858949.0,10858949.0,-30736.0,835.32764,840.15155,840.0,-31.21,-0.42,26.41,-66443.0,0.0,1000
10859228.0,10859742.0,10859742.0,-30730.0,835.46802,838.263,838.0,-31.49,-0.98,26.27,-66443.0,0.0,1000
10860021.0,10860536.0,10860536.0,-30775.0,834.41528,837.16876,837.0,-31.01,-1.35,26.22,-66443.0,0.0,1000
10860815.0,10861330.0,10861330.0,-30741.0,835.21069,836.09076,836.0,-31.47,-0.57,26.22,-66443.0,0.0,1000
10861609.0,10862123.0,10862123.0,-30758.0,834.81299,835.74622,836.0,-30.98,-1.29,26.37,-66443.0,0.0,1000
10862402.0,10862917.0,10862917.0,-30718.0,835.74872,835.38086,835.0,-31.53,-1.18,26.32,-66443.0,0.0,1000
10863196.0,10863711.0,10863711.0,-30743.0,835.16388,835.5249,835.5,-31.27,-1.09,26.32,-66443.0,0.0,1000
10863990.0,10864505.0,10864505.0,-30716.0,835.79553,835.38354,835.0,-31.25,-0.75,26.37,-66443.0,0.0,1000
10864784.0,10865298.0,10865298.0,-30734.0,835.37445,835.54486,835.5,-29.33,-0.35,26.32,-66443.0,0.0,1000
10865577.0,10866092.0,10866092.0,-30019.0,852.10107,852.10107,852.0,-28.73,-0.65,26.27,-66443.0,0.0,1000
10866371.0,10866886.0,10866886.0,-29268.0,869.66998,869.66998,869.5,-26.66,-0.34,26.32,-66443.0,0.0,1000
10867165.0,10867679.0,10867679.0,-28668.0,883.7063,883.7063,884.0,-24.56,-0.92,26.32,-66443.0,0.0,1000
10867958.0,10868473.0,10868473.0,-28159.0,895.61383,895.61383,895.5,-25.12,-0.09,26.37,-66443.0,0.0,1000
10868752.0,10869267.0,10869267.0,-27745.0,905.29895,905.29895,905.0,-23.65,0.14,26.32,-66443.0,0.0,1000
10869545.0,10870061.0,10870061.0,-27490.0,911.2644,911.2644,911.0,-21.55,-0.54,26.27,-66443.0,0.0,1000
10870340.0,10870854.0,10870854.0,-27004.0,922.63385,922.63385,922.5,-17.72,-1.0,26.37,-66443.0,0.0,1000
10871133.0,10871648.0,10871648.0,-26412.0,936.48309,936.48309,936.5,-19.29,-0.41,26.32,-66443.0,0.0,1000
10871927.0,10872442.0,10872442.0,-26103.0,943.71179,943.71179,944.0,-17.48,-0.45,26.37,-66443.0,0.0,1000
10872721.0,10873236.0,10873236.0,-25866.0,949.25616,949.25616,949.0,-17.71,-0.63,26.27,-66443.0,0.0,1000
10873515.0,10874029.0,10874029.0,-25660.0,954.07532,949.25616,949.0,-15.22,-0.21,26.46,-66443.0,0.0,1000
10874308.0,10874823.0,10874823.0,-25390.0,960.39166,960.39166,960.0,-14.11,-0.46,26.22,-66443.0,0.0,1000
10875102.0,10875617.0,10875617.0,-25087.0,967.48004,967.48004,967.5,-14.08,-0.69,26.37,-66443.0,0.0,1000
10875896.0,10876410.0,10876410.0,-24930.0,971.15289,967.48004,967.5,-13.07,0.42,26.32,-66443.0,0.0,1000
10876688.0,10877204.0,10877204.0,-24728.0,975.87848,968.91797,969.0,-10.95,-0.6,26.41,-66443.0,0.0,1000
10877483.0,10877998.0,10877998.0,-24447.0,982.45215,982.45215,982.5,-9.23,-0.47,26.27,-66443.0,0.0,1000
10878276.0,10878792.0,10878792.0,-24324.0,985.32965,982.45215,982.5,-8.98,-0.51,26.32,-66443.0,0.0,1000
10879070.0,10879585.0,10879585.0,-24209.0,988.0199,983.57867,983.5,-7.75,-0.42,26.37,-66443.0,0.0,1000
10879863.0,10880379.0,10880379.0,-24076.0,991.13135,985.31744,985.0,-6.3,0.0,26.32,-66443.0,0.0,1000
10880656.0,10881173.0,10881173.0,-24025.0,992.3244,987.59357,987.5,-6.01,-0.41,26.27,-66443.0,0.0,1000
10881451.0,10881967.0,10881967.0,-23946.0,994.17255,989.44568,989.5,-4.26,-1.03,26.37,-66443.0,0.0,1000
10882244.0,10882760.0,10882760.0,-23869.0,995.97388,991.29626,991.0,-3.46,-0.85,26.41,-66443.0,0.0,1000
10883038.0,10883554.0,10883554.0,-23748.0,998.80457,993.12756,993.0,-0.91,-0.26,26.37,-66443.0,0.0,1000
10883832.0,10884348.0,10884348.0,-23723.0,999.3894,995.3501,995.0,-1.64,-1.05,26.32,-66443.0,0.0,1000
