tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
9789485.0,9790002.0,9790002.0,19267.0,1998.40442,1998.04688,1998.0,-0.87,0.14,26.08,-66157.0,0.0,2000
9790278.0,9790796.0,9790796.0,19256.0,1998.14709,1998.18689,1998.0,-0.57,0.48,26.18,-66157.0,0.0,2000
9791072.0,9791590.0,9791590.0,19270.0,1998.47461,1998.17126,1998.0,-0.58,0.36,26.18,-66157.0,0.0,2000
9791866.0,9792384.0,9792384.0,19250.0,1998.00671,1998.29004,1998.0,-0.64,-0.13,26.22,-66157.0,0.0,2000
9792660.0,9793177.0,9793177.0,19232.0,1997.58569,1998.17908,1998.0,-0.77,-0.52,26.18,-66157.0,0.0,2000
9793454.0,9793971.0,9793971.0,19282.0,1998.75537,1997.94678,1998.0,-0.78,0.14,26.04,-66157.0,0.0,2000
9794247.0,9794765.0,9794765.0,19264.0,1998.33423,1998.26331,1998.0,-0.59,-0.15,26.08,-66157.0,0.0,2000
9795042.0,9795559.0,9795559.0,19247.0,1997.93665,1998.29114,1998.0,-0.56,-0.32,26.13,-66157.0,0.0,2000
9795836.0,9796353.0,9796353.0,19243.0,1997.84302,1998.15234,1998.0,-0.45,-0.08,26.18,-66157.0,0.0,2000
9796630.0,9797147.0,9797147.0,19267.0,1998.40442,1998.03125,1998.0,-0.95,-0.39,26.27,-66157.0,0.0,2000
9797423.0,9797940.0,9797940.0,19256.0,1998.14709,1998.17737,1998.0,-0.57,-0.32,26.13,-66157.0,0.0,2000
9798217.0,9798734.0,9798734.0,19240.0,1997.77283,1998.16553,1998.0,-0.56,0.08,26.13,-66157.0,0.0,2000
9799010.0,9799528.0,9799528.0,19236.0,1997.6792,1998.01184,1998.0,-0.52,-0.52,26.08,-66157.0,0.0,2000
9799805.0,9800322.0,9800322.0,19246.0,1997.91321,1997.88159,1998.0,-0.59,0.25,26.22,-66157.0,0.0,2000
9800598.0,9801116.0,9801116.0,19246.0,1997.91321,1997.89392,1998.0,-0.56,-0.22,26.13,-66157.0,0.0,2000
9801393.0,9801910.0,9801910.0,19279.0,1998.68518,1997.90149,1998.0,-0.58,-0.69,26.18,-66157.0,0.0,2000
9802187.0,9802704.0,9802704.0,19263.0,1998.31091,1998.20825,1998.0,-0.56,0.01,26.13,-66157.0,0.0,2000
9802980.0,9803498.0,9803498.0,19251.0,1998.03015,1998.24841,1998.0,-0.78,-0.01,26.22,-66157.0,0.0,2000
9803775.0,9804291.0,9804291.0,19218.0,1997.25818,1998.16296,1998.0,-0.56,-0.15,26.18,-66157.0,0.0,2000
9804568.0,9805085.0,9805085.0,19257.0,1998.17053,1997.80872,1998.0,-0.82,-0.45,26.08,-66157.0,0.0,2000
9805362.0,9805879.0,9805879.0,19291.0,1998.96594,1997.95044,1998.0,-0.38,-0.59,26.08,-66157.0,0.0,2000
9806156.0,9806673.0,9806673.0,19263.0,1998.31091,1998.34802,1998.0,-0.75,0.0,26.13,-66157.0,0.0,2000
9806949.0,9807467.0,9807467.0,19276.0,1998.61499,1998.3335,1998.0,-0.62,-0.06,26.13,-66157.0,0.0,2000
9807744.0,9808261.0,9808261.0,19251.0,1998.03015,1998.44373,1998.5,-0.84,0.2,26.13,-66157.0,0.0,2000
9808537.0,9809055.0,9809055.0,19259.0,1998.21729,1998.28174,1998.0,-0.49,-0.13,26.27,-66157.0,0.0,2000
9809331.0,9809848.0,9809848.0,19242.0,1997.81958,1998.25647,1998.0,-0.36,-0.1,26.13,-66157.0,0.0,2000
9810125.0,9810642.0,9810642.0,19253.0,1998.0769,1998.08545,1998.0,-0.78,-0.22,26.22,-66157.0,0.0,2000
9810919.0,9811436.0,9811436.0,19252.0,1998.05359,1998.08203,1998.0,-0.65,-0.1,26.13,-66157.0,0.0,2000
9811713.0,9812230.0,9812230.0,19267.0,1998.40442,1998.0708,1998.0,-0.6,0.34,26.18,-66157.0,0.0,2000
9812506.0,9813024.0,9813024.0,19262.0,1998.28748,1998.20142,1998.0,-0.8,0.15,26.18,-66157.0,0.0,2000
9813300.0,9813818.0,9813818.0,19225.0,1997.42188,1998.23511,1998.0,-0.22,-0.01,26.13,-66157.0,0.0,2000
9814094.0,9814611.0,9814611.0,19292.0,1998.98926,1997.91663,1998.0,-0.6,-0.29,26.18,-66157.0,0.0,2000
9814888.0,9815405.0,9815405.0,19275.0,1998.59167,1998.33655,1998.0,-0.69,0.11,26.08,-66157.0,0.0,2000
9815681.0,9816199.0,9816199.0,19265.0,1998.35767,1998.4364,1998.5,-0.25,0.06,26.13,-66157.0,0.0,2000
9816475.0,9816992.0,9816992.0,19262.0,1998.28748,1998.40564,1998.5,-0.6,0.11,26.18,-66157.0,0.0,2000
9817268.0,9817786.0,9817786.0,19257.0,1998.17053,1998.35938,1998.0,-0.36,-0.32,26.27,-66157.0,0.0,2000
9818063.0,9818580.0,9818580.0,19296.0,1999.08289,1998.28552,1998.0,-0.27,-0.18,26.13,-66157.0,0.0,2000
9818857.0,9819374.0,9819374.0,19251.0,1998.03015,1998.59778,1998.5,-0.34,0.11,26.18,-66157.0,0.0,2000
9819649.0,9820167.0,9820167.0,19256.0,1998.14709,1998.37549,1998.0,-0.86,0.33,26.18,-66157.0,0.0,2000
9820443.0,9820961.0,9820961.0,19251.0,1998.03015,1998.28601,1998.0,-0.7,-0.45,26.18,-66157.0,0.0,2000
9821238.0,9821755.0,9821755.0,19287.0,1998.87231,1998.18579,1998.0,-0.87,-0.5,26.13,-66157.0,0.0,2000
9822032.0,9822548.0,9822548.0,19286.0,1998.849,1998.45459,1998.5,-0.74,0.07,26.13,-66157.0,0.0,2000
9822824.0,9823342.0,9823342.0,19284.0,1998.80212,1998.60889,1998.5,-0.38,0.15,26.08,-66157.0,0.0,2000
9823618.0,9824136.0,9824136.0,19278.0,1998.66174,1998.68457,1998.5,-0.5,-0.08,26.18,-66157.0,0.0,2000
9824413.0,9824930.0,9824930.0,19276.0,1998.61499,1998.67566,1998.5,-1.14,-0.36,26.27,-66157.0,0.0,2000
9825207.0,9825723.0,9825723.0,19271.0,1998.49805,1998.65186,1998.5,-0.78,-0.01,26.13,-66157.0,0.0,2000
9826000.0,9826517.0,9826517.0,19258.0,1998.19397,1998.59167,1998.5,-0.81,0.0,26.13,-66157.0,0.0,2000
9826793.0,9827311.0,9827311.0,19238.0,1997.72607,1998.43604,1998.5,-0.67,0.03,26.18,-66157.0,0.0,2000
9827587.0,9828105.0,9828105.0,19257.0,1998.17053,1998.15808,1998.0,-0.31,0.0,26.13,-66157.0,0.0,2000
9828380.0,9828898.0,9828898.0,19242.0,1997.81958,1998.16296,1998.0,-0.5,-0.64,26.18,-66157.0,0.0,2000
9829175.0,9829692.0,9829692.0,19281.0,1998.73193,1998.02856,1998.0,-0.69,-0.17,26.13,-66157.0,0.0,2000
9829969.0,9830486.0,9830486.0,19275.0,1998.59167,1998.30396,1998.0,-0.69,0.13,26.13,-66157.0,0.0,2000
9830762.0,9831279.0,9831279.0,19283.0,1998.77881,1998.41663,1998.5,-0.81,-0.39,26.27,-66157.0,0.0,2000
9831556.0,9832073.0,9832073.0,19281.0,1998.73193,1998.55835,1998.5,-0.38,-0.17,26.18,-66157.0,0.0,2000
9832350.0,9832867.0,9832867.0,19276.0,1998.61499,1998.62634,1998.5,-0.34,-0.07,26.13,-66157.0,0.0,2000
9833144.0,9833661.0,9833661.0,19272.0,1998.52148,1998.62195,1998.5,-0.87,0.14,26.27,-66157.0,0.0,2000
9833936.0,9834454.0,9834454.0,19281.0,1998.73193,1998.58264,1998.5,-0.95,0.28,26.22,-66157.0,0.0,2000
9834730.0,9835248.0,9835248.0,19288.0,1998.89575,1998.64111,1998.5,-0.34,-0.25,26.08,-66157.0,0.0,2000
9835525.0,9836042.0,9836042.0,19269.0,1998.45129,1998.74072,1999.0,-0.22,-0.29,26.18,-66157.0,0.0,2000
9836319.0,9836836.0,9836836.0,19266.0,1998.3811,1998.62744,1998.5,-0.76,-0.17,26.13,-66157.0,0.0,2000
9837113.0,9837629.0,9837629.0,19276.0,1998.61499,1998.53101,1998.5,-0.87,-0.21,26.13,-66157.0,0.0,2000
9837906.0,9838423.0,9838423.0,19266.0,1998.3811,1998.56384,1998.5,-0.74,-0.14,26.13,-66157.0,0.0,2000
9838700.0,9839217.0,9839217.0,19293.0,1999.0127,1998.49231,1998.5,-0.59,0.0,26.13,-66157.0,0.0,2000
9839493.0,9840011.0,9840011.0,19280.0,1998.70862,1998.69592,1998.5,-0.5,0.04,26.13,-66157.0,0.0,2000
9840287.0,9840805.0,9840805.0,19294.0,1999.03613,1998.70081,1999.0,-0.58,-0.37,26.08,-66157.0,0.0,2000
9841082.0,9841599.0,9841599.0,19285.0,1998.82556,1998.83215,1999.0,-0.57,-0.01,26.04,-66157.0,0.0,2000
9841875.0,9842392.0,9842392.0,19262.0,1998.28748,1998.82959,1999.0,-0.64,0.08,26.13,-66157.0,0.0,2000
9842668.0,9843186.0,9843186.0,19277.0,1998.63843,1998.61743,1998.5,-0.83,0.25,26.22,-66157.0,0.0,2000
9843462.0,9843980.0,9843980.0,19269.0,1998.45129,1998.62561,1998.5,-0.49,-0.22,26.22,-66157.0,0.0,2000
9844257.0,9844774.0,9844774.0,19267.0,1998.40442,1998.55737,1998.5,-0.89,-0.17,26.13,-66157.0,0.0,2000
9845051.0,9845568.0,9845568.0,19273.0,1998.5448,1998.49756,1998.5,-0.46,-0.14,26.27,-66157.0,0.0,2000
9845845.0,9846361.0,9846361.0,19280.0,1998.70862,1998.51611,1998.5,-0.42,-0.35,26.13,-66157.0,0.0,2000
9846638.0,9847155.0,9847155.0,19283.0,1998.77881,1998.59143,1998.5,-0.25,-0.08,26.13,-66157.0,0.0,2000
9847432.0,9847949.0,9847949.0,19266.0,1998.3811,1998.66479,1998.5,-0.35,0.22,26.22,-66157.0,0.0,2000
9848225.0,9848742.0,9848742.0,19273.0,1998.5448,1998.55371,1998.5,-0.63,-0.14,26.18,-66157.0,0.0,2000
9849019.0,9849536.0,9849536.0,19284.0,1998.80212,1998.55029,1998.5,-0.42,-0.04,26.22,-66157.0,0.0,2000
9849813.0,9850330.0,9850330.0,19283.0,1998.77881,1998.64893,1998.5,-0.41,-0.08,26.22,-66157.0,0.0,2000
9850607.0,9851124.0,9851124.0,19288.0,1998.89575,1998.69971,1998.5,-0.84,-0.36,26.13,-66157.0,0.0,2000
9851401.0,9851917.0,9851917.0,19288.0,1998.89575,1998.77637,1999.0,-0.49,-0.22,26.13,-66157.0,0.0,2000
9852194.0,9852711.0,9852711.0,19284.0,1998.80212,1998.823,1999.0,-0.77,-0.5,26.18,-66157.0,0.0,2000
9852988.0,9853505.0,9853505.0,19281.0,1998.73193,1998.81482,1999.0,-0.63,-0.06,26.13,-66157.0,0.0,2000
9853782.0,9854299.0,9854299.0,19274.0,1998.56824,1998.78235,1999.0,-0.5,0.06,26.18,-66157.0,0.0,2000
9854574.0,9855092.0,9855092.0,19272.0,1998.52148,1998.69849,1998.5,-0.86,-0.39,26.13,-66157.0,0.0,2000
9855369.0,9855886.0,9855886.0,19263.0,1998.31091,1998.62915,1998.5,-0.61,0.13,26.13,-66157.0,0.0,2000
9856162.0,9856680.0,9856680.0,19268.0,1998.42786,1998.50464,1998.5,-0.94,0.21,26.27,-66157.0,0.0,2000
9856956.0,9857474.0,9857474.0,19258.0,1998.19397,1998.47461,1998.5,-0.65,-0.13,26.13,-66157.0,0.0,2000
9857751.0,9858267.0,9858267.0,19267.0,1998.40442,1998.36475,1998.0,-0.59,-0.32,26.18,-66157.0,0.0,2000
9858544.0,9859061.0,9859061.0,19267.0,1998.40442,1998.38037,1998.0,-0.64,-0.03,26.13,-66157.0,0.0,2000
9859338.0,9859855.0,9859855.0,19266.0,1998.3811,1998.38977,1998.0,-0.35,0.2,26.13,-66157.0,0.0,2000
9860131.0,9860649.0,9860649.0,19274.0,1998.56824,1998.38635,1998.0,-0.41,0.45,26.04,-66157.0,0.0,2000
9860924.0,9861442.0,9861442.0,19281.0,1998.73193,1998.45752,1998.5,-0.24,-0.07,26.08,-66157.0,0.0,2000
9861719.0,9862236.0,9862236.0,19309.0,1999.38696,1998.56494,1998.5,-0.79,-0.07,26.18,-66157.0,0.0,2000
9862513.0,9863030.0,9863030.0,19280.0,1998.70862,1998.88684,1999.0,-0.57,-0.18,26.22,-66157.0,0.0,2000
9863307.0,9863824.0,9863824.0,19279.0,1998.68518,1998.81702,1999.0,-0.69,-0.07,26.27,-66157.0,0.0,2000
9864101.0,9864617.0,9864617.0,19297.0,1999.10632,1998.76538,1999.0,-0.72,-0.67,26.13,-66157.0,0.0,2000
9864894.0,9865411.0,9865411.0,19265.0,1998.35767,1998.89893,1999.0,-0.34,-0.27,26.08,-66157.0,0.0,2000
9865688.0,9866205.0,9866205.0,19254.0,1998.10034,1998.68701,1998.5,-0.63,-0.25,26.13,-66157.0,0.0,2000
9866482.0,9866999.0,9866999.0,19269.0,1998.45129,1998.45728,1998.5,-0.66,0.01,26.13,-66157.0,0.0,2000
9867274.0,9867792.0,9867792.0,19296.0,1999.08289,1998.45496,1998.5,-0.35,0.1,26.18,-66157.0,0.0,2000
9868068.0,9868586.0,9868586.0,19266.0,1998.3811,1998.70081,1999.0,-0.59,0.39,26.22,-66157.0,0.0,2000
