tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
2073315.0,2073834.0,2073835.0,-28140.0,905.40094,904.78333,905.0,-0.87,-3.06,26.98,-66529.0,0.0,900
2074109.0,2074628.0,2074628.0,-28155.0,905.04712,905.02515,905.0,-0.8,-2.51,26.98,-66529.0,0.0,900
2074903.0,2075422.0,2075422.0,-28142.0,905.35376,905.03375,905.0,-0.55,-2.6,26.88,-66529.0,0.0,900
2075697.0,2076216.0,2076216.0,-28148.0,905.21222,905.159,905.0,-0.43,-2.68,27.02,-66529.0,0.0,900
2076491.0,2077010.0,2077010.0,-28156.0,905.02356,905.17981,905.0,-0.49,-2.5,26.93,-66529.0,0.0,900
2077284.0,2077804.0,2077804.0,-28158.0,904.97638,905.11865,905.0,-0.53,-3.04,27.02,-66529.0,0.0,900
2078078.0,2078598.0,2078598.0,-28150.0,905.16504,905.06299,905.0,-0.71,-3.07,26.98,-66529.0,0.0,900
2078872.0,2079392.0,2079392.0,-28165.0,904.81128,905.10297,905.0,-0.74,-2.83,26.93,-66529.0,0.0,900
2079666.0,2080186.0,2080186.0,-28142.0,905.35376,904.98883,905.0,-0.77,-2.28,27.02,-66529.0,0.0,900
2080460.0,2080980.0,2080980.0,-28157.0,904.99994,905.13171,905.0,-0.79,-2.77,26.93,-66529.0,0.0,900
2081254.0,2081773.0,2081773.0,-28151.0,905.14148,905.08014,905.0,-0.65,-2.72,26.98,-66529.0,0.0,900
2082048.0,2082567.0,2082567.0,-28163.0,904.85846,905.10419,905.0,-0.77,-2.79,27.02,-66529.0,0.0,900
2082841.0,2083361.0,2083361.0,-28138.0,905.44806,905.008,905.0,-0.76,-3.19,27.02,-66529.0,0.0,900
2083635.0,2084155.0,2084155.0,-28149.0,905.18866,905.1803,905.0,-0.97,-2.94,26.93,-66529.0,0.0,900
2084429.0,2084949.0,2084949.0,-28137.0,905.47168,905.18353,905.0,-0.77,-2.86,27.02,-66529.0,0.0,900
2085223.0,2085743.0,2085743.0,-28157.0,904.99994,905.29639,905.0,-0.91,-3.11,26.98,-66529.0,0.0,900
2086017.0,2086537.0,2086537.0,-28142.0,905.35376,905.18036,905.0,-0.91,-2.02,26.93,-66529.0,0.0,900
2086811.0,2087330.0,2087330.0,-28152.0,905.11792,905.24823,905.0,-0.6,-2.67,26.98,-66529.0,0.0,900
2087605.0,2088124.0,2088124.0,-28158.0,904.97638,905.1972,905.0,-0.52,-2.7,26.98,-66529.0,0.0,900
2088399.0,2088918.0,2088918.0,-28160.0,904.9292,905.11078,905.0,-0.62,-2.63,26.98,-66529.0,0.0,900
2089192.0,2089712.0,2089712.0,-28175.0,904.57544,905.03967,905.0,-0.67,-3.24,27.02,-66529.0,0.0,900
2089986.0,2090506.0,2090506.0,-28151.0,905.14148,904.85797,905.0,-0.7,-2.73,26.93,-66529.0,0.0,900
2090780.0,2091300.0,2091300.0,-28164.0,904.8349,904.96899,905.0,-0.56,-2.84,26.93,-66529.0,0.0,900
2091574.0,2092094.0,2092094.0,-28175.0,904.57544,904.9165,905.0,-0.8,-2.44,26.98,-66529.0,0.0,900
2092368.0,2092887.0,2092887.0,-28166.0,904.78772,904.78302,905.0,-0.7,-2.9,26.93,-66529.0,0.0,900
2093162.0,2093681.0,2093681.0,-28149.0,905.18866,904.78485,905.0,-0.71,-2.36,26.98,-66529.0,0.0,900
2093956.0,2094475.0,2094475.0,-28178.0,904.5047,904.94293,905.0,-0.9,-2.47,26.93,-66529.0,0.0,900
2094750.0,2095269.0,2095269.0,-28170.0,904.69336,904.77136,905.0,-0.64,-2.84,26.93,-66529.0,0.0,900
2095543.0,2096063.0,2096063.0,-28153.0,905.0943,904.74084,905.0,-0.8,-3.01,26.79,-66529.0,0.0,900
2096337.0,2096857.0,2096857.0,-28157.0,904.99994,904.87921,905.0,-0.76,-2.33,27.07,-66529.0,0.0,900
2097131.0,2097651.0,2097651.0,-28164.0,904.8349,904.92651,905.0,-0.74,-2.69,26.93,-66529.0,0.0,900
2097925.0,2098445.0,2098445.0,-28158.0,904.97638,904.89062,905.0,-0.66,-2.89,26.93,-66529.0,0.0,900
2098719.0,2099238.0,2099238.0,-28167.0,904.7641,904.92426,905.0,-0.89,-2.36,26.88,-66529.0,0.0,900
2099513.0,2100032.0,2100032.0,-28146.0,905.2594,904.86157,905.0,-0.52,-2.58,26.98,-66529.0,0.0,900
2100307.0,2100826.0,2100826.0,-28152.0,905.11792,905.01733,905.0,-0.95,-2.85,26.93,-66529.0,0.0,900
2101101.0,2101620.0,2101620.0,-28158.0,904.97638,905.0567,905.0,-0.98,-2.52,27.02,-66529.0,0.0,900
2101895.0,2102414.0,2102414.0,-28161.0,904.90564,905.02527,905.0,-0.83,-2.68,27.02,-66529.0,0.0,900
2102689.0,2103208.0,2103208.0,-28154.0,905.07074,904.97845,905.0,-0.77,-2.96,26.98,-66529.0,0.0,900
2103483.0,2104002.0,2104002.0,-28198.0,904.03296,905.01459,905.0,-0.69,-3.21,27.07,-66529.0,0.0,900
2104277.0,2104796.0,2104796.0,-28112.0,906.06128,904.63025,904.5,-0.69,-2.84,27.02,-66529.0,0.0,900
2105071.0,2105590.0,2105590.0,-28164.0,904.8349,905.19049,905.0,-0.99,-2.8,26.88,-66529.0,0.0,900
2105865.0,2106384.0,2106384.0,-28181.0,904.43396,905.05127,905.0,-1.09,-3.29,27.02,-66529.0,0.0,900
2106659.0,2107178.0,2107178.0,-28161.0,904.90564,904.80957,905.0,-0.78,-2.75,26.98,-66529.0,0.0,900
2107453.0,2107972.0,2107972.0,-28162.0,904.88202,904.84717,905.0,-0.42,-2.7,26.93,-66529.0,0.0,900
2108247.0,2108766.0,2108766.0,-28164.0,904.8349,904.86078,905.0,-0.84,-3.06,26.93,-66529.0,0.0,900
2109040.0,2109560.0,2109560.0,-28142.0,905.35376,904.85065,905.0,-0.91,-2.83,26.98,-66529.0,0.0,900
2109834.0,2110354.0,2110354.0,-28166.0,904.78772,905.04761,905.0,-0.88,-2.76,26.93,-66529.0,0.0,900
2110628.0,2111148.0,2111148.0,-28165.0,904.81128,904.94586,905.0,-0.67,-2.9,27.02,-66529.0,0.0,900
2111422.0,2111942.0,2111942.0,-28161.0,904.90564,904.89319,905.0,-1.01,-2.9,26.98,-66529.0,0.0,900
2112216.0,2112736.0,2112736.0,-28180.0,904.45752,904.89807,905.0,-0.91,-2.63,26.98,-66529.0,0.0,900
2113010.0,2113530.0,2113530.0,-28178.0,904.5047,904.72559,905.0,-0.59,-2.96,26.98,-66529.0,0.0,900
2113804.0,2114324.0,2114324.0,-28153.0,905.0943,904.6391,904.5,-0.88,-2.97,26.84,-66529.0,0.0,900
2114598.0,2115118.0,2115118.0,-28165.0,904.81128,904.81732,905.0,-0.7,-2.42,26.98,-66529.0,0.0,900
2115392.0,2115912.0,2115912.0,-28164.0,904.8349,904.815,905.0,-0.78,-3.01,26.98,-66529.0,0.0,900
2116186.0,2116706.0,2116706.0,-28151.0,905.14148,904.82281,905.0,-0.81,-3.25,27.02,-66529.0,0.0,900
2116980.0,2117500.0,2117500.0,-28139.0,905.4245,904.94763,905.0,-1.13,-2.71,26.88,-66529.0,0.0,900
2117774.0,2118294.0,2118294.0,-28165.0,904.81128,905.13434,905.0,-0.98,-2.48,27.02,-66529.0,0.0,900
2118569.0,2119088.0,2119088.0,-28158.0,904.97638,905.00787,905.0,-0.76,-2.59,26.98,-66529.0,0.0,900
2119363.0,2119882.0,2119882.0,-28156.0,905.02356,904.99554,905.0,-0.73,-2.33,26.93,-66529.0,0.0,900
2120156.0,2120676.0,2120676.0,-28144.0,905.30658,905.00653,905.0,-1.06,-2.74,27.02,-66529.0,0.0,900
2120950.0,2121470.0,2121470.0,-28179.0,904.48108,905.12402,905.0,-0.96,-3.16,26.93,-66529.0,0.0,900
2121744.0,2122264.0,2122264.0,-28168.0,904.74054,904.87225,905.0,-1.31,-2.4,26.98,-66529.0,0.0,900
2122538.0,2123058.0,2123058.0,-28158.0,904.97638,904.82068,905.0,-0.84,-2.82,27.07,-66529.0,0.0,900
2123332.0,2123852.0,2123852.0,-28154.0,905.07074,904.88165,905.0,-1.07,-2.78,27.07,-66529.0,0.0,900
2124126.0,2124646.0,2124646.0,-28154.0,905.07074,904.95569,905.0,-0.8,-2.17,26.93,-66529.0,0.0,900
2124920.0,2125439.0,2125439.0,-28165.0,904.81128,905.00073,905.0,-0.6,-2.52,26.98,-66529.0,0.0,900
2125714.0,2126233.0,2126233.0,-28165.0,904.81128,904.92657,905.0,-0.69,-2.81,26.93,-66529.0,0.0,900
2126508.0,2127027.0,2127027.0,-28166.0,904.78772,904.88147,905.0,-0.8,-2.73,26.93,-66529.0,0.0,900
2127302.0,2127821.0,2127821.0,-28151.0,905.14148,904.84473,905.0,-0.82,-2.15,26.98,-66529.0,0.0,900
2128096.0,2128615.0,2128615.0,-28149.0,905.18866,904.96094,905.0,-1.06,-2.38,26.98,-66529.0,0.0,900
2128890.0,2129409.0,2129409.0,-28171.0,904.6698,905.05011,905.0,-0.71,-2.6,26.98,-66529.0,0.0,900
2129683.0,2130203.0,2130203.0,-28165.0,904.81128,904.90125,905.0,-0.75,-2.56,27.02,-66529.0,0.0,900
2130477.0,2130997.0,2130997.0,-28168.0,904.74054,904.86603,905.0,-1.05,-3.11,27.02,-66529.0,0.0,900
2131271.0,2131791.0,2131791.0,-28159.0,904.95282,904.81689,905.0,-0.91,-3.17,27.07,-66529.0,0.0,900
2132065.0,2132585.0,2132585.0,-28161.0,904.90564,904.87006,905.0,-1.03,-2.74,26.93,-66529.0,0.0,900
2132859.0,2133379.0,2133379.0,-28186.0,904.31598,904.88397,905.0,-0.73,-2.72,27.07,-66529.0,0.0,900
2133654.0,2134173.0,2134173.0,-28156.0,905.02356,904.66156,904.5,-0.97,-2.61,27.07,-66529.0,0.0,900
2134447.0,2134967.0,2134967.0,-28174.0,904.599,904.80328,905.0,-0.94,-2.96,26.93,-66529.0,0.0,900
2135242.0,2135761.0,2135761.0,-28150.0,905.16504,904.72333,905.0,-0.91,-2.87,26.93,-66529.0,0.0,900
