tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,realValue,realValueFiltered,correctedValueFiltered,thetadeg,phideg,myTmp,OFFSET,tareButtonFlank,realWeight
167601.0,168120.0,168120.0,233012.0,7003.75,7004.4458,7004.5,0.18,-2.8,22.46,-66371.0,0.0,7000
168394.0,168913.0,168913.0,233049.0,7004.61523,7004.17334,7004.0,0.21,-3.11,22.46,-66371.0,0.0,7000
169187.0,169706.0,169706.0,232998.0,7003.42236,7004.34619,7004.0,0.36,-3.05,22.41,-66371.0,0.0,7000
169979.0,170499.0,170499.0,233024.0,7004.03076,7003.98437,7004.0,0.43,-3.42,22.6,-66371.0,0.0,7000
170772.0,171292.0,171292.0,233016.0,7003.84326,7004.00244,7004.0,0.23,-3.25,22.51,-66371.0,0.0,7000
171565.0,172085.0,172085.0,233051.0,7004.66211,7003.93994,7004.0,0.32,-3.22,22.55,-66371.0,0.0,7000
172358.0,172877.0,172877.0,233062.0,7004.91943,7004.22266,7004.0,0.01,-3.8,22.51,-66371.0,0.0,7000
173151.0,173670.0,173670.0,233091.0,7005.59814,7004.49512,7004.5,-0.59,-3.13,22.41,-66371.0,0.0,7000
173945.0,174463.0,174463.0,233080.0,7005.34082,7004.92676,7005.0,0.81,-2.97,22.6,-66371.0,0.0,7000
174737.0,175256.0,175256.0,233146.0,7006.88477,7005.08887,7005.0,-1.85,-3.16,22.51,-66371.0,0.0,7000
175531.0,176049.0,176049.0,233123.0,7006.34668,7005.79199,7006.0,-1.86,-3.51,22.46,-66371.0,0.0,7000
176324.0,176842.0,176842.0,233055.0,7004.75586,7006.00928,7006.0,-2.58,-3.54,22.55,-66371.0,0.0,7000
177117.0,177635.0,177635.0,232999.0,7003.4458,7005.51855,7005.5,-3.55,-3.36,22.55,-66371.0,0.0,7000
177910.0,178428.0,178428.0,232874.0,7000.52148,7004.70703,7005.0,-3.76,-3.74,22.51,-66371.0,0.0,7000
178703.0,179221.0,179221.0,232797.0,6998.72021,7003.06836,7003.0,-9.4,-4.02,22.46,-66371.0,0.0,7000
179496.0,180014.0,180014.0,232619.0,6994.55615,7001.36621,7001.0,-4.51,-4.39,22.55,-66371.0,0.0,7000
180289.0,180807.0,180807.0,232535.0,6992.59082,6998.7002,6999.0,-4.96,-3.16,22.46,-66371.0,0.0,7000
181082.0,181600.0,181600.0,232464.0,6990.93018,6996.30811,6996.0,-3.16,-3.24,22.51,-66371.0,0.0,7000
181875.0,182393.0,182393.0,232370.0,6988.73096,6994.20264,6994.0,-3.69,-2.63,22.6,-66371.0,0.0,7000
182667.0,183186.0,183186.0,232293.0,6986.92969,6992.06055,6992.0,-5.27,-2.92,22.6,-66371.0,0.0,7000
183460.0,183979.0,183979.0,232114.0,6982.74219,6990.05176,6990.0,-5.57,-4.07,22.6,-66371.0,0.0,7000
184253.0,184771.0,184771.0,231772.0,6974.74121,6974.74121,6975.0,-6.85,-3.26,22.41,-66371.0,0.0,7000
185046.0,185564.0,185564.0,231262.0,6962.81055,6962.81055,6963.0,-8.12,-3.63,22.51,-66371.0,0.0,7000
185839.0,186357.0,186357.0,230684.0,6949.28857,6949.28857,6949.0,-9.52,-3.62,22.55,-66371.0,0.0,7000
186632.0,187150.0,187150.0,230198.0,6937.91943,6937.91943,6938.0,-10.97,-3.45,22.55,-66371.0,0.0,7000
187426.0,187943.0,187943.0,229940.0,6931.88379,6931.88379,6932.0,-10.06,-3.75,22.55,-66371.0,0.0,7000
188219.0,188736.0,188736.0,229677.0,6925.73096,6925.73096,6926.0,-10.64,-3.18,22.51,-66371.0,0.0,7000
189012.0,189529.0,189529.0,228859.0,6906.59473,6906.59473,6906.5,-11.42,-3.63,22.6,-66371.0,0.0,7000
189805.0,190322.0,190322.0,228138.0,6889.72754,6889.72754,6890.0,-11.66,-4.21,22.51,-66371.0,0.0,7000
190598.0,191115.0,191115.0,227224.0,6868.3457,6868.3457,6868.0,-12.29,-4.24,22.55,-66371.0,0.0,7000
191391.0,191908.0,191908.0,226493.0,6851.24463,6851.24463,6851.0,-14.52,-4.11,22.51,-66371.0,0.0,7000
192183.0,192701.0,192701.0,225531.0,6828.73975,6828.73975,6829.0,-20.96,-4.68,22.55,-66371.0,0.0,7000
192976.0,193493.0,193493.0,224374.0,6801.67285,6801.67285,6801.5,-15.08,-3.73,22.55,-66371.0,0.0,7000
193769.0,194286.0,194286.0,222772.0,6764.1958,6764.1958,6764.0,-17.97,-4.23,22.55,-66371.0,0.0,7000
194562.0,195079.0,195079.0,221127.0,6725.71289,6725.71289,6726.0,-17.9,-2.88,22.55,-66371.0,0.0,7000
195355.0,195872.0,195872.0,219793.0,6694.50537,6694.50537,6694.5,-19.47,-4.01,22.6,-66371.0,0.0,7000
196148.0,196665.0,196665.0,219006.0,6676.09424,6676.09424,6676.0,-19.19,-4.0,22.51,-66371.0,0.0,7000
196941.0,197458.0,197458.0,217899.0,6650.19727,6650.19727,6650.0,-20.44,-3.84,22.55,-66371.0,0.0,7000
197733.0,198251.0,198251.0,217041.0,6630.125,6630.125,6630.0,-21.61,-4.42,22.46,-66371.0,0.0,7000
198526.0,199043.0,199043.0,215512.0,6594.35596,6594.35596,6594.0,-20.98,-4.29,22.6,-66371.0,0.0,7000
199319.0,199836.0,199836.0,214419.0,6568.78613,6568.78613,6569.0,-21.74,-4.54,22.65,-66371.0,0.0,7000
200112.0,200629.0,200629.0,214216.0,6564.03711,6568.78613,6569.0,-21.31,-4.42,22.55,-66371.0,0.0,7000
200905.0,201422.0,201422.0,213000.0,6535.59033,6535.59033,6535.5,-23.63,-4.1,22.51,-66371.0,0.0,7000
201698.0,202215.0,202215.0,210931.0,6487.18799,6487.18799,6487.0,-24.03,-4.46,22.55,-66371.0,0.0,7000
202491.0,203008.0,203008.0,209168.0,6445.94434,6445.94434,6446.0,-25.43,-4.41,22.6,-66371.0,0.0,7000
203284.0,203801.0,203801.0,207179.0,6399.41406,6399.41406,6399.5,-25.85,-3.95,22.6,-66371.0,0.0,7000
204077.0,204594.0,204594.0,205872.0,6368.83789,6368.83789,6369.0,-26.36,-3.56,22.55,-66371.0,0.0,7000
204870.0,205387.0,205387.0,205794.0,6367.01318,6368.83789,6369.0,-26.82,-6.55,22.6,-66371.0,0.0,7000
205663.0,206180.0,206180.0,203945.0,6323.75781,6323.75781,6324.0,-29.64,-4.69,22.65,-66371.0,0.0,7000
206456.0,206973.0,206973.0,202029.0,6278.93506,6278.93506,6279.0,-28.38,-4.95,22.69,-66371.0,0.0,7000
207249.0,207766.0,207766.0,200815.0,6250.53516,6250.53516,6250.5,-27.18,-3.7,22.55,-66371.0,0.0,7000
208042.0,208559.0,208559.0,199660.0,6223.51514,6223.51514,6223.5,-28.95,-4.63,22.55,-66371.0,0.0,7000
208835.0,209352.0,209352.0,198925.0,6206.32031,6206.32031,6206.0,-29.7,-4.61,22.6,-66371.0,0.0,7000
209628.0,210145.0,210145.0,197575.0,6174.73877,6174.73877,6175.0,-29.73,-4.61,22.55,-66371.0,0.0,7000
210421.0,210938.0,210938.0,196770.0,6155.90625,6155.90625,6156.0,-29.94,-5.36,22.55,-66371.0,0.0,7000
211214.0,211731.0,211731.0,196079.0,6139.74121,6139.74121,6140.0,-29.62,-4.38,22.65,-66371.0,0.0,7000
212007.0,212524.0,212524.0,196411.0,6147.50781,6147.50781,6147.5,-36.1,-5.34,22.6,-66371.0,0.0,7000
212800.0,213317.0,213317.0,194780.0,6109.35254,6109.35254,6109.0,-31.12,-4.84,22.51,-66371.0,0.0,7000
213593.0,214110.0,214110.0,194813.0,6110.12451,6109.35254,6109.0,-30.86,-4.9,22.55,-66371.0,0.0,7000
214386.0,214903.0,214903.0,194622.0,6105.65625,6109.65479,6109.5,-31.03,-5.53,22.6,-66371.0,0.0,7000
215179.0,215696.0,215696.0,194832.0,6110.56885,6108.08936,6108.0,-30.75,-5.09,22.51,-66371.0,0.0,7000
215972.0,216489.0,216489.0,194585.0,6104.79053,6104.79053,6105.0,-30.85,-4.57,22.65,-66371.0,0.0,7000
216765.0,217282.0,217282.0,194838.0,6110.70947,6110.70947,6111.0,-31.14,-4.38,22.6,-66371.0,0.0,7000
217558.0,218075.0,218075.0,194582.0,6104.7207,6104.7207,6105.0,-30.86,-5.08,22.6,-66371.0,0.0,7000
218351.0,218868.0,218868.0,194843.0,6110.82617,6110.82617,6111.0,-30.53,-5.41,22.6,-66371.0,0.0,7000
219144.0,219661.0,219661.0,194574.0,6104.5332,6104.5332,6104.5,-31.08,-3.99,22.6,-66371.0,0.0,7000
219937.0,220454.0,220454.0,196462.0,6148.70117,6148.70117,6149.0,-28.73,-4.88,22.51,-66371.0,0.0,7000
220730.0,221247.0,221247.0,199752.0,6225.66699,6225.66699,6225.5,-28.21,-5.18,22.6,-66371.0,0.0,7000
221523.0,222040.0,222040.0,203110.0,6304.22412,6304.22412,6304.0,-27.38,-4.56,22.51,-66371.0,0.0,7000
222316.0,222833.0,222833.0,205850.0,6368.32324,6368.32324,6368.0,-16.89,-3.47,22.65,-66371.0,0.0,7000
223109.0,223626.0,223626.0,208260.0,6424.70264,6424.70264,6425.0,-23.83,-4.77,22.55,-66371.0,0.0,7000
223902.0,224419.0,224419.0,209034.0,6442.80957,6442.80957,6443.0,-23.65,-5.65,22.55,-66371.0,0.0,7000
224695.0,225212.0,225212.0,210132.0,6468.49609,6468.49609,6468.5,-23.61,-4.25,22.65,-66371.0,0.0,7000
225488.0,226005.0,226005.0,210871.0,6485.78467,6485.78467,6486.0,-22.13,-4.64,22.6,-66371.0,0.0,7000
226281.0,226798.0,226798.0,212642.0,6527.21533,6527.21533,6527.0,-21.04,-4.11,22.6,-66371.0,0.0,7000
227074.0,227591.0,227591.0,213714.0,6552.29346,6552.29346,6552.0,-21.07,-4.23,22.69,-66371.0,0.0,7000
227867.0,228384.0,228384.0,215253.0,6588.29687,6588.29687,6588.0,-20.8,-3.86,22.65,-66371.0,0.0,7000
228660.0,229177.0,229177.0,215717.0,6599.15137,6599.15137,6599.0,-20.33,-4.72,22.6,-66371.0,0.0,7000
229453.0,229970.0,229970.0,215769.0,6600.36816,6599.15137,6599.0,-20.06,-4.43,22.6,-66371.0,0.0,7000
230246.0,230763.0,230763.0,216687.0,6621.84375,6621.84375,6622.0,-20.24,-2.82,22.6,-66371.0,0.0,7000
231039.0,231556.0,231556.0,218595.0,6666.47949,6666.47949,6666.5,-17.88,-3.46,22.65,-66371.0,0.0,7000
231832.0,232349.0,232349.0,219245.0,6681.68555,6681.68555,6681.5,-17.85,-4.26,22.74,-66371.0,0.0,7000
232625.0,233142.0,233142.0,220482.0,6710.62354,6710.62354,6710.5,-17.1,-3.43,22.6,-66371.0,0.0,7000
233417.0,233935.0,233935.0,221033.0,6723.51367,6723.51367,6723.5,-17.02,-4.22,22.6,-66371.0,0.0,7000
234210.0,234727.0,234727.0,222488.0,6757.55176,6757.55176,6757.5,-15.81,-3.93,22.65,-66371.0,0.0,7000
235003.0,235520.0,235520.0,223501.0,6781.25,6781.25,6781.0,-13.83,-3.98,22.55,-66371.0,0.0,7000
235796.0,236313.0,236313.0,224839.0,6812.55127,6812.55127,6812.5,-14.55,-3.48,22.6,-66371.0,0.0,7000
236589.0,237106.0,237106.0,224844.0,6812.66797,6812.55127,6812.5,-17.55,-3.67,22.65,-66371.0,0.0,7000
237382.0,237900.0,237900.0,225809.0,6835.24316,6835.24316,6835.0,-13.77,-3.23,22.69,-66371.0,0.0,7000
238175.0,238693.0,238693.0,226925.0,6861.35107,6861.35107,6861.0,-13.41,-3.21,22.46,-66371.0,0.0,7000
238968.0,239486.0,239486.0,228058.0,6887.85645,6887.85645,6888.0,-11.88,-3.64,22.69,-66371.0,0.0,7000
239761.0,240279.0,240279.0,228438.0,6896.74609,6896.74609,6897.0,-11.5,-4.28,22.65,-66371.0,0.0,7000
240554.0,241072.0,241072.0,228689.0,6902.61768,6902.61768,6902.5,-10.62,-3.56,22.6,-66371.0,0.0,7000
241348.0,241865.0,241865.0,229987.0,6932.98291,6932.98291,6933.0,-9.74,-4.1,22.69,-66371.0,0.0,7000
242139.0,242658.0,242658.0,230955.0,6955.62842,6955.62842,6955.5,-9.33,-3.06,22.6,-66371.0,0.0,7000
242932.0,243451.0,243451.0,231418.0,6966.45996,6966.45996,6966.5,-7.75,-3.22,22.69,-66371.0,0.0,7000
243725.0,244244.0,244244.0,231581.0,6970.27295,6966.45996,6966.5,-7.98,-3.39,22.69,-66371.0,0.0,7000
244518.0,245037.0,245037.0,231794.0,6975.25586,6967.95264,6968.0,-2.07,-2.7,22.6,-66371.0,0.0,7000
245311.0,245830.0,245830.0,231860.0,6976.7998,6970.81152,6971.0,-5.47,-4.09,22.55,-66371.0,0.0,7000
246104.0,246623.0,246623.0,231483.0,6967.98047,6967.98047,6968.0,-5.25,-3.85,22.65,-66371.0,0.0,7000
