tBeforeMeasure,tAfterMeasure,tAfterAlgo,correctedValueFiltered,realValue_WU,thetadeg,phideg,myTmp,tareButtonFlank,realWeight
2628029.0,2628620.0,2628620.0,401.0,-50596.0,35.26,135.0,36.53,0.0,400
2628723.0,2629314.0,2629314.0,401.0,-50620.0,35.26,135.0,36.53,0.0,400
2629418.0,2630009.0,2630009.0,401.0,-50616.0,35.26,135.0,36.53,0.0,400
2630112.0,2630703.0,2630703.0,401.0,-50597.0,35.26,135.0,36.53,0.0,400
2630807.0,2631397.0,2631397.0,401.0,-50609.0,35.26,135.0,36.53,0.0,400
2631501.0,2632092.0,2632092.0,401.0,-50593.0,35.26,135.0,36.53,0.0,400
2632195.0,2632786.0,2632786.0,401.0,-50609.0,35.26,135.0,36.53,0.0,400
2632890.0,2633481.0,2633481.0,401.0,-50578.0,35.26,135.0,36.53,0.0,400
2633584.0,2634175.0,2634175.0,401.0,-50578.0,35.26,135.0,36.53,0.0,400
2634279.0,2634870.0,2634870.0,401.0,-50603.0,35.26,135.0,36.53,0.0,400
2634973.0,2635564.0,2635564.0,401.0,-50629.0,35.26,135.0,36.53,0.0,400
2635668.0,2636258.0,2636258.0,401.0,-50611.0,35.26,135.0,36.53,0.0,400
2636362.0,2636953.0,2636953.0,401.0,-50607.0,35.26,135.0,36.53,0.0,400
2637056.0,2637647.0,2637647.0,401.0,-50628.0,35.26,135.0,36.53,0.0,400
2637751.0,2638341.0,2638341.0,400.5,-50603.0,35.26,135.0,36.53,0.0,400
2638445.0,2639036.0,2639036.0,400.5,-50637.0,35.26,135.0,36.53,0.0,400
2639139.0,2639730.0,2639730.0,400.5,-50619.0,35.26,135.0,36.53,0.0,400
2639834.0,2640424.0,2640425.0,400.5,-50612.0,35.26,135.0,36.53,0.0,400
2640528.0,2641119.0,2641119.0,400.5,-50595.0,35.26,135.0,36.53,0.0,400
2641223.0,2641813.0,2641813.0,401.0,-50582.0,35.26,135.0,36.53,0.0,400
2641917.0,2642508.0,2642508.0,401.0,-50582.0,35.26,135.0,36.53,0.0,400
2642611.0,2643202.0,2643202.0,401.0,-50620.0,35.26,135.0,36.53,0.0,400
2643306.0,2643896.0,2643896.0,401.0,-50591.0,35.26,135.0,36.53,0.0,400
2644000.0,2644591.0,2644591.0,401.0,-50590.0,35.26,135.0,36.53,0.0,400
2644694.0,2645285.0,2645285.0,401.0,-50574.0,35.26,135.0,36.53,0.0,400
2645389.0,2645980.0,2645980.0,401.0,-50574.0,35.26,135.0,36.53,0.0,400
2646083.0,2646674.0,2646674.0,401.0,-50605.0,35.26,135.0,36.53,0.0,400
2646778.0,2647369.0,2647369.0,401.0,-50607.0,35.26,135.0,36.53,0.0,400
2647472.0,2648063.0,2648063.0,401.0,-50600.0,35.26,135.0,36.53,0.0,400
2648167.0,2648757.0,2648757.0,401.0,-50617.0,35.26,135.0,36.53,0.0,400
2648861.0,2649452.0,2649452.0,401.0,-50597.0,35.26,135.0,36.53,0.0,400
2649556.0,2650146.0,2650146.0,401.0,-50588.0,35.26,135.0,36.53,0.0,400
2650250.0,2650841.0,2650841.0,401.0,-50611.0,35.26,135.0,36.53,0.0,400
2650944.0,2651535.0,2651535.0,401.0,-50607.0,35.26,135.0,36.53,0.0,400
2651639.0,2652229.0,2652229.0,401.0,-50599.0,35.26,135.0,36.53,0.0,400
2652333.0,2652924.0,2652924.0,401.0,-50575.0,35.26,135.0,36.53,0.0,400
2653027.0,2653618.0,2653618.0,401.0,-50599.0,35.26,135.0,36.53,0.0,400
2653722.0,2654312.0,2654312.0,401.0,-50597.0,35.26,135.0,36.53,0.0,400
2654416.0,2655007.0,2655007.0,401.0,-50628.0,35.26,135.0,36.53,0.0,400
2655110.0,2655701.0,2655701.0,401.0,-50628.0,35.26,135.0,36.53,0.0,400
2655805.0,2656395.0,2656395.0,400.5,-50597.0,35.26,135.0,36.53,0.0,400
2656499.0,2657090.0,2657090.0,401.0,-50596.0,35.26,135.0,36.53,0.0,400
2657193.0,2657784.0,2657784.0,401.0,-50606.0,35.26,135.0,36.53,0.0,400
2657888.0,2658478.0,2658478.0,401.0,-50610.0,35.26,135.0,36.53,0.0,400
2658582.0,2659173.0,2659173.0,401.0,-50584.0,35.26,135.0,36.53,0.0,400
2659276.0,2659867.0,2659867.0,401.0,-50601.0,35.26,135.0,36.53,0.0,400
2659971.0,2660561.0,2660561.0,401.0,-50600.0,35.26,135.0,36.53,0.0,400
2660665.0,2661256.0,2661256.0,401.0,-50586.0,35.26,135.0,36.53,0.0,400
2661359.0,2661950.0,2661950.0,401.0,-50614.0,35.26,135.0,36.53,0.0,400
2662054.0,2662644.0,2662644.0,401.0,-50607.0,35.26,135.0,36.53,0.0,400
