tBeforeMeasure,tAfterMeasure,tAfterAlgo,correctedValueFiltered,realValue_WU,thetadeg,phideg,myTmp,tareButtonFlank,realWeight
2395391.0,2395981.0,2395981.0,800.0,-33683.0,35.26,135.0,36.53,0.0,800
2396085.0,2396676.0,2396676.0,800.0,-33695.0,35.26,135.0,36.53,0.0,800
2396779.0,2397370.0,2397370.0,800.0,-33666.0,35.26,135.0,36.53,0.0,800
2397474.0,2398064.0,2398064.0,800.0,-33703.0,35.26,135.0,36.53,0.0,800
2398168.0,2398759.0,2398759.0,800.0,-33682.0,35.26,135.0,36.53,0.0,800
2398863.0,2399453.0,2399453.0,800.0,-33712.0,35.26,135.0,36.53,0.0,800
2399557.0,2400148.0,2400148.0,799.5,-33700.0,35.26,135.0,36.53,0.0,800
2400251.0,2400842.0,2400842.0,799.5,-33696.0,35.26,135.0,36.53,0.0,800
2400946.0,2401537.0,2401537.0,799.5,-33695.0,35.26,135.0,36.53,0.0,800
2401640.0,2402231.0,2402231.0,799.5,-33713.0,35.26,135.0,36.53,0.0,800
2402335.0,2402925.0,2402925.0,799.5,-33690.0,35.26,135.0,36.53,0.0,800
2403029.0,2403620.0,2403620.0,799.5,-33698.0,35.26,135.0,36.53,0.0,800
2403723.0,2404314.0,2404314.0,799.5,-33706.0,35.26,135.0,36.53,0.0,800
2404418.0,2405009.0,2405009.0,799.5,-33702.0,35.26,135.0,36.53,0.0,800
2405112.0,2405703.0,2405703.0,799.5,-33698.0,35.26,135.0,36.53,0.0,800
2405807.0,2406397.0,2406397.0,799.5,-33696.0,35.26,135.0,36.53,0.0,800
2406501.0,2407092.0,2407092.0,799.5,-33722.0,35.26,135.0,36.53,0.0,800
2407195.0,2407786.0,2407786.0,799.0,-33683.0,35.26,135.0,36.53,0.0,800
2407890.0,2408481.0,2408481.0,799.5,-33684.0,35.26,135.0,36.53,0.0,800
2408584.0,2409175.0,2409175.0,800.0,-33701.0,35.26,135.0,36.53,0.0,800
2409279.0,2409869.0,2409869.0,799.5,-33695.0,35.26,135.0,36.53,0.0,800
2409973.0,2410564.0,2410564.0,799.5,-33690.0,35.26,135.0,36.53,0.0,800
2410667.0,2411258.0,2411258.0,799.5,-33689.0,35.26,135.0,36.53,0.0,800
2411362.0,2411953.0,2411953.0,800.0,-33663.0,35.26,135.0,36.53,0.0,800
2412056.0,2412647.0,2412647.0,800.0,-33709.0,35.26,135.0,36.53,0.0,800
2412751.0,2413341.0,2413341.0,800.0,-33707.0,35.26,135.0,36.53,0.0,800
2413445.0,2414036.0,2414036.0,799.5,-33692.0,35.26,135.0,36.53,0.0,800
2414139.0,2414730.0,2414730.0,799.5,-33697.0,35.26,135.0,36.53,0.0,800
2414834.0,2415425.0,2415425.0,799.5,-33690.0,35.26,135.0,36.53,0.0,800
2415528.0,2416119.0,2416119.0,799.5,-33698.0,35.26,135.0,36.53,0.0,800
2416223.0,2416813.0,2416813.0,799.5,-33711.0,35.26,135.0,36.53,0.0,800
2416917.0,2417508.0,2417508.0,799.5,-33729.0,35.26,135.0,36.53,0.0,800
2417612.0,2418202.0,2418202.0,799.0,-33712.0,35.26,135.0,36.53,0.0,800
2418306.0,2418897.0,2418897.0,799.0,-33714.0,35.26,135.0,36.53,0.0,800
2419000.0,2419591.0,2419591.0,799.0,-33701.0,35.26,135.0,36.53,0.0,800
2419695.0,2420286.0,2420286.0,799.0,-33702.0,35.26,135.0,36.53,0.0,800
2420389.0,2420980.0,2420980.0,799.0,-33725.0,35.26,135.0,36.53,0.0,800
2421084.0,2421674.0,2421674.0,799.0,-33700.0,35.26,135.0,36.53,0.0,800
2421778.0,2422369.0,2422369.0,799.0,-33714.0,35.26,135.0,36.53,0.0,800
2422472.0,2423063.0,2423063.0,799.0,-33707.0,35.26,135.0,36.53,0.0,800
2423167.0,2423758.0,2423758.0,799.0,-33708.0,35.26,135.0,36.53,0.0,800
2423861.0,2424452.0,2424452.0,799.0,-33690.0,35.26,135.0,36.53,0.0,800
2424556.0,2425146.0,2425146.0,799.5,-33729.0,35.26,135.0,36.53,0.0,800
2425250.0,2425841.0,2425841.0,799.0,-33708.0,35.26,135.0,36.53,0.0,800
2425945.0,2426535.0,2426535.0,799.0,-33684.0,35.26,135.0,36.53,0.0,800
2426639.0,2427230.0,2427230.0,799.5,-33700.0,35.26,135.0,36.53,0.0,800
2427333.0,2427924.0,2427924.0,799.5,-33713.0,35.26,135.0,36.53,0.0,800
2428028.0,2428619.0,2428619.0,799.5,-33723.0,35.26,135.0,36.53,0.0,800
2428722.0,2429313.0,2429313.0,799.0,-33729.0,35.26,135.0,36.53,0.0,800
2429417.0,2430007.0,2430007.0,799.0,-33727.0,35.26,135.0,36.53,0.0,800
