tBeforeMeasure,tAfterMeasure,tAfterAlgo,correctedValueFiltered,realValue_WU,thetadeg,phideg,myTmp,tareButtonFlank,realWeight
2676635.0,2677226.0,2677226.0,300.0,-54881.0,35.26,135.0,36.53,0.0,300
2677329.0,2677920.0,2677920.0,300.0,-54898.0,35.26,135.0,36.53,0.0,300
2678024.0,2678614.0,2678614.0,300.0,-54904.0,35.26,135.0,36.53,0.0,300
2678718.0,2679309.0,2679309.0,299.5,-54882.0,35.26,135.0,36.53,0.0,300
2679412.0,2680003.0,2680003.0,300.0,-54901.0,35.26,135.0,36.53,0.0,300
2680107.0,2680697.0,2680697.0,299.5,-54878.0,35.26,135.0,36.53,0.0,300
2680801.0,2681392.0,2681392.0,300.0,-54882.0,35.26,135.0,36.53,0.0,300
2681495.0,2682086.0,2682086.0,300.0,-54895.0,35.26,135.0,36.53,0.0,300
2682190.0,2682780.0,2682780.0,300.0,-54888.0,35.26,135.0,36.53,0.0,300
2682884.0,2683475.0,2683475.0,300.0,-54901.0,35.26,135.0,36.53,0.0,300
2683578.0,2684169.0,2684169.0,299.5,-54874.0,35.26,135.0,36.53,0.0,300
2684272.0,2684863.0,2684863.0,300.0,-54887.0,35.26,135.0,36.53,0.0,300
2684967.0,2685557.0,2685557.0,300.0,-54922.0,35.26,135.0,36.53,0.0,300
2685661.0,2686252.0,2686252.0,299.5,-54881.0,35.26,135.0,36.53,0.0,300
2686355.0,2686946.0,2686946.0,299.5,-54891.0,35.26,135.0,36.53,0.0,300
2687050.0,2687640.0,2687640.0,300.0,-54901.0,35.26,135.0,36.53,0.0,300
2687744.0,2688335.0,2688335.0,299.5,-54888.0,35.26,135.0,36.53,0.0,300
2688438.0,2689029.0,2689029.0,300.0,-54880.0,35.26,135.0,36.53,0.0,300
2689133.0,2689724.0,2689724.0,300.0,-54910.0,35.26,135.0,36.53,0.0,300
2689827.0,2690418.0,2690418.0,299.5,-54897.0,35.26,135.0,36.53,0.0,300
2690522.0,2691112.0,2691112.0,299.5,-54880.0,35.26,135.0,36.53,0.0,300
2691216.0,2691807.0,2691807.0,300.0,-54864.0,35.26,135.0,36.53,0.0,300
2691910.0,2692501.0,2692501.0,300.0,-54894.0,35.26,135.0,36.53,0.0,300
2692605.0,2693195.0,2693195.0,300.0,-54852.0,35.26,135.0,36.53,0.0,300
2693299.0,2693890.0,2693890.0,300.0,-54864.0,35.26,135.0,36.53,0.0,300
2693993.0,2694584.0,2694584.0,300.0,-54887.0,35.26,135.0,36.53,0.0,300
2694688.0,2695278.0,2695278.0,300.0,-54891.0,35.26,135.0,36.53,0.0,300
2695382.0,2695973.0,2695973.0,300.0,-54871.0,35.26,135.0,36.53,0.0,300
2696076.0,2696667.0,2696667.0,300.0,-54898.0,35.26,135.0,36.53,0.0,300
2696771.0,2697361.0,2697361.0,300.0,-54877.0,35.26,135.0,36.53,0.0,300
2697465.0,2698056.0,2698056.0,300.0,-54906.0,35.26,135.0,36.53,0.0,300
2698159.0,2698750.0,2698750.0,300.0,-54893.0,35.26,135.0,36.53,0.0,300
2698854.0,2699444.0,2699444.0,300.0,-54885.0,35.26,135.0,36.53,0.0,300
2699548.0,2700139.0,2700139.0,300.0,-54880.0,35.26,135.0,36.53,0.0,300
2700242.0,2700833.0,2700833.0,300.0,-54897.0,35.26,135.0,36.53,0.0,300
2700937.0,2701527.0,2701527.0,300.0,-54898.0,35.26,135.0,36.53,0.0,300
2701631.0,2702222.0,2702222.0,299.5,-54886.0,35.26,135.0,36.53,0.0,300
2702325.0,2702916.0,2702916.0,300.0,-54887.0,35.26,135.0,36.53,0.0,300
2703020.0,2703610.0,2703610.0,300.0,-54904.0,35.26,135.0,36.53,0.0,300
2703714.0,2704305.0,2704305.0,299.5,-54890.0,35.26,135.0,36.53,0.0,300
2704408.0,2704999.0,2704999.0,299.5,-54884.0,35.26,135.0,36.53,0.0,300
2705103.0,2705693.0,2705693.0,300.0,-54873.0,35.26,135.0,36.53,0.0,300
2705797.0,2706388.0,2706388.0,300.0,-54904.0,35.26,135.0,36.53,0.0,300
2706491.0,2707082.0,2707082.0,300.0,-54916.0,35.26,135.0,36.53,0.0,300
2707186.0,2707777.0,2707777.0,299.5,-54880.0,35.26,135.0,36.53,0.0,300
2707880.0,2708471.0,2708471.0,299.5,-54881.0,35.26,135.0,36.53,0.0,300
2708575.0,2709165.0,2709165.0,300.0,-54921.0,35.26,135.0,36.53,0.0,300
2709269.0,2709860.0,2709860.0,299.5,-54909.0,35.26,135.0,36.53,0.0,300
2709963.0,2710554.0,2710554.0,299.5,-54866.0,35.26,135.0,36.53,0.0,300
2710658.0,2711248.0,2711248.0,300.0,-54870.0,35.26,135.0,36.53,0.0,300
