tBeforeMeasure,tAfterMeasure,tAfterAlgo,correctedValueFiltered,realValue_WU,thetadeg,phideg,myTmp,tareButtonFlank,realWeight
3035630.0,3036220.0,3036220.0,199.5,-59105.0,35.26,135.0,36.53,0.0,200
3036324.0,3036915.0,3036915.0,200.0,-59137.0,35.26,135.0,36.53,0.0,200
3037018.0,3037609.0,3037609.0,200.0,-59147.0,35.26,135.0,36.53,0.0,200
3037713.0,3038303.0,3038303.0,199.5,-59157.0,35.26,135.0,36.53,0.0,200
3038407.0,3038997.0,3038997.0,199.5,-59124.0,35.26,135.0,36.53,0.0,200
3039101.0,3039692.0,3039692.0,199.5,-59122.0,35.26,135.0,36.53,0.0,200
3039795.0,3040386.0,3040386.0,200.0,-59135.0,35.26,135.0,36.53,0.0,200
3040490.0,3041080.0,3041080.0,200.0,-59136.0,35.26,135.0,36.53,0.0,200
3041184.0,3041775.0,3041775.0,199.5,-59127.0,35.26,135.0,36.53,0.0,200
3041878.0,3042469.0,3042469.0,200.0,-59099.0,35.26,135.0,36.53,0.0,200
3042573.0,3043163.0,3043163.0,200.0,-59110.0,35.26,135.0,36.53,0.0,200
3043267.0,3043858.0,3043858.0,200.0,-59139.0,35.26,135.0,36.53,0.0,200
3043961.0,3044552.0,3044552.0,200.0,-59142.0,35.26,135.0,36.53,0.0,200
3044656.0,3045246.0,3045246.0,200.0,-59131.0,35.26,135.0,36.53,0.0,200
3045350.0,3045940.0,3045940.0,200.0,-59141.0,35.26,135.0,36.53,0.0,200
3046044.0,3046635.0,3046635.0,199.5,-59142.0,35.26,135.0,36.53,0.0,200
3046738.0,3047329.0,3047329.0,199.5,-59142.0,35.26,135.0,36.53,0.0,200
3047433.0,3048023.0,3048023.0,199.5,-59149.0,35.26,135.0,36.53,0.0,200
3048127.0,3048718.0,3048718.0,199.5,-59156.0,35.26,135.0,36.53,0.0,200
3048821.0,3049412.0,3049412.0,199.0,-59147.0,35.26,135.0,36.53,0.0,200
3049516.0,3050106.0,3050106.0,199.0,-59147.0,35.26,135.0,36.53,0.0,200
3050210.0,3050801.0,3050801.0,199.0,-59128.0,35.26,135.0,36.53,0.0,200
3050904.0,3051495.0,3051495.0,199.5,-59158.0,35.26,135.0,36.53,0.0,200
3051599.0,3052189.0,3052189.0,199.0,-59116.0,35.26,135.0,36.53,0.0,200
3052293.0,3052884.0,3052884.0,199.5,-59152.0,35.26,135.0,36.53,0.0,200
3052987.0,3053578.0,3053578.0,199.5,-59144.0,35.26,135.0,36.53,0.0,200
3053681.0,3054272.0,3054272.0,199.5,-59125.0,35.26,135.0,36.53,0.0,200
3054376.0,3054966.0,3054966.0,199.5,-59156.0,35.26,135.0,36.53,0.0,200
3055070.0,3055661.0,3055661.0,199.5,-59138.0,35.26,135.0,36.53,0.0,200
3055764.0,3056355.0,3056355.0,199.5,-59147.0,35.26,135.0,36.53,0.0,200
3056459.0,3057049.0,3057049.0,199.5,-59153.0,35.26,135.0,36.53,0.0,200
3057153.0,3057744.0,3057744.0,199.0,-59130.0,35.26,135.0,36.53,0.0,200
3057847.0,3058438.0,3058438.0,199.5,-59160.0,35.26,135.0,36.53,0.0,200
3058542.0,3059132.0,3059132.0,199.0,-59159.0,35.26,135.0,36.53,0.0,200
3059236.0,3059827.0,3059827.0,199.0,-59143.0,35.26,135.0,36.53,0.0,200
3059930.0,3060521.0,3060521.0,199.0,-59134.0,35.26,135.0,36.53,0.0,200
3060625.0,3061215.0,3061215.0,199.5,-59151.0,35.26,135.0,36.53,0.0,200
3061319.0,3061910.0,3061910.0,199.0,-59130.0,35.26,135.0,36.53,0.0,200
3062013.0,3062604.0,3062604.0,199.5,-59119.0,35.26,135.0,36.53,0.0,200
3062707.0,3063298.0,3063298.0,200.0,-59145.0,35.26,135.0,36.53,0.0,200
3063402.0,3063992.0,3063992.0,199.5,-59145.0,35.26,135.0,36.53,0.0,200
3064096.0,3064687.0,3064687.0,199.5,-59141.0,35.26,135.0,36.53,0.0,200
3064790.0,3065381.0,3065381.0,199.5,-59158.0,35.26,135.0,36.53,0.0,200
3065485.0,3066075.0,3066075.0,199.0,-59141.0,35.26,135.0,36.53,0.0,200
3066179.0,3066770.0,3066770.0,199.5,-59145.0,35.26,135.0,36.53,0.0,200
3066873.0,3067464.0,3067464.0,199.5,-59152.0,35.26,135.0,36.53,0.0,200
3067568.0,3068158.0,3068158.0,199.0,-59166.0,35.26,135.0,36.53,0.0,200
3068262.0,3068853.0,3068853.0,199.0,-59145.0,35.26,135.0,36.53,0.0,200
3068956.0,3069547.0,3069547.0,199.0,-59125.0,35.26,135.0,36.53,0.0,200
3069650.0,3070241.0,3070241.0,199.5,-59154.0,35.26,135.0,36.53,0.0,200
