tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT,B_WIFI,BF_WIFI,B_BLE,BF_BLE,timeNorm,timeMeasure,timeAlgo,timeTotal,timeSim
943675,944259,944260,19559,-65471,42,85030,85055.41,85055.41,85055.41,2025.129,0,2025.0,-0.025166,0.006133,0.986777,-2.091603,0.587786,-0.419847,1.46088,0.356087,24.24765,True,1171.5,0.944066,1.032161,3.186332,0,False,True,False,False,True,False,True,26977,584,1,585,26978.034682080925
944350,944934,944935,19607,-65471,42,85078,85080.16,85080.16,85080.16,2025.718,0,2026.0,-0.007344,-0.005342,0.987754,-3.053435,3.19084,-0.969466,0.425967,-0.309853,24.29471,True,1172.1,0.944549,1.03269,3.187964,0,False,True,False,False,True,False,True,27652,584,1,585,27652.485549132947
945024,945608,945609,19583,-65471,42,85054,85110.02,85084.43,85080.16,2025.718,0,2026.0,0.037334,-0.0029,0.986045,-2.366412,3.839695,-0.290076,-2.168303,-0.168531,24.24765,False,1172.5,0.944872,1.033042,3.189052,0,False,True,False,False,True,False,True,28326,584,1,585,28326.93641618497
945699,946283,946283,19601,-65471,42,85072,85079.26,85084.3,85081.84,2025.758,0,2026.0,0.013408,-0.006074,0.983848,-1.931298,-8.396947,-0.633588,-0.780781,-0.353735,24.15353,False,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,29001,584,0,584,29001.387283236993
946373,946957,946958,19601,-65471,42,85072,85095.48,85086.49,85082.8,2025.781,0,2026.0,-0.024189,-0.001436,0.987022,-2.045802,0.916031,-0.671756,1.403892,-0.083332,24.29471,False,1171.8,0.944308,1.032426,3.187148,0,False,True,False,False,True,False,True,29675,584,1,585,29675.83815028902
947047,947631,947632,19603,-65471,42,85074,85074.34,85085.66,85084.25,2025.815,0,2026.0,0.00291,0.00125,0.995078,-3.167939,3.335878,-0.824428,-0.167563,0.071974,24.20059,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,30349,584,1,585,30350.28901734104
947721,948306,948307,19633,-65471,42,85104,85108.16,85089.66,85084.8,2025.829,0,2026.0,0.010234,-0.002656,0.991416,-1.931298,-0.152672,-0.320611,-0.591439,-0.153509,24.24765,False,1171.8,0.944308,1.032426,3.187148,0,False,True,False,False,True,False,True,31023,585,1,586,31024.739884393064
948396,948980,948981,19578,-65471,42,85049,85065.48,85087.56,85086.7,2025.874,0,2026.0,0.020244,0.006621,0.986045,-2.900763,-1.015267,-0.732824,-1.176125,0.384723,24.24765,False,1172.4,0.944791,1.032954,3.18878,0,False,True,False,False,True,False,True,31698,584,1,585,31699.190751445087
949070,949654,949655,19612,-65471,42,85083,85090.44,85089.04,85087.04,2025.882,0,2026.0,-0.013691,0.001738,0.992881,-1.51145,-4.717557,-0.206107,0.790031,0.10031,24.24765,False,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,32372,584,1,585,32373.64161849711
949745,950329,950329,19585,-65471,42,85056,85057.05,85081.46,85087.82,2025.901,0,2026.0,-0.005146,0.000518,0.99166,-3.152672,5.114504,-0.633588,0.297348,0.029904,24.29471,False,1172.7,0.945033,1.033218,3.189595,0,False,True,False,False,True,False,True,33047,584,0,584,33048.09248554913
950419,951003,951004,19606,-65471,42,85077,85105.46,85085.2,85085.33,2025.841,0,2026.0,0.026592,-0.009248,0.985557,-2.19084,-0.80916,-0.557252,-1.545479,-0.537622,24.20059,False,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,33721,584,1,585,33722.543352601155
951093,951677,951678,19571,-65471,42,85042,85042.04,85077.57,85085.28,2025.84,0,2026.0,-0.000996,0.005645,0.986045,-2.503817,-1.916031,-0.793893,0.057879,0.327981,24.24765,False,1170.2,0.943018,1.031016,3.182796,0,False,True,False,False,True,False,True,34395,584,1,585,34396.99421965318
951768,952352,952352,19577,-65471,42,85048,85048.4,85073.87,85082.26,2025.768,0,2026.0,0.003154,0.001738,0.987022,-2.335878,0.236641,-0.435115,-0.183103,0.100905,24.20059,False,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,35070,584,0,584,35071.4450867052
952442,953026,953027,19573,-65471,42,85044,85045.84,85064.96,85078.97,2025.69,0,2025.5,-0.006855,0.002471,0.997275,-2.381679,-1.557252,-0.335878,0.393854,0.141947,24.20059,False,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,35744,584,1,585,35745.89595375722
953116,953700,953701,19543,-65471,42,85014,85018.88,85058.31,85073.48,2025.559,0,2025.5,0.010967,0.001494,0.980918,-2.938931,4.076336,-0.427481,-0.640546,0.087273,24.15353,False,1171.8,0.944308,1.032426,3.187148,0,False,True,False,False,True,False,True,36418,584,1,585,36420.346820809245
953791,954375,954376,19550,-65471,42,85021,85027.67,85049.35,85067.55,2025.418,0,2025.5,0.01292,-0.005098,0.988975,-2.083969,-3.992366,-0.465649,-0.748455,-0.295327,24.24765,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,37093,584,1,585,37094.79768786127
954465,955049,955050,19576,-65471,42,85047,85051.72,85048.59,85060.42,2025.248,0,2025.0,-0.010762,0.002959,0.979209,-2.526718,0.206107,-0.931298,0.629663,0.173136,24.24765,False,1172.2,0.94463,1.032778,3.188236,0,False,True,False,False,True,False,True,37767,584,1,585,37769.2485549133
955140,955724,955725,19579,-65471,42,85050,85053.85,85041.21,85055.79,2025.138,0,2025.0,0.009746,0.001494,0.981406,-2.625954,0.969466,-0.450382,-0.568969,0.08723,24.24765,False,1172.1,0.944549,1.03269,3.187964,0,False,True,False,False,True,False,True,38442,584,1,585,38443.69942196532
955814,956398,956399,19592,-65471,42,85063,85063.04,85044.21,85050.08,2025.002,0,2025.0,-0.000996,0.005889,0.984092,-2.274809,-0.870229,-0.48855,0.057993,0.342845,24.29471,False,1171.7,0.944227,1.032337,3.186876,0,False,True,False,False,True,False,True,39116,584,1,585,39118.15028901734
956489,957073,957073,19467,-65471,42,84938,85037.04,85042.59,85047.78,2024.947,0,2025.0,0.050762,-0.000703,1.007529,-3.290076,-7.969466,1.320611,-2.884251,-0.039985,24.20059,False,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,39791,584,0,584,39792.601156069366
957163,957747,957748,37286,-65471,42,102757,102888.1,102888.1,102888.1,2449.717,0,2450.0,-0.05373,0.036895,1.01876,6.38168,-26.49618,0.496183,3.017062,2.074064,24.20059,True,1171.8,0.944308,1.032426,3.187148,0,False,True,False,False,True,False,True,40465,584,1,585,40467.05202312139
957837,958422,958422,60965,-65471,42,126436,126600.9,126600.9,126600.9,3014.307,0,3014.0,0.052227,-0.03708,0.979453,4.633588,-10.83206,2.908397,-3.050056,-2.16806,24.20059,True,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,41139,585,0,585,41141.50289017341
958512,959096,959097,60429,-65471,42,125900,126118.7,126118.7,126118.7,3002.825,0,3003.0,0.060039,0.000273,0.976279,-0.824428,-6.328244,-0.198473,-3.519126,0.016047,24.15353,True,1172.2,0.94463,1.032778,3.188236,0,False,True,False,False,True,False,True,41814,584,1,585,41815.953757225434
959186,959770,959771,61676,-65471,42,127147,127423.9,127423.9,127423.9,3033.902,0,3034.0,0.067363,-0.026826,0.977744,-2.793893,0.167939,-0.763359,-3.939771,-1.571615,24.20059,True,1171.4,0.943985,1.032073,3.18606,0,False,True,False,False,True,False,True,42488,584,1,585,42490.40462427746
959861,960445,960446,62083,-65471,42,127554,127591.7,127591.7,127591.7,3037.898,0,3038.0,0.024883,-0.014619,0.980674,-3.244275,1.984733,-0.816794,-1.453299,-0.854057,24.20059,True,1172.9,0.945194,1.033395,3.19014,0,False,True,False,False,True,False,True,43163,584,1,585,43164.85549132948
960535,961119,961120,61768,-65471,42,127239,127271.1,127271.1,127271.1,3030.264,0,3030.0,0.023174,-0.006807,0.989463,-2.442748,2.427481,-0.648855,-1.341622,-0.394138,24.29471,True,1171.7,0.944227,1.032337,3.186876,0,False,True,False,False,True,False,True,43837,584,1,585,43839.3063583815
961210,961794,961795,61862,-65471,42,127333,127344.9,127281.6,127271.1,3030.264,0,3030.0,0.014141,-0.0029,0.99166,-2.961832,2.335878,-0.717557,-0.816951,-0.167577,24.24765,False,1172.9,0.945194,1.033395,3.19014,0,False,True,False,False,True,False,True,44512,584,1,585,44513.757225433525
961884,962468,962469,61902,-65471,42,127373,127402.3,127300.4,127275.2,3030.362,0,3030.0,0.021953,-0.004854,0.980674,-2.48855,0.603053,-0.633588,-1.282376,-0.283563,24.24765,False,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,45186,584,1,585,45188.20809248555
962559,963143,963144,61845,-65471,42,127316,127332.1,127309.1,127285.1,3030.596,0,3030.5,0.016338,-0.000703,0.986289,-2.763359,1.419847,-0.59542,-0.949016,-0.040846,24.20059,False,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,45861,584,1,585,45862.65895953757
963233,963817,963818,61856,-65471,42,127327,127358.3,127321.5,127294.5,3030.821,0,3031.0,0.022686,-0.000215,0.981406,-2.183206,0.167939,-0.587786,-1.324173,-0.012543,24.29471,False,1172.5,0.944872,1.033042,3.189052,0,False,True,False,False,True,False,True,46535,584,1,585,46537.10982658959
963908,964492,964493,61871,-65471,42,127342,127361.1,127334.4,127305.1,3031.073,0,3031.0,0.017803,-0.003145,0.986533,-2.572519,0.717557,-0.709924,-1.033826,-0.182627,24.24765,False,1172.5,0.944872,1.033042,3.189052,0,False,True,False,False,True,False,True,47210,584,1,585,47211.560693641615
964583,965166,965167,61856,-65471,42,127327,127353.1,127346.1,127316.5,3031.346,0,3031.0,0.020732,-0.000947,0.981162,-2.564885,0.343511,-0.59542,-1.210503,-0.055316,24.24765,False,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,47885,583,1,584,47886.01156069364
965257,965841,965841,61872,-65471,42,127343,127357.3,127358.4,127328.1,3031.622,0,3031.5,0.015361,0.001006,0.982871,-2.557252,-0.519084,-0.526718,-0.895402,0.058636,24.20059,False,1172.3,0.944711,1.032866,3.188508,0,False,True,False,False,True,False,True,48559,584,0,584,48560.46242774566
965931,966515,966516,61847,-65471,42,127318,127337.3,127357.4,127340.0,3031.905,0,3032.0,0.018047,-0.007539,0.994834,-2.526718,0.343511,-0.534351,-1.039233,-0.43419,24.15353,False,1172.4,0.944791,1.032954,3.18878,0,False,True,False,False,True,False,True,49233,584,1,585,49234.91329479769
966605,967189,967190,61894,-65471,42,127365,127377.2,127353.8,127346.8,3032.066,0,3032.0,0.014385,-0.005586,0.996055,-2.335878,-1.099237,-0.541985,-0.827378,-0.321314,24.20059,False,1172.7,0.945033,1.033218,3.189595,0,False,True,False,False,True,False,True,49907,584,1,585,49909.36416184971
967280,967864,967865,61873,-65471,42,127344,127361.5,127358.0,127349.5,3032.131,0,3032.0,0.01707,-0.005342,0.987998,-2.931298,-0.274809,-0.480916,-0.989823,-0.309777,24.20059,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,50582,584,1,585,50583.815028901736
967954,968538,968539,61842,-65471,42,127313,127347.2,127356.4,127352.8,3032.21,0,3032.0,0.023906,0.001006,0.988486,-2.648855,-0.59542,-0.755725,-1.385407,0.058303,24.20059,False,1171.3,0.943905,1.031985,3.185788,0,False,True,False,False,True,False,True,51256,584,1,585,51258.26589595376
968629,969213,969213,61876,-65471,42,127347,127350.4,127354.9,127354.2,3032.243,0,3032.0,0.007549,-0.003877,0.98458,-2.358779,-0.748092,-0.396947,-0.439277,-0.22561,24.15353,False,1173.1,0.945355,1.033571,3.190684,0,False,True,False,False,True,False,True,51931,584,0,584,51932.71676300578
969303,969887,969888,61844,-65471,42,127315,127324.3,127350.8,127354.5,3032.25,0,3032.0,0.012432,-0.001191,0.987266,-2.312977,-0.328244,-0.549618,-0.721428,-0.069143,24.20059,False,1172.9,0.945194,1.033395,3.19014,0,False,True,False,False,True,False,True,52605,584,1,585,52607.167630057804
969978,970562,970562,61875,-65471,42,127346,127355.0,127350.4,127353.0,3032.215,0,3032.0,0.012188,-0.000215,0.98043,-2.351145,-1.580153,-0.755725,-0.712193,-0.012555,24.29471,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,53280,584,0,584,53281.61849710983
970652,971236,971237,61852,-65471,42,127323,127331.1,127349.6,127352.0,3032.19,0,3032.0,0.011699,0.00418,0.993125,-2.244275,-0.061069,-0.832061,-0.674917,0.241134,24.20059,False,1172.4,0.944791,1.032954,3.18878,0,False,True,False,False,True,False,True,53954,584,1,585,53956.06936416185
971326,971911,971911,61872,-65471,42,127343,127362.2,127347.4,127351.0,3032.168,0,3032.0,0.017803,0.002715,0.983115,-2.282443,-1.198473,-0.450382,-1.03742,0.15822,24.20059,False,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,54628,585,0,585,54630.52023121387
972001,972585,972586,61908,-65471,42,127379,127383.3,127350.5,127349.6,3032.134,0,3032.0,0.008525,0.003936,0.989951,-2.267176,-0.80916,-0.564886,-0.49341,0.227777,24.24765,False,1175.5,0.947289,1.035685,3.197211,0,False,True,False,False,True,False,True,55303,584,1,585,55304.971098265894
972675,973260,973260,61048,-65471,42,126519,126528.2,126528.2,126528.2,3012.576,0,3012.5,-0.012715,0.059355,1.009482,3.175573,-18.9771,0.839695,0.72038,3.364991,24.20059,True,1170.9,0.943582,1.031633,3.1847,0,False,True,False,False,True,False,True,55977,585,0,585,55979.42196531792
973350,973934,973935,70248,-65471,42,135719,135782.9,135782.9,135782.9,3232.926,0,3233.0,0.03123,0.02542,0.975547,2.022901,-16.0916,-3.618321,-1.832974,1.492621,24.10647,True,1171.1,0.943744,1.031809,3.185244,0,False,True,False,False,True,False,True,56652,584,1,585,56653.87283236994
974024,974609,974609,89762,-65471,42,155233,155654.9,155654.9,155654.9,3706.069,0,3706.0,-0.075215,-0.053438,0.976035,7.549618,3.236641,7.183206,4.400023,-3.133783,24.20059,True,1171.4,0.943985,1.032073,3.18606,0,False,True,False,False,True,False,True,57326,585,0,585,57328.32369942196
974699,975283,975284,107467,-65471,42,172938,173125.3,173125.3,173125.3,4122.03,0,4122.0,-0.048359,0.006865,0.996055,-0.51145,-4.251908,0.259542,2.779508,0.3949,24.20059,True,1171.4,0.943985,1.032073,3.18606,0,False,True,False,False,True,False,True,58001,584,1,585,58002.774566473985
975373,975957,975958,106327,-65471,42,171798,171805.8,171805.8,171805.8,4090.613,0,4090.5,0.009746,-0.006807,0.984092,-1.793893,-1.496183,-0.366412,-0.567403,-0.396289,24.24765,True,1171.7,0.944227,1.032337,3.186876,0,False,True,False,False,True,False,True,58675,584,1,585,58677.22543352601
976048,976632,976633,104136,-65471,42,169607,169649.5,169649.5,169649.5,4039.275,0,4039.0,0.02293,-0.004609,0.981406,-2.267176,-1.725191,-0.59542,-1.338404,-0.269099,24.15353,True,1170.8,0.943502,1.031544,3.184428,0,False,True,False,False,True,False,True,59350,584,1,585,59351.67630057804
976722,977306,977307,104205,-65471,42,169676,169693.0,169693.0,169693.0,4040.31,0,4040.0,0.014629,-0.004121,0.990195,-2.541985,-1.198473,-0.801527,-0.846403,-0.238457,24.20059,True,1172.9,0.945194,1.033395,3.19014,0,False,True,False,False,True,False,True,60024,584,1,585,60026.12716763006
977396,977981,977981,104229,-65471,42,169700,169750.4,169750.4,169750.4,4041.676,0,4041.5,0.025127,-0.007783,0.988486,-2.374046,-0.442748,-0.641221,-1.456075,-0.451129,24.24765,True,1172.4,0.944791,1.032954,3.18878,0,False,True,False,False,True,False,True,60698,585,0,585,60700.57803468208
978071,978655,978656,104226,-65471,42,169697,169724.4,169746.7,169750.4,4041.676,0,4041.5,0.018535,0.000518,0.988486,-2.412214,-0.435115,-0.51145,-1.074227,0.03,24.20059,False,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,61373,584,1,585,61375.028901734106
978745,979329,979330,104202,-65471,42,169673,169707.5,169740.5,169748.9,4041.641,0,4041.5,0.020732,-0.006318,0.985801,-2.236641,0.366412,-0.526718,-1.204785,-0.367224,24.24765,False,1173.2,0.945436,1.033659,3.190955,0,False,True,False,False,True,False,True,62047,584,1,585,62049.47976878613
979420,980004,980005,104200,-65471,42,169671,169685.7,169731.3,169745.7,4041.563,0,4041.5,0.013408,-0.004854,0.978232,-2.633588,0.152672,-0.793893,-0.785267,-0.284271,24.20059,False,1172.7,0.945033,1.033218,3.189595,0,False,True,False,False,True,False,True,62722,584,1,585,62723.93063583815
980095,980678,980679,104189,-65471,42,169660,169679.0,169721.1,169740.0,4041.429,0,4041.5,0.015361,-0.002412,0.983115,-2.557252,0.564886,-0.648855,-0.895178,-0.140577,24.29471,False,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,63397,583,1,584,63398.38150289017
980769,981353,981354,104196,-65471,42,169667,169687.7,169712.1,169732.6,4041.253,0,4041.0,0.016094,-0.001436,0.988242,-2.587786,0.358779,-0.564886,-0.932989,-0.083229,24.29471,False,1170.0,0.942857,1.03084,3.182252,0,False,True,False,False,True,False,True,64071,584,1,585,64072.832369942196
981443,982027,982028,104195,-65471,42,169666,169668.5,169700.5,169724.6,4041.062,0,4041.0,0.005596,-0.0029,0.996299,-2.40458,0.206107,-0.587786,-0.321796,-0.166797,24.15353,False,1172.8,0.945114,1.033307,3.189868,0,False,True,False,False,True,False,True,64745,584,1,585,64747.28323699422
982118,982702,982703,104227,-65471,42,169698,169701.7,169693.5,169715.2,4040.837,0,4041.0,0.006816,0.000273,0.992637,-2.641221,0.389313,-0.572519,-0.393441,0.015783,24.20059,False,1172.1,0.944549,1.03269,3.187964,0,False,True,False,False,True,False,True,65420,584,1,585,65421.73410404624
982792,983376,983377,104222,-65471,42,169693,169700.9,169690.1,169706.7,4040.635,0,4040.5,0.00999,0.004424,0.99166,-2.29771,-0.206107,-0.427481,-0.577185,0.255596,24.24765,False,1170.7,0.943421,1.031456,3.184156,0,False,True,False,False,True,False,True,66094,584,1,585,66096.18497109826
983467,984051,984052,104217,-65471,42,169688,169698.5,169688.8,169700.2,4040.481,0,4040.5,0.011455,0.003936,0.987266,-2.48855,0.137405,-0.519084,-0.664757,0.228397,24.24765,False,1172.9,0.945194,1.033395,3.19014,0,False,True,False,False,True,False,True,66769,584,1,585,66770.6358381503
984141,984726,984726,104212,-65471,42,169683,169684.2,169688.6,169695.8,4040.375,0,4040.0,0.003887,-0.007295,0.991904,-2.458015,-0.625954,-0.580153,-0.224502,-0.421371,24.29471,False,1171.5,0.944066,1.032161,3.186332,0,False,True,False,False,True,False,True,67443,585,0,585,67445.08670520231
984816,985400,985401,104203,-65471,42,169674,169679.2,169688.7,169693.0,4040.309,0,4040.0,0.008037,-0.002412,0.987266,-2.419847,-0.21374,-0.603053,-0.466419,-0.139986,24.24765,False,1170.6,0.943341,1.031368,3.183884,0,False,True,False,False,True,False,True,68118,584,1,585,68119.53757225434
985490,986075,986075,104213,-65471,42,169684,169690.8,169689.1,169691.3,4040.269,0,4040.0,0.009258,0.00125,0.990195,-2.206107,-0.473282,-0.648855,-0.535669,0.072329,24.20059,False,1171.4,0.943985,1.032073,3.18606,0,False,True,False,False,True,False,True,68792,585,0,585,68793.98843930635
986165,986749,986750,104210,-65471,42,169681,169684.7,169691.4,169690.4,4040.249,0,4040.0,0.006816,-0.0029,0.987266,-2.648855,-0.778626,-0.534351,-0.39558,-0.168323,24.20059,False,1173.9,0.946,1.034276,3.19286,0,False,True,False,False,True,False,True,69467,584,1,585,69468.43930635838
986839,987424,987424,104213,-65471,42,169684,169693.3,169690.2,169690.8,4040.257,0,4040.0,0.010723,-0.002412,0.982871,-2.29771,-0.045802,-0.572519,-0.625042,-0.140612,24.20059,False,1171.5,0.944066,1.032161,3.186332,0,False,True,False,False,True,False,True,70141,585,0,585,70142.8901734104
987514,988098,988099,104229,-65471,42,169700,169707.4,169691.2,169690.6,4040.252,0,4040.0,0.009746,0.009063,0.998252,-2.435115,-0.679389,-0.51145,-0.559346,0.520137,24.24765,False,1170.4,0.94318,1.031192,3.18334,0,False,True,False,False,True,False,True,70816,584,1,585,70817.34104046243
988189,988773,988774,104207,-65471,42,169678,169693.5,169690.5,169690.8,4040.257,0,4040.0,0.013896,-0.000947,0.984092,-2.480916,-0.022901,-0.572519,-0.809025,-0.055152,24.34176,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,71491,584,1,585,71491.79190751445
988863,989447,989448,104216,-65471,42,169687,169696.8,169692.3,169690.7,4040.254,0,4040.0,0.010967,-0.007051,0.9775,-2.465649,-0.320611,-0.755725,-0.642769,-0.413271,24.20059,False,1171.1,0.943744,1.031809,3.185244,0,False,True,False,False,True,False,True,72165,584,1,585,72166.24277456648
989538,990122,990123,104225,-65471,42,169696,169707.0,169696.2,169691.3,4040.269,0,4040.0,0.011699,-0.009004,0.985313,-2.244275,-0.259542,-0.343511,-0.680246,-0.52356,24.20059,False,1172.6,0.944952,1.03313,3.189324,0,False,True,False,False,True,False,True,72840,584,1,585,72840.69364161849
990212,990796,990797,104202,-65471,42,169673,169690.7,169696.2,169693.2,4040.315,0,4040.0,0.014873,-0.006807,0.986289,-2.541985,0.221374,-0.641221,-0.863921,-0.395406,24.20059,False,1172.7,0.945033,1.033218,3.189595,0,False,True,False,False,True,False,True,73514,584,1,585,73515.14450867052
990887,991471,991472,104207,-65471,42,169678,169680.5,169695.6,169694.4,4040.343,0,4040.0,0.005596,-0.001191,0.980918,-2.40458,-0.51145,-0.572519,-0.326843,-0.06959,24.24765,False,1170.6,0.943341,1.031368,3.183884,0,False,True,False,False,True,False,True,74189,584,1,585,74189.59537572254
991561,992145,992146,104209,-65471,42,169680,169685.5,169694.5,169694.9,4040.354,0,4040.0,0.008281,-0.003877,0.98751,-2.496183,0.129771,-0.412214,-0.480466,-0.224941,24.24765,False,1171.7,0.944227,1.032337,3.186876,0,False,True,False,False,True,False,True,74863,584,1,585,74864.04624277457
992236,992820,992821,104200,-65471,42,169671,169688.0,169691.7,169694.7,4040.35,0,4040.0,0.014629,-0.002412,0.990928,-2.389313,-0.396947,-0.534351,-0.845782,-0.139468,24.20059,False,1171.7,0.944227,1.032337,3.186876,0,False,True,False,False,True,False,True,75538,584,1,585,75538.4971098266
992911,993495,993495,104196,-65471,42,169667,169688.3,169691.0,169693.5,4040.323,0,4040.0,0.016338,0.005156,0.98751,-2.007634,0.175573,-0.526718,-0.94783,0.299165,24.24765,False,1171.3,0.943905,1.031985,3.185788,0,False,True,False,False,True,False,True,76213,584,0,584,76212.94797687861
993585,994169,994170,95593,-65471,42,161064,161090.2,161090.2,161090.2,3835.481,0,3835.5,-0.019063,0.001982,1.0129,-0.480916,-10.59542,0.816794,1.078159,0.112137,24.24765,True,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,76887,584,1,585,76887.39884393064
994259,994844,994844,97219,-65471,42,162690,163202.8,163202.8,163202.8,3885.781,0,3886.0,-0.081074,-0.049775,0.977012,-3.114504,5.587786,-4.030534,4.737513,-2.916495,24.20059,True,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,77561,585,0,585,77561.84971098266
994934,995518,995519,101521,-65471,42,166992,167458.7,167458.7,167458.7,3987.112,0,3987.0,-0.079121,-0.060762,1.012168,10.21374,-1.267176,12.83206,4.461708,-3.435407,24.10647,True,1171.6,0.944147,1.032249,3.186604,0,False,True,False,False,True,False,True,78236,584,1,585,78236.30057803469
995609,996193,996193,98575,-65471,42,164046,166375.3,166375.3,166375.3,3961.315,0,3961.0,-0.186299,-0.133516,1.019248,-12.29008,4.709924,-1.572519,10.27233,-7.462907,24.20059,True,1172.5,0.944872,1.033042,3.189052,0,False,True,False,False,True,False,True,78911,584,0,584,78910.7514450867
996283,996867,996868,128638,-65471,42,194109,194146.7,194146.7,194146.7,4622.54,0,4622.5,-0.020527,0.017852,0.998496,4.610687,6.793893,1.854962,1.177545,1.024248,24.10647,True,1173.0,0.945275,1.033483,3.190412,0,False,True,False,False,True,False,True,79585,584,1,585,79585.20231213873
996957,997542,997542,149196,-65471,42,214667,214697.5,214697.5,214697.5,5111.845,0,5112.0,-0.017598,0.015898,1.001182,-3.534351,0.061069,-1.29771,1.006849,0.90976,24.29471,True,1169.7,0.942615,1.030575,3.181436,0,False,True,False,False,True,False,True,80259,585,0,585,80259.65317919075
997632,998216,998217,150182,-65471,42,215653,215694.0,215694.0,215694.0,5135.571,0,5135.5,0.02,0.015166,0.983604,-2.358779,1.633588,-0.083969,-1.164716,0.883362,24.15353,True,1171.6,0.944147,1.032249,3.186604,0,False,True,False,False,True,False,True,80934,584,1,585,80934.10404624278
998306,998891,998891,148697,-65471,42,214168,214170.6,214170.6,214170.6,5099.3,0,5099.0,0.005107,-0.006318,0.992148,-3.236641,-1.419847,-1.412214,-0.29494,-0.364874,24.15353,True,1172.0,0.944469,1.032602,3.187692,0,False,True,False,False,True,False,True,81608,585,0,585,81608.55491329479
998981,999565,999566,146555,-65471,42,212026,212051.0,212051.0,212051.0,5048.833,0,5049.0,0.01585,0.004424,0.989951,-1.793893,1.732824,-0.175573,-0.917244,0.256037,24.15353,True,1171.2,0.943824,1.031897,3.185516,0,False,True,False,False,True,False,True,82283,584,1,585,82283.00578034682
999655,1000240,1000240,146574,-65471,42,212045,212076.0,212076.0,212076.0,5049.429,0,5049.5,0.017803,0.000762,0.998008,-2.793893,-1.198473,-1.0,-1.021947,0.04373,24.20059,True,1170.8,0.943502,1.031544,3.184428,0,False,True,False,False,True,False,True,82957,585,0,585,82957.45664739884
1000329,1000914,1000915,146552,-65471,42,212023,212032.1,212032.1,212032.1,5048.382,0,5048.0,0.009502,-0.005342,0.985313,-2.206107,0.862595,-0.396947,-0.552511,-0.310621,24.29471,True,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,83631,585,1,586,83631.90751445087
1001005,1001589,1001589,146526,-65471,42,211997,212023.3,212030.8,212032.1,5048.382,0,5048.0,0.016094,-0.004609,0.979453,-2.687023,-0.618321,-1.0,-0.94135,-0.269635,24.24765,False,1172.1,0.944549,1.03269,3.187964,0,False,True,False,False,True,False,True,84307,584,0,584,84306.35838150288
1001679,1002263,1002264,146543,-65471,42,212014,212026.2,212030.0,212031.6,5048.371,0,5048.0,0.010967,-0.003877,0.979697,-2.038168,0.068702,-0.419847,-0.64134,-0.226735,24.20059,False,1172.1,0.944549,1.03269,3.187964,0,False,True,False,False,True,False,True,84981,584,1,585,84980.80924855491
1002354,1002937,1002938,146552,-65471,42,212023,212042.9,212031.5,212030.9,5048.355,0,5048.0,0.014141,0.00125,0.989219,-2.656489,-0.076336,-0.816794,-0.81897,0.0724,24.20059,False,1170.3,0.943099,1.031104,3.183068,0,False,True,False,False,True,False,True,85656,583,1,584,85655.26011560693
1003028,1003612,1003612,146543,-65471,42,212014,212051.0,212034.2,212031.2,5048.361,0,5048.0,0.019268,-0.002168,0.989219,-1.969466,-0.70229,-0.244275,-1.115836,-0.125569,24.24765,False,1171.4,0.943985,1.032073,3.18606,0,False,True,False,False,True,False,True,86330,584,0,584,86329.71098265896
