535778,	2.9306,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7820.00,	0,	3748,	5.10,	-0.04,	0.01,	1.00,	42.77,	-0.60,	-3.27,	2.48,	0.81,	28.91,	
536429,	-0.0162,	0.0000,	535841,	536428,	2.6385,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7684.00,	0,	3748,	5.10,	-0.04,	0.02,	0.99,	42.69,	-0.67,	-1.98,	2.40,	0.93,	28.86,	
537078,	3.5762,	0.0000,	536491,	537077,	1.5992,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7906.00,	0,	3748,	5.10,	-0.04,	0.01,	1.00,	42.62,	-0.69,	-1.65,	2.47,	0.76,	28.86,	
537728,	3.6733,	0.0000,	537140,	537726,	2.3732,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7912.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.86,	-0.57,	-1.23,	2.77,	0.52,	28.91,	
538377,	2.2816,	0.0000,	537790,	538376,	2.8822,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7826.00,	0,	3748,	5.10,	-0.04,	0.02,	0.99,	42.73,	-0.50,	-0.92,	2.57,	1.21,	28.91,	
539026,	0.5340,	0.0000,	538439,	539025,	2.6471,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7718.00,	0,	3748,	5.10,	-0.04,	0.01,	0.99,	42.64,	-0.73,	-2.55,	2.58,	0.69,	28.86,	
539675,	2.3949,	0.0000,	539088,	539674,	1.8198,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7833.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.78,	-0.81,	-2.27,	2.62,	0.48,	28.91,	
540324,	0.8738,	0.0000,	539738,	540323,	2.0450,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7739.00,	0,	3748,	5.07,	-0.04,	0.01,	1.00,	42.62,	-0.82,	-2.29,	2.47,	0.53,	28.81,	
540974,	1.0518,	0.0000,	540387,	540973,	1.5865,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7750.00,	0,	3748,	5.10,	-0.05,	0.02,	1.00,	42.66,	-0.64,	-1.72,	2.84,	0.97,	28.91,	
541623,	-1.3755,	0.0000,	541036,	541622,	1.3771,	0.0000,	0,	0,	-61.7977,	-7685.0000,	-7600.00,	0,	3748,	5.10,	-0.04,	0.00,	1.00,	42.74,	-0.50,	-0.28,	2.14,	0.01,	28.81,	
542272,	8.9486,	9.0000,	541685,	542271,	8.9486,	9.0000,	1,	0,	-61.7977,	-7685.0000,	-8238.00,	0,	3748,	5.10,	-0.03,	-0.03,	0.97,	42.05,	-0.26,	-1.59,	1.94,	-2.03,	28.86,	
542921,	51.2317,	51.0000,	542334,	542920,	51.2317,	51.0000,	1,	0,	-61.7977,	-7685.0000,	-10851.00,	0,	3748,	5.10,	-0.02,	-0.04,	0.97,	42.06,	-1.15,	-9.23,	1.39,	-2.58,	28.91,	
543571,	529.9550,	530.0000,	542987,	543569,	529.9550,	530.0000,	1,	0,	-61.7977,	-7685.0000,	-40435.00,	0,	3748,	5.10,	-0.01,	0.05,	0.99,	41.66,	-0.71,	-4.92,	0.68,	2.75,	28.86,	
544221,	1124.9285,	1125.0000,	543644,	544219,	1124.9285,	1125.0000,	1,	0,	-61.7977,	-7685.0000,	-77203.00,	0,	3748,	5.10,	-0.02,	-0.01,	1.00,	43.12,	-0.45,	6.47,	1.40,	-0.31,	28.77,	
544870,	1093.9727,	1094.0000,	544294,	544869,	1093.9727,	1094.0000,	1,	0,	-61.7977,	-7685.0000,	-75290.00,	0,	3748,	5.10,	-0.07,	-0.00,	1.00,	42.31,	-0.53,	-4.15,	3.99,	-0.06,	28.91,	
545519,	1097.3709,	1097.0000,	544946,	545518,	1093.9727,	1094.0000,	0,	0,	-61.7977,	-7685.0000,	-75500.00,	0,	3748,	5.10,	-0.08,	0.02,	0.99,	42.92,	-1.00,	-5.73,	4.37,	1.18,	28.91,	
546168,	1129.4110,	1129.5000,	545595,	546167,	1129.4110,	1129.5000,	1,	0,	-61.7977,	-7685.0000,	-77480.00,	0,	3748,	5.07,	-0.06,	-0.03,	1.00,	42.50,	-0.34,	5.47,	3.24,	-1.94,	28.86,	
546818,	1140.5440,	1140.5000,	546242,	546817,	1140.5440,	1140.5000,	1,	0,	-61.7977,	-7685.0000,	-78168.00,	0,	3748,	5.07,	-0.05,	0.02,	0.99,	42.93,	-1.05,	-5.65,	3.17,	1.24,	28.81,	
547467,	1113.0834,	1113.0000,	546891,	547466,	1113.0834,	1113.0000,	1,	0,	-61.7977,	-7685.0000,	-76471.00,	0,	3748,	5.10,	-0.05,	-0.01,	1.00,	42.51,	-0.45,	-0.20,	2.64,	-0.76,	28.81,	
548116,	1096.1411,	1096.0000,	547538,	548115,	1096.1411,	1096.0000,	1,	0,	-61.7977,	-7685.0000,	-75424.00,	0,	3748,	5.07,	-0.06,	0.02,	0.99,	42.74,	-0.57,	-0.45,	3.22,	1.32,	28.81,	
548765,	1097.0473,	1097.0000,	548193,	548764,	1096.1411,	1096.0000,	0,	0,	-61.7977,	-7685.0000,	-75480.00,	0,	3748,	5.10,	-0.06,	-0.00,	0.99,	42.60,	-0.78,	-3.07,	3.51,	-0.24,	28.95,	
549414,	1097.3386,	1097.0000,	548842,	549413,	1096.4959,	1096.5000,	0,	0,	-61.7977,	-7685.0000,	-75498.00,	0,	3748,	5.10,	-0.05,	0.02,	1.00,	42.56,	-0.80,	-2.13,	2.64,	1.18,	28.91,	
550065,	1097.9049,	1098.0000,	549491,	550063,	1096.8258,	1097.0000,	0,	0,	-61.7977,	-7685.0000,	-75533.00,	0,	3748,	5.07,	-0.05,	0.00,	0.99,	42.82,	-0.62,	-0.66,	3.00,	0.13,	28.81,	
550714,	1096.4323,	1096.5000,	550140,	550712,	1097.2482,	1097.0000,	0,	0,	-61.7977,	-7685.0000,	-75442.00,	0,	3748,	5.10,	-0.06,	0.02,	1.00,	42.50,	-0.57,	-1.55,	3.42,	1.08,	28.91,	
551363,	1098.9082,	1099.0000,	550790,	551361,	1096.9288,	1097.0000,	0,	0,	-61.7977,	-7685.0000,	-75595.00,	0,	3748,	5.10,	-0.05,	0.01,	0.99,	42.82,	-0.69,	-2.66,	3.02,	0.85,	28.81,	
552012,	1098.7139,	1099.0000,	551439,	552010,	1097.7037,	1098.0000,	0,	0,	-61.7977,	-7685.0000,	-75583.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.66,	-0.66,	-1.62,	2.67,	0.56,	28.86,	
552662,	1097.1281,	1097.0000,	552088,	552660,	1098.0992,	1098.0000,	0,	0,	-61.7977,	-7685.0000,	-75485.00,	0,	3748,	5.10,	-0.05,	0.00,	1.00,	42.63,	-0.54,	-0.76,	3.12,	0.27,	28.86,	
553311,	1097.3547,	1097.0000,	552737,	553310,	1097.7191,	1098.0000,	0,	0,	-61.7977,	-7685.0000,	-75499.00,	0,	3748,	5.10,	-0.06,	0.01,	0.99,	42.60,	-0.59,	-2.08,	3.27,	0.42,	28.86,	
553960,	1098.0181,	1098.0000,	553388,	553959,	1097.5764,	1097.5000,	0,	0,	-61.7977,	-7685.0000,	-75540.00,	0,	3748,	5.10,	-0.05,	0.00,	1.00,	42.70,	-0.65,	-2.53,	2.67,	0.21,	28.86,	
554609,	1096.5456,	1096.5000,	554036,	554608,	1097.7493,	1098.0000,	0,	0,	-61.7977,	-7685.0000,	-75449.00,	0,	3748,	5.10,	-0.06,	0.01,	0.99,	42.64,	-0.65,	-0.72,	3.21,	0.48,	28.81,	
555258,	1097.6298,	1097.5000,	554686,	555257,	1097.2780,	1097.0000,	0,	0,	-61.7977,	-7685.0000,	-75516.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.62,	-0.51,	-1.32,	3.07,	0.85,	28.81,	
555908,	1094.1993,	1094.0000,	555335,	555907,	1097.4157,	1097.5000,	0,	0,	-61.7977,	-7685.0000,	-75304.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.62,	-0.40,	-3.00,	2.97,	0.79,	28.86,	
556557,	1097.6622,	1097.5000,	555984,	556556,	1096.1564,	1096.0000,	0,	0,	-61.7977,	-7685.0000,	-75518.00,	0,	3748,	5.10,	-0.05,	0.02,	0.99,	42.68,	-0.85,	-1.62,	3.09,	1.18,	28.81,	
557206,	1094.3126,	1094.0000,	556634,	557205,	1096.7459,	1097.0000,	0,	0,	-61.7977,	-7685.0000,	-75311.00,	0,	3748,	5.10,	-0.05,	0.01,	1.00,	42.67,	-0.58,	-0.49,	3.01,	0.42,	28.95,	
557855,	1094.9113,	1095.0000,	557283,	557854,	1095.7933,	1096.0000,	0,	0,	-61.7977,	-7685.0000,	-75348.00,	0,	3748,	5.07,	-0.05,	0.01,	1.00,	42.73,	-0.65,	-3.05,	3.14,	0.60,	28.91,	
558504,	1104.9117,	1105.0000,	557932,	558503,	1104.9117,	1105.0000,	1,	0,	-61.7977,	-7685.0000,	-75966.00,	0,	3748,	5.10,	-0.05,	-0.00,	1.00,	42.66,	-0.65,	-1.24,	2.68,	-0.01,	28.91,	
559154,	1173.0856,	1173.0000,	558579,	559153,	1173.0856,	1173.0000,	1,	0,	-61.7977,	-7685.0000,	-80179.00,	0,	3748,	5.10,	-0.08,	0.01,	1.00,	42.45,	-0.46,	-2.18,	4.56,	0.60,	28.91,	
