333466,	1000.0211,	1000.0000,	332645,	333466,	998.8795,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55296.0000,	
334393,	998.2410,	998.0000,	333574,	334392,	999.3264,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55186.0000,	
335319,	998.6294,	998.5000,	334498,	335319,	998.9015,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55210.0000,	
336245,	997.4481,	997.5000,	335425,	336245,	998.7949,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55137.0000,	
337172,	997.7880,	998.0000,	336351,	337172,	998.2677,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55158.0000,	
338099,	999.8916,	1000.0000,	337277,	338099,	998.0799,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55288.0000,	
339024,	998.1763,	998.0000,	338205,	339024,	998.7892,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55182.0000,	
339951,	998.0631,	998.0000,	339131,	339951,	998.5493,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55175.0000,	
340878,	998.2410,	998.0000,	340057,	340878,	998.3589,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55186.0000,	
341805,	998.4676,	998.5000,	340983,	341805,	998.3128,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55200.0000,	
342730,	998.8236,	999.0000,	341910,	342730,	998.3734,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55222.0000,	
343657,	996.5582,	996.5000,	342837,	343657,	998.5497,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55082.0000,	
344584,	1000.5065,	1000.5000,	343762,	344584,	997.7700,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55326.0000,	
345509,	999.4871,	999.5000,	344694,	345509,	998.8414,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55263.0000,	
346436,	998.5647,	998.5000,	345616,	346436,	999.0942,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55206.0000,	
347363,	999.3091,	999.0000,	346542,	347363,	998.8869,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55252.0000,	
348289,	1000.7492,	1001.0000,	347468,	348289,	999.0521,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55341.0000,	
349215,	997.7556,	998.0000,	348397,	349215,	999.7166,	1000.0000,	0,	0,	-61.7977,	6503.0000,	-55156.0000,	
350142,	999.8431,	1000.0000,	349325,	350142,	998.9489,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55285.0000,	
351069,	997.8527,	998.0000,	350248,	351068,	999.2990,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55162.0000,	
351994,	998.5161,	998.5000,	351174,	351994,	998.7327,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55203.0000,	
352921,	1000.4580,	1000.5000,	352101,	352921,	998.6480,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55323.0000,	
353848,	999.4871,	999.5000,	353029,	353848,	999.3566,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55263.0000,	
354774,	998.6456,	998.5000,	353953,	354774,	999.4077,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55211.0000,	
355700,	1000.6198,	1000.5000,	354880,	355700,	999.1093,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55333.0000,	
356627,	1000.5065,	1000.5000,	355808,	356627,	999.7006,	1000.0000,	0,	0,	-61.7977,	6503.0000,	-55326.0000,	
357553,	999.2929,	999.0000,	356739,	357553,	1000.0161,	1000.0000,	0,	0,	-61.7977,	6503.0000,	-55251.0000,	
358479,	999.4871,	999.5000,	357664,	358479,	999.7330,	1000.0000,	0,	0,	-61.7977,	6503.0000,	-55263.0000,	
359406,	999.2929,	999.0000,	358589,	359406,	999.6367,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55251.0000,	
360333,	998.7589,	999.0000,	359515,	360332,	999.5021,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55218.0000,	
361259,	998.4191,	998.5000,	360438,	361259,	999.2111,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55197.0000,	
362185,	997.9821,	998.0000,	361365,	362185,	998.9010,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55170.0000,	
363112,	999.7622,	1000.0000,	362291,	363112,	998.5413,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55280.0000,	
364038,	998.5647,	998.5000,	363218,	364038,	999.0193,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55206.0000,	
364964,	998.6132,	998.5000,	364144,	364964,	998.8413,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55209.0000,	
365891,	997.9336,	998.0000,	365070,	365891,	998.7520,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55167.0000,	
366817,	1000.0049,	1000.0000,	365997,	366817,	998.4315,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55295.0000,	
367744,	997.2863,	997.0000,	366925,	367744,	999.0475,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55127.0000,	
368670,	1000.2962,	1000.0000,	367849,	368670,	998.3580,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55313.0000,	
369597,	998.9854,	999.0000,	368778,	369596,	999.1168,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55232.0000,	
370523,	1000.3933,	1000.0000,	369702,	370523,	999.0654,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55319.0000,	
371449,	997.8851,	998.0000,	370631,	371449,	999.5852,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55164.0000,	
372376,	998.2410,	998.0000,	371555,	372375,	998.9196,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55186.0000,	
373302,	996.8656,	997.0000,	372482,	373302,	998.6539,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55101.0000,	
374228,	998.1440,	998.0000,	373408,	374228,	997.9538,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55180.0000,	
375155,	999.0016,	999.0000,	374334,	375155,	998.0283,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55233.0000,	
376081,	999.3091,	999.0000,	375261,	376081,	998.4093,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55252.0000,	
377008,	998.8398,	999.0000,	376187,	377008,	998.7615,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55223.0000,	
377934,	999.3900,	999.0000,	377113,	377934,	998.7922,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55257.0000,	
378860,	997.0760,	997.0000,	378040,	378860,	999.0262,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55114.0000,	
379787,	997.7718,	998.0000,	378967,	379787,	998.2627,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55157.0000,	
380713,	997.8203,	998.0000,	379892,	380713,	998.0706,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55160.0000,	
381640,	998.5647,	998.5000,	380819,	381639,	997.9725,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55206.0000,	
382566,	998.5647,	998.5000,	381746,	382566,	998.2044,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55206.0000,	
383493,	999.4385,	999.5000,	382672,	383493,	998.3455,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55260.0000,	
384419,	997.9821,	998.0000,	383598,	384418,	998.7734,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55170.0000,	
385345,	999.6004,	999.5000,	384525,	385345,	998.4636,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55270.0000,	
386272,	998.8883,	999.0000,	385452,	386272,	998.9087,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55226.0000,	
387198,	999.2767,	999.0000,	386377,	387198,	998.9007,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55250.0000,	
388124,	998.6780,	998.5000,	387304,	388124,	999.0479,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55213.0000,	
389051,	1000.1829,	1000.0000,	388231,	389051,	998.9030,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55306.0000,	
389978,	999.0987,	999.0000,	389158,	389978,	999.4041,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55239.0000,	
390903,	1000.0534,	1000.0000,	390083,	390903,	999.2846,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55298.0000,	
391830,	999.5518,	999.5000,	391012,	391830,	999.5856,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55267.0000,	
392757,	997.3996,	997.0000,	391936,	392757,	999.5723,	999.5000,	0,	0,	-61.7977,	6503.0000,	-55134.0000,	
393683,	998.0307,	998.0000,	392862,	393682,	998.7217,	999.0000,	0,	0,	-61.7977,	6503.0000,	-55173.0000,	
394609,	998.7913,	999.0000,	393789,	394609,	998.4512,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55220.0000,	
395536,	997.9174,	998.0000,	394716,	395536,	998.5844,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55166.0000,	
396463,	998.2896,	998.0000,	395641,	396463,	998.3233,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55189.0000,	
397388,	997.8365,	998.0000,	396568,	397388,	998.3101,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55161.0000,	
398315,	998.3381,	998.0000,	397495,	398315,	998.1246,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55192.0000,	
399242,	998.8398,	999.0000,	398420,	399242,	998.2082,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55223.0000,	
400168,	998.3058,	998.0000,	399347,	400167,	998.4555,	998.5000,	0,	0,	-61.7977,	6503.0000,	-55190.0000,	
401094,	998.6294,	998.5000,	400274,	401094,	998.3969,	998.0000,	0,	0,	-61.7977,	6503.0000,	-55210.0000,	
