0.00,	0.00,	0.00,	0, 
200.00,	0.00,	0.00,	0, 
402.00,	0.00,	0.00,	0, 
604.00,	0.00,	0.00,	0, 
805.00,	0.00,	0.00,	0, 
1006.00,	0.00,	0.00,	0, 
1208.00,	0.00,	0.00,	0, 
1410.00,	0.00,	0.00,	0, 
1611.00,	0.00,	0.00,	0, 
1812.00,	0.00,	0.00,	0, 
2014.00,	0.00,	0.00,	0, 
2215.00,	0.00,	0.00,	0, 
2416.00,	0.00,	0.00,	0, 
2618.00,	0.00,	0.00,	0, 
2820.00,	0.00,	0.00,	0, 
3021.00,	0.00,	0.00,	0, 
3222.00,	0.00,	0.00,	0, 
3424.00,	0.00,	0.00,	0, 
3625.00,	0.00,	0.00,	0, 
3827.00,	0.00,	0.00,	0, 
4028.00,	0.00,	0.00,	0, 
4230.00,	0.00,	0.00,	0, 
4431.00,	0.00,	0.00,	0, 
4633.00,	0.00,	0.00,	0, 
4834.00,	0.00,	0.00,	0, 
5036.00,	0.00,	0.00,	0, 
5237.00,	0.00,	0.00,	0, 
5439.00,	0.00,	0.00,	0, 
5640.00,	0.00,	0.00,	0, 
5841.00,	0.00,	0.00,	0, 
6043.00,	0.00,	0.00,	0, 
6245.00,	0.00,	0.00,	0, 
6446.00,	0.00,	0.00,	0, 
6647.00,	0.00,	0.00,	0, 
6849.00,	0.00,	0.00,	0, 
7051.00,	0.00,	0.00,	0, 
7251.00,	0.00,	0.00,	0, 
7453.00,	0.00,	0.00,	0, 
7655.00,	0.00,	0.00,	0, 
7857.00,	0.00,	0.00,	0, 
8057.00,	0.00,	0.00,	0, 
8259.00,	0.00,	0.00,	0, 
8461.00,	0.00,	0.00,	0, 
8663.00,	0.00,	0.00,	0, 
8863.00,	0.00,	0.00,	0, 
9065.00,	0.00,	0.00,	0, 
9267.00,	0.00,	0.00,	0, 
9468.00,	0.00,	0.00,	0, 
9669.00,	0.00,	0.00,	0, 
9871.00,	0.00,	0.00,	0, 
10073.00,	0.00,	0.00,	0, 
10274.00,	0.00,	0.00,	0, 
10476.00,	0.00,	0.00,	0, 
10677.00,	0.00,	0.00,	0, 
10878.00,	0.00,	0.00,	0, 
11080.00,	0.00,	0.00,	0, 
11282.00,	0.00,	0.00,	0, 
11483.00,	0.00,	0.00,	0, 
11684.00,	0.00,	0.00,	0, 
11886.00,	0.00,	0.00,	0, 
12088.00,	0.00,	0.00,	0, 
12290.00,	0.00,	0.00,	0, 
12490.00,	0.00,	0.00,	0, 
12692.00,	0.00,	0.00,	0, 
12894.00,	0.00,	0.00,	0, 
13095.00,	0.00,	0.00,	0, 
13297.00,	0.00,	0.00,	0, 
13498.00,	0.00,	0.00,	0, 
13700.00,	0.00,	0.00,	0, 
13901.00,	0.00,	0.00,	0, 
14103.00,	100.00,	0.00,	0, 
14305.00,	100.00,	4.88,	0, 
14507.00,	100.00,	9.52,	0, 
14708.00,	100.00,	13.93,	0, 
14910.00,	100.00,	18.13,	0, 
15112.00,	100.00,	22.12,	0, 
15313.00,	100.00,	25.92,	0, 
15515.00,	100.00,	29.53,	0, 
15717.00,	100.00,	32.97,	0, 
15919.00,	100.00,	36.24,	0, 
16120.00,	100.00,	39.35,	0, 
16322.00,	100.00,	42.30,	0, 
16523.00,	100.00,	45.12,	0, 
16724.00,	100.00,	47.80,	0, 
16926.00,	100.00,	50.34,	0, 
17128.00,	100.00,	52.76,	0, 
17330.00,	100.00,	55.07,	0, 
17531.00,	100.00,	57.26,	0, 
17733.00,	100.00,	59.34,	0, 
17935.00,	100.00,	61.33,	0, 
18137.00,	100.00,	63.21,	0, 
18338.00,	100.00,	65.01,	0, 
18540.00,	100.00,	66.71,	0, 
18742.00,	100.00,	68.34,	0, 
18944.00,	100.00,	69.88,	0, 
19145.00,	100.00,	71.35,	0, 
19347.00,	100.00,	72.75,	0, 
19549.00,	100.00,	74.08,	0, 
19750.00,	100.00,	75.34,	0, 
19952.00,	100.00,	76.54,	0, 
20154.00,	100.00,	77.69,	0, 
20356.00,	100.00,	78.78,	0, 
20557.00,	100.00,	79.81,	0, 
20759.00,	100.00,	80.79,	0, 
20961.00,	100.00,	81.73,	0, 
21163.00,	100.00,	82.62,	0, 
21364.00,	100.00,	83.47,	0, 
21566.00,	100.00,	84.28,	0, 
21768.00,	100.00,	85.04,	0, 
21969.00,	100.00,	85.77,	0, 
22171.00,	100.00,	86.47,	0, 
22373.00,	100.00,	87.13,	0, 
22575.00,	100.00,	87.75,	0, 
22776.00,	100.00,	88.35,	0, 
22978.00,	100.00,	88.92,	0, 
23180.00,	100.00,	89.46,	0, 
23382.00,	100.00,	89.97,	0, 
23583.00,	100.00,	90.46,	0, 
23785.00,	100.00,	90.93,	0, 
23987.00,	100.00,	91.37,	0, 
24188.00,	100.00,	91.79,	0, 
24390.00,	100.00,	92.19,	0, 
24592.00,	100.00,	92.57,	0, 
24794.00,	100.00,	92.93,	0, 
24995.00,	100.00,	93.28,	0, 
25197.00,	100.00,	93.61,	0, 
25399.00,	100.00,	93.92,	0, 
25601.00,	100.00,	94.22,	0, 
25802.00,	100.00,	94.50,	0, 
26004.00,	100.00,	94.77,	0, 
26206.00,	100.00,	95.02,	0, 
26407.00,	100.00,	95.26,	0, 
26609.00,	100.00,	95.50,	0, 
26811.00,	100.00,	95.71,	0, 
27013.00,	100.00,	95.92,	0, 
27214.00,	100.00,	96.12,	0, 
27416.00,	100.00,	96.31,	0, 
27618.00,	100.00,	96.49,	0, 
27820.00,	100.00,	96.66,	0, 
28021.00,	0.00,	96.83,	0, 
28223.00,	0.00,	92.10,	0, 
28425.00,	0.00,	87.61,	0, 
