0.00,	0.00,	0.00,	0, 
101.00,	0.00,	0.00,	0, 
202.00,	0.00,	0.00,	0, 
304.00,	0.00,	0.00,	0, 
405.00,	0.00,	0.00,	0, 
506.00,	0.00,	0.00,	0, 
608.00,	0.00,	0.00,	0, 
709.00,	0.00,	0.00,	0, 
811.00,	0.00,	0.00,	0, 
912.00,	0.00,	0.00,	0, 
1013.00,	0.00,	0.00,	0, 
1115.00,	0.00,	0.00,	0, 
1216.00,	0.00,	0.00,	0, 
1317.00,	0.00,	0.00,	0, 
1420.00,	0.00,	0.00,	0, 
1521.00,	0.00,	0.00,	0, 
1623.00,	0.00,	0.00,	0, 
1724.00,	0.00,	0.00,	0, 
1825.00,	0.00,	0.00,	0, 
1927.00,	0.00,	0.00,	0, 
2028.00,	0.00,	0.00,	0, 
2129.00,	0.00,	0.00,	0, 
2231.00,	0.00,	0.00,	0, 
2332.00,	0.00,	0.00,	0, 
2434.00,	0.00,	0.00,	0, 
2536.00,	0.00,	0.00,	0, 
2637.00,	0.00,	0.00,	0, 
2739.00,	0.00,	0.00,	0, 
2840.00,	0.00,	0.00,	0, 
2941.00,	0.00,	0.00,	0, 
3043.00,	0.00,	0.00,	0, 
3144.00,	0.00,	0.00,	0, 
3246.00,	0.00,	0.00,	0, 
3347.00,	0.00,	0.00,	0, 
3448.00,	0.00,	0.00,	0, 
3550.00,	0.00,	0.00,	0, 
3652.00,	0.00,	0.00,	0, 
3753.00,	0.00,	0.00,	0, 
3855.00,	0.00,	0.00,	0, 
3956.00,	0.00,	0.00,	0, 
4058.00,	0.00,	0.00,	0, 
4159.00,	0.00,	0.00,	0, 
4260.00,	0.00,	0.00,	0, 
4362.00,	0.00,	0.00,	0, 
4463.00,	0.00,	0.00,	0, 
4564.00,	0.00,	0.00,	0, 
4667.00,	0.00,	0.00,	0, 
4768.00,	0.00,	0.00,	0, 
4870.00,	0.00,	0.00,	0, 
4971.00,	0.00,	0.00,	0, 
5072.00,	0.00,	0.00,	0, 
5174.00,	0.00,	0.00,	0, 
5275.00,	0.00,	0.00,	0, 
5377.00,	0.00,	0.00,	0, 
5478.00,	0.00,	0.00,	0, 
5579.00,	0.00,	0.00,	0, 
5681.00,	0.00,	0.00,	0, 
5783.00,	0.00,	0.00,	0, 
5884.00,	0.00,	0.00,	0, 
5986.00,	0.00,	0.00,	0, 
6087.00,	0.00,	0.00,	0, 
6189.00,	0.00,	0.00,	0, 
6290.00,	0.00,	0.00,	0, 
6391.00,	0.00,	0.00,	0, 
