0.00,	0.00,	0.00,	0, 
51.00,	0.00,	0.00,	0, 
102.00,	0.00,	0.00,	0, 
153.00,	0.00,	0.00,	0, 
205.00,	0.00,	0.00,	0, 
257.00,	0.00,	0.00,	0, 
308.00,	0.00,	0.00,	0, 
359.00,	0.00,	0.00,	0, 
410.00,	0.00,	0.00,	0, 
462.00,	0.00,	0.00,	0, 
514.00,	0.00,	0.00,	0, 
565.00,	0.00,	0.00,	0, 
616.00,	0.00,	0.00,	0, 
668.00,	0.00,	0.00,	0, 
719.00,	0.00,	0.00,	0, 
771.00,	0.00,	0.00,	0, 
822.00,	0.00,	0.00,	0, 
873.00,	0.00,	0.00,	0, 
925.00,	0.00,	0.00,	0, 
976.00,	0.00,	0.00,	0, 
1028.00,	0.00,	0.00,	0, 
1079.00,	0.00,	0.00,	0, 
1131.00,	0.00,	0.00,	0, 
1182.00,	0.00,	0.00,	0, 
1233.00,	0.00,	0.00,	0, 
1285.00,	0.00,	0.00,	0, 
1337.00,	0.00,	0.00,	0, 
1388.00,	0.00,	0.00,	0, 
1439.00,	0.00,	0.00,	0, 
1490.00,	0.00,	0.00,	0, 
1543.00,	0.00,	0.00,	0, 
1594.00,	0.00,	0.00,	0, 
1645.00,	0.00,	0.00,	0, 
1697.00,	0.00,	0.00,	0, 
1748.00,	0.00,	0.00,	0, 
1800.00,	0.00,	0.00,	0, 
1851.00,	0.00,	0.00,	0, 
1903.00,	0.00,	0.00,	0, 
1954.00,	0.00,	0.00,	0, 
2006.00,	0.00,	0.00,	0, 
2057.00,	0.00,	0.00,	0, 
2109.00,	0.00,	0.00,	0, 
2160.00,	0.00,	0.00,	0, 
2211.00,	0.00,	0.00,	0, 
2263.00,	0.00,	0.00,	0, 
2315.00,	0.00,	0.00,	0, 
2366.00,	0.00,	0.00,	0, 
2417.00,	0.00,	0.00,	0, 
2468.00,	0.00,	0.00,	0, 
2521.00,	0.00,	0.00,	0, 
2572.00,	0.00,	0.00,	0, 
2623.00,	0.00,	0.00,	0, 
2675.00,	0.00,	0.00,	0, 
2726.00,	0.00,	0.00,	0, 
2778.00,	0.00,	0.00,	0, 
2829.00,	0.00,	0.00,	0, 
2881.00,	0.00,	0.00,	0, 
2932.00,	0.00,	0.00,	0, 
2983.00,	0.00,	0.00,	0, 
3035.00,	0.00,	0.00,	0, 
3087.00,	0.00,	0.00,	0, 
3138.00,	0.00,	0.00,	0, 
3189.00,	0.00,	0.00,	0, 
3240.00,	0.00,	0.00,	0, 
3293.00,	0.00,	0.00,	0, 
3344.00,	0.00,	0.00,	0, 
3395.00,	0.00,	0.00,	0, 
3446.00,	0.00,	0.00,	0, 
3499.00,	0.00,	0.00,	0, 
3550.00,	0.00,	0.00,	0, 
3601.00,	0.00,	0.00,	0, 
3653.00,	0.00,	0.00,	0, 
3704.00,	0.00,	0.00,	0, 
3756.00,	0.00,	0.00,	0, 
3807.00,	0.00,	0.00,	0, 
3859.00,	0.00,	0.00,	0, 
3910.00,	0.00,	0.00,	0, 
3961.00,	0.00,	0.00,	0, 
4013.00,	0.00,	0.00,	0, 
4065.00,	0.00,	0.00,	0, 
4116.00,	0.00,	0.00,	0, 
4167.00,	0.00,	0.00,	0, 
4218.00,	0.00,	0.00,	0, 
4271.00,	0.00,	0.00,	0, 
4322.00,	0.00,	0.00,	0, 
4373.00,	0.00,	0.00,	0, 
4424.00,	0.00,	0.00,	0, 
4476.00,	0.00,	0.00,	0, 
4528.00,	0.00,	0.00,	0, 
4579.00,	0.00,	0.00,	0, 
4631.00,	0.00,	0.00,	0, 
4682.00,	0.00,	0.00,	0, 
4733.00,	0.00,	0.00,	0, 
4785.00,	0.00,	0.00,	0, 
4837.00,	0.00,	0.00,	0, 
4888.00,	0.00,	0.00,	0, 
4939.00,	0.00,	0.00,	0, 
4990.00,	0.00,	0.00,	0, 
5043.00,	0.00,	0.00,	0, 
5094.00,	0.00,	0.00,	0, 
5145.00,	0.00,	0.00,	0, 
5196.00,	0.00,	0.00,	0, 
5249.00,	0.00,	0.00,	0, 
5300.00,	0.00,	0.00,	0, 
5351.00,	0.00,	0.00,	0, 
5403.00,	0.00,	0.00,	0, 
5454.00,	0.00,	0.00,	0, 
5506.00,	0.00,	0.00,	0, 
5557.00,	0.00,	0.00,	0, 
5609.00,	0.00,	0.00,	0, 
5660.00,	0.00,	0.00,	0, 
5711.00,	0.00,	0.00,	0, 
5763.00,	0.00,	0.00,	0, 
5815.00,	0.00,	0.00,	0, 
5866.00,	0.00,	0.00,	0, 
5917.00,	0.00,	0.00,	0, 
5968.00,	0.00,	0.00,	0, 
6021.00,	0.00,	0.00,	0, 
6072.00,	0.00,	0.00,	0, 
6123.00,	0.00,	0.00,	0, 
6174.00,	0.00,	0.00,	0, 
6226.00,	0.00,	0.00,	0, 
6278.00,	0.00,	0.00,	0, 
6329.00,	0.00,	0.00,	0, 
6381.00,	0.00,	0.00,	0, 
6432.00,	0.00,	0.00,	0, 
6483.00,	0.00,	0.00,	0, 
6535.00,	0.00,	0.00,	0, 
6587.00,	0.00,	0.00,	0, 
6638.00,	0.00,	0.00,	0, 
6689.00,	0.00,	0.00,	0, 
6740.00,	0.00,	0.00,	0, 
6793.00,	0.00,	0.00,	0, 
6844.00,	0.00,	0.00,	0, 
6895.00,	0.00,	0.00,	0, 
6946.00,	0.00,	0.00,	0, 
6999.00,	0.00,	0.00,	0, 
7050.00,	0.00,	0.00,	0, 
7101.00,	0.00,	0.00,	0, 
