tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT,timeNorm,timeMeasure,timeAlgo,timeTotal,timeSim,realWeight
3469445,3470032,3470033,-24092,-23882,61.7977,-210,2984.626,2962.369,2995.764,48.47695,0,48.5,0.973877,-0.040283,0.016602,-3.152672,-0.80916,-0.572519,-87.43816,-67.60224,26.60059,False,0,0,0,0,0,True,True,False,60786,587,1,588,60785.454545454544,1000
3470119,3470707,3470708,-24093,-23882,61.7977,-211,2886.321,2832.988,2982.69,48.26539,0,48.0,0.970703,-0.038574,0.015381,-2.977099,-0.961832,-0.503817,-87.55013,-68.26098,26.55353,False,0,0,0,0,0,True,True,False,61460,588,1,589,61460.84848484848,1000
3470795,3471383,3471384,-24121,-23882,61.7977,-239,3441.223,2892.373,2924.082,47.317,0,47.0,0.979981,-0.04248,0.013184,-3.015267,-1.007634,-0.740458,-87.40105,-72.75837,26.55353,False,0,0,0,0,0,True,True,False,62136,588,1,589,62136.242424242424,1000
3471470,3472058,3472059,-24099,-23882,61.7977,-217,2623.81,2869.783,2911.667,47.11612,0,47.0,0.973877,-0.033691,0.009521,-2.900763,-0.984733,-0.793893,-87.9409,-74.21908,26.45941,False,0,0,0,0,0,True,True,False,62811,588,1,589,62811.63636363636,1000
3472145,3472734,3472735,-24107,-23882,61.7977,-225,2813.111,2846.673,2895.27,46.85077,0,47.0,0.975586,-0.035645,0.009766,-3.167939,-0.862595,-0.603053,-87.8303,-74.67831,26.45941,False,0,0,0,0,0,True,True,False,63486,589,1,590,63487.030303030304,1000
3472822,3473409,3473410,-24095,-23882,61.7977,-213,3073.11,2920.022,2876.244,46.5429,0,46.5,0.967529,-0.039795,0.018799,-2.984733,-1.0,-0.480916,-87.39528,-64.71414,26.55353,False,0,0,0,0,0,True,True,False,64163,587,1,588,64162.42424242424,1000
3473496,3474085,3474086,-24112,-23882,61.7977,-230,2862.689,2954.985,2893.383,46.82024,0,47.0,0.973633,-0.03418,0.013184,-2.923664,-1.145038,-0.557252,-87.84499,-68.9075,26.45941,False,0,0,0,0,0,True,True,False,64837,589,1,590,64837.81818181818,1000
3474172,3474760,3474761,-24114,-23882,61.7977,-232,2966.958,2952.461,2917.5,47.2105,0,47.0,0.979981,-0.036377,0.012207,-2.862595,-0.946565,-0.618321,-87.75756,-71.4496,26.60059,False,0,0,0,0,0,True,True,False,65513,588,1,589,65513.21212121212,1000
3474847,3475436,3475437,-24123,-23882,61.7977,-241,3135.113,2988.003,2931.188,47.43198,0,47.5,0.972412,-0.037109,0.011963,-2.923664,-0.801527,-0.931298,-87.70369,-72.13215,26.55353,False,0,0,0,0,0,True,True,False,66188,589,1,590,66188.60606060606,1000
3475523,3476111,3476112,-24090,-23882,61.7977,-208,2866.593,2905.913,2953.431,47.79192,0,48.0,0.968018,-0.040039,0.011963,-2.946565,-0.732824,-0.717557,-87.52795,-73.36471,26.50647,False,0,0,0,0,0,True,True,False,66864,588,1,589,66864.0,1000
