tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
13564,13864,13864,-142402.0,-183352,40950.0,40950.0,40950.0,13864,14164,14164,-2580.75,-67870,65289.25,65254.94,65243.5,14164,14464,14464,-191964.5,-222392,30427.5,30467.81,30481.25,0,0,2733.495,2733.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
14581,14881,14881,-142420.5,-183352,40931.5,40945.38,40950.0,14881,15181,15181,-2569.25,-67870,65300.75,65269.25,65246.34,15181,15481,15481,-191948.0,-222392,30444.0,30458.5,30477.91,0,0,2733.485,2733.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
15598,15898,15898,-142433.5,-183352,40918.5,40937.5,40948.85,15898,16198,16198,-2612.25,-67870,65257.75,65272.81,65252.04,16198,16498,16498,-191946.5,-222392,30445.5,30449.56,30473.09,0,0,2733.479,2733.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
16618,16918,16918,-142469.0,-183352,40883.0,40920.75,40946.03,16918,17218,17218,-2590.25,-67870,65279.75,65281.88,65257.2,17218,17518,17518,-191961.8,-222392,30430.25,30436.81,30467.24,0,0,2733.409,2733.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
17635,17935,17935,-142456.5,-183352,40895.5,40907.13,40939.75,17935,18235,18235,-2590.5,-67870,65279.5,65279.44,65263.34,18235,18535,18536,-191943.8,-222392,30448.25,30442.0,30459.68,0,0,2733.255,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
18653,18953,18953,-142439.3,-183352,40912.75,40902.44,40931.64,18953,19253,19253,-2573.0,-67870,65297.0,65278.5,65267.34,19253,19553,19553,-191916.3,-222392,30475.75,30449.94,30455.29,0,0,2733.085,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
19671,19971,19971,-142431.8,-183352,40920.25,40902.88,40924.38,19971,20271,20271,-2587.5,-67870,65282.5,65284.69,65270.11,20271,20571,20571,-191933.5,-222392,30458.5,30453.19,30453.96,0,0,2732.969,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
20688,20988,20988,-142447.3,-183352,40904.75,40908.31,40919.04,20988,21288,21288,-2576.75,-67870,65293.25,65288.06,65273.73,21288,21588,21588,-191935.0,-222392,30457.0,30459.88,30453.77,0,0,2732.931,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
21705,22005,22005,-142465.0,-183352,40887.0,40906.19,40916.38,22005,22305,22305,-2598.5,-67870,65271.5,65286.06,65277.3,22305,22605,22605,-191938.8,-222392,30453.25,30461.13,30455.29,0,0,2732.979,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
22722,23022,23022,-142448.0,-183352,40904.0,40904.0,40913.84,23022,23322,23322,-2596.75,-67870,65273.25,65280.13,65279.48,23322,23622,23622,-191933.5,-222392,30458.5,30456.81,30456.74,0,0,2733.001,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
23739,24039,24039,-142466.5,-183352,40885.5,40895.31,40911.4,24039,24339,24339,-2588.5,-67870,65281.5,65279.88,65279.64,24339,24639,24639,-191945.8,-222392,30446.25,30453.75,30456.76,0,0,2732.956,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
24758,25058,25058,-142464.8,-183352,40887.25,40890.94,40907.4,25058,25358,25358,-2609.0,-67870,65261.0,65271.81,65279.7,25358,25658,25658,-191958.3,-222392,30433.75,30447.94,30456.01,0,0,2732.862,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
25775,26075,26075,-142464.0,-183352,40888.0,40891.19,40903.31,26075,26375,26375,-2614.25,-67870,65255.75,65267.88,65277.74,26375,26675,26676,-191950.0,-222392,30442.0,30445.13,30454.0,0,0,2732.701,2733.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
26793,27093,27093,-142463.8,-183352,40888.25,40887.25,40900.3,27093,27393,27393,-2600.5,-67870,65269.5,65266.94,65275.29,27393,27693,27693,-191948.5,-222392,30443.5,30441.38,30451.8,0,0,2732.548,2732.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
27811,28111,28111,-142457.5,-183352,40894.5,40889.5,40897.06,28111,28411,28411,-2617.25,-67870,65252.75,65259.75,65273.21,28411,28711,28711,-191961.5,-222392,30430.5,30437.44,30449.21,0,0,2732.39,2732.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
