tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
6919537,6919837,6919837,-205009.8,-214724,9714.25,9714.25,9714.25,6919837,6920137,6920137,72329.5,86852,-14522.5,-14522.5,-14522.5,6920137,6920437,6920437,46944.75,55079,-8134.25,-8134.25,-8134.25,0,0,647.42,647.5,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,True,True,False
6920555,6920855,6920855,-204987.5,-214724,9736.5,9719.813,9714.25,6920855,6921155,6921155,72341.5,86852,-14510.5,-14519.5,-14522.5,6921155,6921455,6921455,46953.0,55079,-8126.0,-8132.188,-8134.25,0,0,647.42,647.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6921575,6921875,6921875,-204986.3,-214724,9737.75,9725.688,9715.633,6921875,6922175,6922175,72319.0,86852,-14533.0,-14522.13,-14521.75,6922175,6922475,6922475,46921.0,55079,-8158.0,-8138.125,-8133.738,0,0,647.4225,647.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6922593,6922893,6922893,-204966.0,-214724,9758.0,9736.625,9718.132,6922893,6923193,6923193,72332.0,86852,-14520.0,-14521.5,-14521.85,6923193,6923493,6923493,46929.0,55079,-8150.0,-8142.063,-8134.828,0,0,647.4962,647.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6923611,6923911,6923911,-204981.0,-214724,9743.0,9743.813,9722.728,6923911,6924211,6924211,72320.0,86852,-14532.0,-14523.88,-14521.76,6924211,6924511,6924511,46894.75,55079,-8184.25,-8154.563,-8136.626,0,0,647.6223,647.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6924630,6924930,6924930,-204990.8,-214724,9733.25,9743.0,9727.968,6924930,6925230,6925230,72328.0,86852,-14524.0,-14527.25,-14522.29,6925230,6925530,6925530,46927.0,55079,-8152.0,-8161.063,-8141.083,0,0,647.8268,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6925648,6925948,6925948,-204969.0,-214724,9755.0,9747.313,9731.704,6925948,6926248,6926248,72359.25,86852,-14492.75,-14517.19,-14523.52,6926248,6926548,6926548,46867.5,55079,-8211.5,-8174.438,-8146.049,0,0,648.0255,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6926668,6926968,6926968,-204975.5,-214724,9748.5,9744.938,9735.583,6926968,6927268,6927271,72294.5,86852,-14557.5,-14526.56,-14521.95,6927271,6927571,6927571,46922.25,55079,-8156.75,-8176.125,-8153.104,0,0,648.2126,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6927690,6927990,6927990,-204980.3,-214724,9743.75,9745.125,9737.908,6927990,6928290,6928290,72338.0,86852,-14514.0,-14522.06,-14523.09,6928290,6928590,6928590,46934.0,55079,-8145.0,-8166.313,-8158.825,0,0,648.3965,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6928707,6929007,6929007,-204991.3,-214724,9732.75,9745.0,9739.702,6929007,6929307,6929307,72330.75,86852,-14521.25,-14521.38,-14522.84,6929307,6929607,6929607,46922.75,55079,-8156.25,-8167.375,-8160.686,0,0,648.4645,648.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6929727,6930027,6930027,-204971.8,-214724,9752.25,9744.313,9741.019,6930027,6930327,6930327,72358.25,86852,-14493.75,-14521.63,-14522.47,6930327,6930627,6930627,46945.25,55079,-8133.75,-8147.938,-8162.349,0,0,648.5168,648.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6930746,6931046,6931046,-204972.0,-214724,9752.0,9745.188,9741.838,6931046,6931346,6931346,72320.25,86852,-14531.75,-14515.19,-14522.26,6931346,6931646,6931646,46916.75,55079,-8162.25,-8149.313,-8158.767,0,0,648.4574,648.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6931766,6932066,6932066,-204981.8,-214724,9742.25,9744.813,9742.671,6932066,6932366,6932366,72343.0,86852,-14509.0,-14513.94,-14520.5,6932366,6932666,6932666,46910.25,55079,-8168.75,-8155.25,-8156.417,0,0,648.3918,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6932785,6933085,6933085,-204959.8,-214724,9764.25,9752.688,9743.203,6933085,6933385,6933385,72336.75,86852,-14515.25,-14512.44,-14518.87,6933385,6933685,6933685,46924.25,55079,-8154.75,-8154.875,-8156.127,0,0,648.3641,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6933804,6934104,6934104,-204982.0,-214724,9742.0,9750.125,9745.561,6934104,6934404,6934404,72364.0,86852,-14488.0,-14511.0,-14517.27,6934404,6934704,6934704,46921.75,55079,-8157.25,-8160.75,-8155.816,0,0,648.373,648.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
