tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
127489,127789,127789,-104904.5,-184346,79441.5,79441.5,79441.5,127789,128089,128089,15388.25,-69585,84973.25,84969.69,84968.5,128089,128389,128389,-176037.0,-240987,64950.0,64939.69,64936.25,0,0,4586.925,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
128509,128809,128809,-104863.3,-184346,79482.75,79451.81,79441.5,128809,129109,129109,15376.5,-69585,84961.5,84967.94,84968.8,129109,129409,129409,-176048.8,-240987,64938.25,64940.19,64937.11,0,0,4586.948,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
129527,129827,129827,-104871.8,-184346,79474.25,79460.0,79444.06,129827,130127,130127,15377.75,-69585,84962.75,84966.5,84968.59,130127,130427,130427,-176061.8,-240987,64925.25,64937.44,64937.87,0,0,4587.011,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
130545,130845,130845,-104924.5,-184346,79421.5,79455.0,79448.02,130845,131145,131145,15406.75,-69585,84991.75,84972.31,84968.07,131145,131445,131445,-176050.5,-240987,64936.5,64937.5,64937.77,0,0,4587.077,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
131567,131867,131867,-104903.5,-184346,79442.5,79455.25,79449.76,131867,132167,132167,15375.25,-69585,84960.25,84969.06,84969.13,132167,132467,132467,-176033.0,-240987,64954.0,64938.5,64937.7,0,0,4587.131,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
132585,132885,132885,-104892.3,-184346,79453.75,79448.0,79451.13,132885,133185,133185,15380.25,-69585,84965.25,84970.0,84969.11,133185,133485,133485,-176047.8,-240987,64939.25,64938.75,64937.9,0,0,4587.163,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
133603,133903,133903,-104878.0,-184346,79468.0,79446.44,79450.35,133903,134203,134203,15380.5,-69585,84965.5,84970.69,84969.33,134203,134503,134503,-176037.8,-240987,64949.25,64944.75,64938.11,0,0,4587.156,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
134621,134921,134921,-104877.5,-184346,79468.5,79458.19,79449.38,134921,135221,135221,15393.0,-69585,84978.0,84967.25,84969.66,135221,135521,135521,-176047.5,-240987,64939.5,64945.5,64939.76,0,0,4587.176,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
135639,135939,135939,-104924.3,-184346,79421.75,79453.0,79451.57,135939,136239,136239,15396.75,-69585,84981.75,84972.63,84969.06,136239,136539,136539,-176030.5,-240987,64956.5,64946.13,64941.19,0,0,4587.236,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
136658,136958,136958,-104884.5,-184346,79461.5,79454.94,79451.93,136958,137258,137258,15367.75,-69585,84952.75,84969.5,84969.95,137258,137558,137558,-176027.5,-240987,64959.5,64951.19,64942.41,0,0,4587.286,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
137676,137976,137976,-104874.5,-184346,79471.5,79455.81,79452.68,137976,138276,138276,15382.75,-69585,84967.75,84970.06,84969.84,138276,138576,138576,-176060.8,-240987,64926.25,64945.44,64944.6,0,0,4587.342,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
138694,138994,138994,-104885.5,-184346,79460.5,79453.81,79453.46,138994,139294,139294,15387.5,-69585,84972.5,84968.69,84969.89,139294,139594,139594,-176056.8,-240987,64930.25,64943.13,64944.81,0,0,4587.363,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
139714,140014,140014,-104882.0,-184346,79464.0,79464.38,79453.55,140014,140314,140314,15379.0,-69585,84964.0,84964.25,84969.59,140314,140614,140614,-175994.0,-240987,64993.0,64952.25,64944.39,0,0,4587.351,4587.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
140731,141031,141031,-104908.5,-184346,79437.5,79458.38,79456.23,141031,141331,141331,15409.75,-69585,84994.75,84974.75,84968.27,141331,141631,141631,-176031.3,-240987,64955.75,64951.31,64946.34,0,0,4587.417,4587.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
141752,142052,142052,-104885.0,-184346,79461.0,79455.75,79456.77,142052,142352,142352,15387.5,-69585,84972.5,84975.94,84969.88,142352,142652,142652,-176074.3,-240987,64912.75,64947.94,64947.58,0,0,4587.485,4587.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
