tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
6983736,6984036,6984036,-206039.8,-214724,8684.25,8684.25,8684.25,6984036,6984336,6984336,70530.25,86852,-16321.75,-16296.06,-16287.5,6984336,6984636,6984636,47612.0,55079,-7467.0,-7477.313,-7480.75,0,0,649.05,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6984754,6985054,6985054,-206050.5,-214724,8673.5,8681.563,8684.25,6985054,6985354,6985354,70559.0,86852,-16293.0,-16297.44,-16289.63,6985354,6985654,6985654,47600.5,55079,-7478.5,-7476.75,-7479.896,0,0,649.0755,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6985772,6986072,6986072,-206037.3,-214724,8686.75,8682.188,8683.582,6986072,6986372,6986372,70544.0,86852,-16308.0,-16302.56,-16291.57,6986372,6986672,6986672,47595.0,55079,-7484.0,-7477.563,-7479.114,0,0,649.0853,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6986792,6987092,6987092,-206043.8,-214724,8680.25,8681.188,8683.235,6987092,6987392,6987392,70557.25,86852,-16294.75,-16304.38,-16294.3,6987392,6987692,6987692,47585.25,55079,-7493.75,-7480.813,-7478.729,0,0,649.1253,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6987811,6988111,6988111,-206053.5,-214724,8670.5,8677.75,8682.727,6988111,6988411,6988411,70554.5,86852,-16297.5,-16298.31,-16296.81,6988411,6988711,6988711,47586.5,55079,-7492.5,-7487.188,-7479.247,0,0,649.1755,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6988833,6989133,6989133,-206046.3,-214724,8677.75,8678.813,8681.49,6989133,6989433,6989433,70536.5,86852,-16315.5,-16303.94,-16297.18,6989433,6989733,6989733,47579.5,55079,-7499.5,-7492.438,-7481.22,0,0,649.1979,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6989852,6990152,6990152,-206049.0,-214724,8675.0,8675.875,8680.825,6990152,6990452,6990452,70547.5,86852,-16304.5,-16303.06,-16298.86,6990452,6990752,6990752,47577.25,55079,-7501.75,-7496.875,-7484.008,0,0,649.2739,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6990871,6991171,6991171,-206064.3,-214724,8659.75,8670.75,8679.595,6991171,6991471,6991471,70555.0,86852,-16297.0,-16303.63,-16299.91,6991471,6991771,6991771,47580.5,55079,-7498.5,-7498.063,-7487.206,0,0,649.3342,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6991888,6992188,6992188,-206038.0,-214724,8686.0,8674.625,8677.396,6992188,6992488,6992488,70560.0,86852,-16292.0,-16302.25,-16300.83,6992488,6992788,6992788,47580.0,55079,-7499.0,-7499.688,-7489.904,0,0,649.3626,649.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
6992906,6993206,6993206,-206045.5,-214724,8678.5,8674.813,8676.708,6993206,6993506,6993506,70524.75,86852,-16327.25,-16305.19,-16301.18,6993506,6993806,6993806,47564.25,55079,-7514.75,-7503.5,-7492.336,0,0,649.4045,649.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
