tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
105083,105383,105383,-127624.0,-184346,56722.0,56722.0,56722.0,105383,105683,105683,70964.25,-69585,140549.3,140549.3,140549.3,105683,105983,105983,-212214.3,-240987,28772.75,28772.75,28772.75,0,0,4520.88,4521.0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,True,True,False
106100,106400,106400,-127612.5,-184346,56733.5,56733.5,56733.5,106400,106700,106700,70945.75,-69585,140530.8,140530.8,140530.8,106700,107000,107000,-212227.5,-240987,28759.5,28769.44,28772.75,0,0,4520.74,4521.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
107120,107420,107420,-127664.3,-184346,56681.75,56720.56,56733.5,107420,107720,107720,70968.5,-69585,140553.5,140536.4,140530.8,107720,108020,108020,-212196.0,-240987,28791.0,28774.0,28771.93,0,0,4520.724,4521.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
108138,108438,108438,-127661.0,-184346,56685.0,56708.44,56730.29,108438,108738,108738,70972.0,-69585,140557.0,140543.0,140532.2,108738,109038,109038,-212207.3,-240987,28779.75,28775.75,28772.44,0,0,4520.698,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
109155,109455,109455,-127659.3,-184346,56686.75,56696.75,56724.86,109455,109755,109755,70970.0,-69585,140555.0,140549.1,140534.9,109755,110055,110055,-212181.0,-240987,28806.0,28784.06,28773.27,0,0,4520.66,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
110175,110475,110475,-127653.3,-184346,56692.75,56686.56,56717.87,110475,110775,110775,70936.5,-69585,140521.5,140546.8,140538.4,110775,111075,111075,-212207.8,-240987,28779.25,28789.0,28775.95,0,0,4520.645,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
111193,111493,111493,-127665.5,-184346,56680.5,56686.25,56710.09,111493,111793,111793,70974.0,-69585,140559.0,140548.1,140540.5,111793,112093,112095,-212215.3,-240987,28771.75,28784.19,28779.19,0,0,4520.595,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
112213,112513,112513,-127628.5,-184346,56717.5,56694.38,56704.16,112513,112813,112813,70960.75,-69585,140545.8,140545.3,140542.4,112813,113113,113113,-212206.5,-240987,28780.5,28784.38,28780.44,0,0,4520.54,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
113232,113532,113532,-127658.5,-184346,56687.5,56694.56,56701.73,113532,113832,113832,70953.25,-69585,140538.3,140541.1,140543.1,113832,114132,114132,-212199.3,-240987,28787.75,28779.81,28781.41,0,0,4520.525,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
114250,114550,114550,-127664.3,-184346,56681.75,56691.81,56699.95,114550,114850,114850,70957.25,-69585,140542.3,140546.3,140542.6,114850,115150,115150,-212203.5,-240987,28783.5,28780.88,28781.02,0,0,4520.472,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
115270,115570,115570,-127654.0,-184346,56692.0,56694.69,56697.93,115570,115870,115870,70944.25,-69585,140529.3,140538.9,140543.5,115870,116170,116170,-212196.5,-240987,28790.5,28785.56,28780.98,0,0,4520.449,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
116288,116588,116588,-127646.5,-184346,56699.5,56690.19,56697.13,116588,116888,116888,70948.0,-69585,140533.0,140535.7,140542.4,116888,117188,117188,-212222.0,-240987,28765.0,28781.69,28782.12,0,0,4520.433,4520.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
117306,117606,117606,-127658.8,-184346,56687.25,56690.13,56695.4,117606,117906,117906,70958.25,-69585,140543.3,140536.9,140540.7,117906,118206,118206,-212218.0,-240987,28769.0,28777.0,28782.01,0,0,4520.363,4520.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
118326,118626,118626,-127643.8,-184346,56702.25,56695.25,56694.09,118626,118926,118926,70981.0,-69585,140566.0,140542.9,140539.8,118926,119226,119226,-212190.5,-240987,28796.5,28780.25,28780.77,0,0,4520.293,4520.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
119344,119644,119644,-127668.5,-184346,56677.5,56691.63,56694.38,119644,119944,119944,70934.25,-69585,140519.3,140540.4,140540.5,119944,120244,120244,-212178.0,-240987,28809.0,28784.88,28780.64,0,0,4520.312,4520.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
