tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
8641064,8641364,8641364,-213401.5,-214032,630.5,630.5,630.5,8641364,8641664,8641664,79598.25,86989,-7390.75,-7390.75,-7390.75,8641664,8641964,8641964,53450.75,54499,-1048.25,-1048.25,-1048.25,0,0,181.39,181.0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,True,True,False
8642083,8642383,8642383,-213399.8,-214032,632.25,632.25,632.25,8642383,8642683,8642683,79568.25,86989,-7420.75,-7398.25,-7390.75,8642683,8642983,8642983,53481.25,54499,-1017.75,-1040.625,-1048.25,0,0,181.425,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8643102,8643402,8643403,-213392.0,-214032,640.0,634.1875,632.25,8643403,8643703,8643703,79597.75,86989,-7391.25,-7398.375,-7392.614,8643703,8644003,8644003,53490.0,54499,-1009.0,-1030.813,-1046.355,0,0,181.4244,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8644121,8644421,8644421,-213364.5,-214032,667.5,643.0,632.7315,8644421,8644721,8644721,79565.0,86989,-7424.0,-7406.688,-7394.046,8644721,8645021,8645021,53462.75,54499,-1036.25,-1027.813,-1042.492,0,0,181.3854,181.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8645142,8645442,8645442,-213387.3,-214032,644.75,646.125,635.2834,8645442,8645742,8645742,79611.25,86989,-7377.75,-7403.438,-7397.188,8645742,8646042,8646042,53501.75,54499,-997.25,-1015.063,-1038.844,0,0,181.4263,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8646161,8646461,8646461,-213363.5,-214032,668.5,655.1875,637.9778,8646461,8646761,8646761,79581.75,86989,-7407.25,-7400.063,-7398.741,8646761,8647061,8647061,53474.75,54499,-1024.25,-1016.688,-1032.934,0,0,181.3931,181.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8647180,8647480,8647480,-213364.8,-214032,667.25,662.0,642.2548,8647480,8647780,8647781,79613.75,86989,-7375.25,-7396.063,-7399.07,8647781,8648081,8648081,53490.75,54499,-1008.25,-1016.5,-1028.896,0,0,181.4044,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8648200,8648500,8648500,-213394.8,-214032,637.25,654.4375,647.1619,8648500,8648800,8648800,79586.0,86989,-7403.0,-7390.813,-7398.322,8648800,8649100,8649100,53448.5,54499,-1050.5,-1020.063,-1025.816,0,0,181.426,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8649219,8649519,8649519,-213367.0,-214032,665.0,659.5,648.9701,8649519,8649819,8649819,79597.75,86989,-7391.25,-7394.188,-7396.456,8649819,8650119,8650119,53478.5,54499,-1020.5,-1025.875,-1024.386,0,0,181.3963,181.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8650238,8650538,8650538,-213381.3,-214032,650.75,655.0625,651.587,8650538,8650838,8650838,79577.75,86989,-7411.25,-7395.188,-7395.893,8650838,8651138,8651138,53444.5,54499,-1054.5,-1033.438,-1024.756,0,0,181.4447,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8651257,8651557,8651557,-213396.8,-214032,635.25,647.0625,652.4508,8651557,8651857,8651857,79596.75,86989,-7392.25,-7399.438,-7395.717,8651857,8652157,8652157,53483.5,54499,-1015.5,-1035.25,-1026.913,0,0,181.5016,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8652276,8652576,8652576,-213369.5,-214032,662.5,653.375,651.1117,8652576,8652876,8652876,79585.0,86989,-7404.0,-7399.688,-7396.642,8652876,8653176,8653176,53462.5,54499,-1036.5,-1031.75,-1028.985,0,0,181.5348,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8653297,8653597,8653597,-213376.3,-214032,655.75,651.0625,651.6742,8653597,8653897,8653897,79591.0,86989,-7398.0,-7401.375,-7397.399,8653897,8654197,8654197,53459.5,54499,-1039.5,-1036.5,-1029.672,0,0,181.5749,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8654315,8654615,8654615,-213372.5,-214032,659.5,653.25,651.5222,8654615,8654915,8654915,79591.25,86989,-7397.75,-7398.0,-7398.387,8654915,8655215,8655215,53478.75,54499,-1020.25,-1027.938,-1031.369,0,0,181.6256,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
8655336,8655636,8655636,-213364.0,-214032,668.0,661.4375,651.9516,8655636,8655936,8655936,79602.5,86989,-7386.5,-7396.563,-7398.291,8655936,8656236,8656236,53453.25,54499,-1045.75,-1035.5,-1030.516,0,0,181.6152,181.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
